  x  	  n(x)  	  dndx(x)  	 (maj)p(x) 	  Alfa  	  Conduction level  	  Valence level  	 EQ Field   	 Generation
 1.622e-06	4.912e+16	2.321e+22	2.049e+18	1.333e+07	2.144	0	-3.8e+05	4.328e+26
 1.624e-06	4.916e+16	2.315e+22	2.049e+18	1.334e+07	2.143	0	-3.8e+05	4.331e+26
 1.626e-06	4.921e+16	2.308e+22	2.049e+18	1.335e+07	2.142	0	-3.8e+05	4.339e+26
 1.628e-06	4.925e+16	2.301e+22	2.049e+18	1.336e+07	2.141	0	-3.8e+05	4.351e+26
  1.63e-06	4.93e+16	2.294e+22	2.049e+18	1.337e+07	2.141	0	-3.8e+05	4.353e+26
 1.632e-06	4.935e+16	2.286e+22	2.049e+18	1.338e+07	2.14	0	-3.8e+05	4.353e+26
 1.634e-06	4.939e+16	2.278e+22	2.049e+18	1.339e+07	2.139	0	-3.8e+05	4.357e+26
 1.636e-06	4.944e+16	2.27e+22	2.049e+18	1.34e+07	2.138	0	-3.8e+05	4.366e+26
 1.638e-06	4.948e+16	2.261e+22	2.049e+18	1.342e+07	2.138	0	-3.8e+05	4.38e+26
  1.64e-06	4.953e+16	2.252e+22	2.05e+18	1.343e+07	2.137	0	-3.8e+05	4.38e+26
 1.642e-06	4.957e+16	2.243e+22	2.05e+18	1.344e+07	2.136	0	-3.8e+05	4.381e+26
 1.644e-06	4.962e+16	2.233e+22	2.05e+18	1.345e+07	2.135	0	-3.8e+05	4.386e+26
 1.646e-06	4.966e+16	2.223e+22	2.05e+18	1.346e+07	2.135	0	-3.8e+05	4.396e+26
 1.648e-06	4.971e+16	2.212e+22	2.05e+18	1.347e+07	2.134	0	-3.8e+05	4.408e+26
  1.65e-06	4.975e+16	2.201e+22	2.05e+18	1.348e+07	2.133	0	-3.8e+05	4.407e+26
 1.652e-06	4.98e+16	2.19e+22	2.05e+18	1.349e+07	2.132	0	-3.8e+05	4.409e+26
 1.654e-06	4.984e+16	2.178e+22	2.05e+18	1.35e+07	2.131	0	-3.8e+05	4.415e+26
 1.656e-06	4.988e+16	2.166e+22	2.05e+18	1.351e+07	2.131	0	-3.8e+05	4.426e+26
 1.658e-06	4.993e+16	2.153e+22	2.05e+18	1.353e+07	2.13	0	-3.8e+05	4.436e+26
  1.66e-06	4.997e+16	2.139e+22	2.05e+18	1.354e+07	2.129	0	-3.8e+05	4.435e+26
 1.662e-06	5.001e+16	2.125e+22	2.05e+18	1.355e+07	2.128	0	-3.8e+05	4.437e+26
 1.664e-06	5.005e+16	2.111e+22	2.05e+18	1.356e+07	2.128	0	-3.8e+05	4.443e+26
 1.666e-06	5.01e+16	2.096e+22	2.05e+18	1.357e+07	2.127	0	-3.8e+05	4.454e+26
 1.668e-06	5.014e+16	2.08e+22	2.05e+18	1.358e+07	2.126	0	-3.8e+05	4.461e+26
  1.67e-06	5.018e+16	2.064e+22	2.05e+18	1.359e+07	2.125	0	-3.8e+05	4.46e+26
 1.672e-06	5.022e+16	2.047e+22	2.05e+18	1.36e+07	2.125	0	-3.8e+05	4.462e+26
 1.674e-06	5.026e+16	2.03e+22	2.05e+18	1.361e+07	2.124	0	-3.8e+05	4.468e+26
 1.676e-06	5.03e+16	2.012e+22	2.05e+18	1.362e+07	2.123	0	-3.8e+05	4.479e+26
 1.678e-06	5.034e+16	1.993e+22	2.05e+18	1.363e+07	2.122	0	-3.8e+05	4.482e+26
  1.68e-06	5.038e+16	1.974e+22	2.05e+18	1.364e+07	2.122	0	-3.8e+05	4.48e+26
 1.682e-06	5.042e+16	1.954e+22	2.05e+18	1.365e+07	2.121	0	-3.8e+05	4.482e+26
 1.684e-06	5.046e+16	1.934e+22	2.05e+18	1.366e+07	2.12	0	-3.8e+05	4.488e+26
 1.686e-06	5.05e+16	1.912e+22	2.05e+18	1.367e+07	2.119	0	-3.8e+05	4.5e+26
 1.688e-06	5.054e+16	1.89e+22	2.051e+18	1.368e+07	2.119	0	-3.8e+05	4.497e+26
  1.69e-06	5.057e+16	1.868e+22	2.051e+18	1.369e+07	2.118	0	-3.8e+05	4.495e+26
 1.692e-06	5.061e+16	1.844e+22	2.051e+18	1.37e+07	2.117	0	-3.8e+05	4.497e+26
 1.694e-06	5.065e+16	1.82e+22	2.051e+18	1.371e+07	2.116	0	-3.8e+05	4.503e+26
 1.696e-06	5.068e+16	1.795e+22	2.051e+18	1.372e+07	2.116	0	-3.8e+05	4.512e+26
 1.698e-06	5.072e+16	1.769e+22	2.051e+18	1.373e+07	2.115	0	-3.8e+05	4.507e+26
   1.7e-06	5.075e+16	1.742e+22	2.051e+18	1.374e+07	2.114	0	-3.8e+05	4.506e+26
 1.702e-06	5.079e+16	1.715e+22	2.051e+18	1.375e+07	2.113	0	-3.8e+05	4.508e+26
 1.704e-06	5.082e+16	1.687e+22	2.051e+18	1.377e+07	2.112	0	-3.8e+05	4.515e+26
 1.706e-06	5.086e+16	1.657e+22	2.051e+18	1.378e+07	2.112	0	-3.8e+05	4.519e+26
 1.708e-06	5.089e+16	1.627e+22	2.051e+18	1.379e+07	2.111	0	-3.8e+05	4.513e+26
  1.71e-06	5.092e+16	1.596e+22	2.051e+18	1.38e+07	2.11	0	-3.8e+05	4.511e+26
 1.712e-06	5.095e+16	1.564e+22	2.051e+18	1.381e+07	2.109	0	-3.8e+05	4.513e+26
 1.714e-06	5.098e+16	1.531e+22	2.051e+18	1.382e+07	2.109	0	-3.8e+05	4.52e+26
 1.716e-06	5.101e+16	1.497e+22	2.051e+18	1.383e+07	2.108	0	-3.8e+05	4.519e+26
 1.718e-06	5.104e+16	1.462e+22	2.051e+18	1.384e+07	2.107	0	-3.8e+05	4.513e+26
  1.72e-06	5.107e+16	1.425e+22	2.051e+18	1.384e+07	2.106	0	-3.8e+05	4.511e+26
 1.722e-06	5.11e+16	1.388e+22	2.051e+18	1.385e+07	2.106	0	-3.8e+05	4.514e+26
 1.724e-06	5.113e+16	1.35e+22	2.051e+18	1.386e+07	2.105	0	-3.8e+05	4.521e+26
 1.726e-06	5.115e+16	1.31e+22	2.051e+18	1.387e+07	2.104	0	-3.8e+05	4.516e+26
 1.728e-06	5.118e+16	1.269e+22	2.051e+18	1.388e+07	2.103	0	-3.8e+05	4.514e+26
  1.73e-06	5.12e+16	1.227e+22	2.051e+18	1.389e+07	2.103	0	-3.8e+05	4.515e+26
 1.732e-06	5.123e+16	1.183e+22	2.051e+18	1.39e+07	2.102	0	-3.8e+05	4.522e+26
 1.734e-06	5.125e+16	1.138e+22	2.051e+18	1.391e+07	2.101	0	-3.8e+05	4.529e+26
 1.736e-06	5.127e+16	1.092e+22	2.051e+18	1.392e+07	2.1	0	-3.8e+05	4.526e+26
 1.738e-06	5.13e+16	1.044e+22	2.051e+18	1.393e+07	2.1	0	-3.8e+05	4.526e+26
  1.74e-06	5.132e+16	9.95e+21	2.051e+18	1.394e+07	2.099	0	-3.8e+05	4.531e+26
 1.742e-06	5.134e+16	9.44e+21	2.051e+18	1.395e+07	2.098	0	-3.8e+05	4.54e+26
 1.744e-06	5.135e+16	8.914e+21	2.051e+18	1.396e+07	2.097	0	-3.8e+05	4.544e+26
 1.746e-06	5.137e+16	8.37e+21	2.051e+18	1.397e+07	2.097	0	-3.8e+05	4.541e+26
 1.748e-06	5.139e+16	7.811e+21	2.051e+18	1.398e+07	2.096	0	-3.8e+05	4.543e+26
  1.75e-06	5.14e+16	7.233e+21	2.051e+18	1.399e+07	2.095	0	-3.8e+05	4.55e+26
 1.752e-06	5.142e+16	6.635e+21	2.051e+18	1.4e+07	2.094	0	-3.8e+05	4.561e+26
 1.754e-06	5.143e+16	6.019e+21	2.051e+18	1.401e+07	2.093	0	-3.8e+05	4.559e+26
 1.756e-06	5.144e+16	5.383e+21	2.051e+18	1.402e+07	2.093	0	-3.8e+05	4.559e+26
 1.758e-06	5.145e+16	4.727e+21	2.051e+18	1.403e+07	2.092	0	-3.8e+05	4.563e+26
  1.76e-06	5.146e+16	4.05e+21	2.051e+18	1.404e+07	2.091	0	-3.8e+05	4.571e+26
 1.762e-06	5.147e+16	3.351e+21	2.051e+18	1.405e+07	2.09	0	-3.8e+05	4.58e+26
 1.764e-06	5.147e+16	2.629e+21	2.051e+18	1.406e+07	2.09	0	-3.8e+05	4.578e+26
 1.766e-06	5.148e+16	1.885e+21	2.051e+18	1.407e+07	2.089	0	-3.8e+05	4.579e+26
 1.768e-06	5.148e+16	1.117e+21	2.051e+18	1.408e+07	2.088	0	-3.8e+05	4.584e+26
  1.77e-06	5.148e+16	3.237e+20	2.051e+18	1.408e+07	2.087	0	-3.8e+05	4.595e+26
 1.772e-06	5.148e+16	-4.953e+20	2.051e+18	1.409e+07	2.087	0	-3.8e+05	4.598e+26
 1.774e-06	5.148e+16	-1.34e+21	2.051e+18	1.41e+07	2.086	0	-3.8e+05	4.598e+26
 1.776e-06	5.148e+16	-2.211e+21	2.051e+18	1.411e+07	2.085	0	-3.8e+05	4.601e+26
 1.778e-06	5.147e+16	-3.109e+21	2.051e+18	1.412e+07	2.084	0	-3.8e+05	4.608e+26
  1.78e-06	5.146e+16	-4.038e+21	2.051e+18	1.413e+07	2.084	0	-3.8e+05	4.621e+26
 1.782e-06	5.145e+16	-4.996e+21	2.051e+18	1.414e+07	2.083	0	-3.8e+05	4.619e+26
 1.784e-06	5.144e+16	-5.984e+21	2.051e+18	1.415e+07	2.082	0	-3.8e+05	4.62e+26
 1.786e-06	5.143e+16	-7.003e+21	2.051e+18	1.416e+07	2.081	0	-3.8e+05	4.626e+26
 1.788e-06	5.142e+16	-8.056e+21	2.051e+18	1.417e+07	2.081	0	-3.8e+05	4.636e+26
  1.79e-06	5.14e+16	-9.142e+21	2.051e+18	1.418e+07	2.08	0	-3.8e+05	4.644e+26
 1.792e-06	5.138e+16	-1.026e+22	2.051e+18	1.419e+07	2.079	0	-3.8e+05	4.643e+26
 1.794e-06	5.136e+16	-1.142e+22	2.051e+18	1.419e+07	2.078	0	-3.8e+05	4.646e+26
 1.796e-06	5.133e+16	-1.261e+22	2.051e+18	1.42e+07	2.078	0	-3.8e+05	4.653e+26
 1.798e-06	5.131e+16	-1.384e+22	2.051e+18	1.421e+07	2.077	0	-3.8e+05	4.666e+26
   1.8e-06	5.128e+16	-1.511e+22	2.051e+18	1.422e+07	2.076	0	-3.8e+05	4.667e+26
 1.802e-06	5.125e+16	-1.642e+22	2.051e+18	1.423e+07	2.075	0	-3.8e+05	4.667e+26
 1.804e-06	5.121e+16	-1.778e+22	2.051e+18	1.424e+07	2.074	0	-3.8e+05	4.672e+26
 1.806e-06	5.118e+16	-1.917e+22	2.051e+18	1.425e+07	2.074	0	-3.8e+05	4.681e+26
 1.808e-06	5.114e+16	-2.061e+22	2.051e+18	1.426e+07	2.073	0	-3.8e+05	4.691e+26
  1.81e-06	5.109e+16	-2.209e+22	2.051e+18	1.427e+07	2.072	0	-3.8e+05	4.689e+26
 1.812e-06	5.105e+16	-2.362e+22	2.051e+18	1.428e+07	2.071	0	-3.8e+05	4.692e+26
 1.814e-06	5.1e+16	-2.52e+22	2.051e+18	1.428e+07	2.071	0	-3.8e+05	4.698e+26
 1.816e-06	5.095e+16	-2.683e+22	2.051e+18	1.429e+07	2.07	0	-3.8e+05	4.71e+26
 1.818e-06	5.089e+16	-2.852e+22	2.051e+18	1.43e+07	2.069	0	-3.8e+05	4.713e+26
  1.82e-06	5.083e+16	-3.025e+22	2.051e+18	1.431e+07	2.068	0	-3.8e+05	4.713e+26
 1.822e-06	5.077e+16	-3.204e+22	2.051e+18	1.432e+07	2.068	0	-3.8e+05	4.718e+26
 1.824e-06	5.07e+16	-3.388e+22	2.051e+18	1.433e+07	2.067	0	-3.8e+05	4.727e+26
 1.826e-06	5.063e+16	-3.579e+22	2.051e+18	1.434e+07	2.066	0	-3.8e+05	4.738e+26
 1.828e-06	5.056e+16	-3.775e+22	2.051e+18	1.435e+07	2.065	0	-3.8e+05	4.737e+26
  1.83e-06	5.048e+16	-3.978e+22	2.05e+18	1.435e+07	2.065	0	-3.8e+05	4.739e+26
 1.832e-06	5.04e+16	-4.186e+22	2.05e+18	1.436e+07	2.064	0	-3.8e+05	4.745e+26
 1.834e-06	5.032e+16	-4.402e+22	2.05e+18	1.437e+07	2.063	0	-3.8e+05	4.757e+26
 1.836e-06	5.023e+16	-4.624e+22	2.05e+18	1.438e+07	2.062	0	-3.8e+05	4.761e+26
 1.838e-06	5.013e+16	-4.854e+22	2.05e+18	1.439e+07	2.062	0	-3.8e+05	4.761e+26
  1.84e-06	5.003e+16	-5.09e+22	2.05e+18	1.44e+07	2.061	0	-3.8e+05	4.766e+26
 1.842e-06	4.993e+16	-5.334e+22	2.05e+18	1.441e+07	2.06	0	-3.8e+05	4.775e+26
 1.844e-06	4.982e+16	-5.585e+22	2.05e+18	1.442e+07	2.059	0	-3.8e+05	4.787e+26
 1.846e-06	4.97e+16	-5.845e+22	2.05e+18	1.442e+07	2.059	0	-3.8e+05	4.786e+26
 1.848e-06	4.958e+16	-6.113e+22	2.05e+18	1.443e+07	2.058	0	-3.8e+05	4.789e+26
  1.85e-06	4.946e+16	-6.388e+22	2.049e+18	1.444e+07	2.057	0	-3.8e+05	4.796e+26
 1.852e-06	4.933e+16	-6.673e+22	2.049e+18	1.445e+07	2.056	0	-3.8e+05	4.809e+26
 1.854e-06	4.919e+16	-6.967e+22	2.049e+18	1.446e+07	2.055	0	-3.8e+05	4.814e+26
 1.856e-06	4.905e+16	-7.27e+22	2.049e+18	1.447e+07	2.055	0	-3.8e+05	4.815e+26
 1.858e-06	4.89e+16	-7.582e+22	2.049e+18	1.448e+07	2.054	0	-3.8e+05	4.82e+26
  1.86e-06	4.875e+16	-7.904e+22	2.049e+18	1.448e+07	2.053	0	-3.8e+05	4.83e+26
 1.862e-06	4.859e+16	-8.237e+22	2.049e+18	1.449e+07	2.052	0	-3.8e+05	4.843e+26
 1.864e-06	4.842e+16	-8.579e+22	2.048e+18	1.45e+07	2.052	0	-3.8e+05	4.842e+26
 1.866e-06	4.824e+16	-8.933e+22	2.048e+18	1.451e+07	2.051	0	-3.8e+05	4.845e+26
 1.868e-06	4.806e+16	-9.297e+22	2.048e+18	1.452e+07	2.05	0	-3.8e+05	4.853e+26
  1.87e-06	4.787e+16	-9.673e+22	2.048e+18	1.453e+07	2.049	0	-3.8e+05	4.866e+26
 1.872e-06	4.767e+16	-1.006e+23	2.048e+18	1.453e+07	2.049	0	-3.8e+05	4.87e+26
 1.874e-06	4.747e+16	-1.046e+23	2.047e+18	1.454e+07	2.048	0	-3.8e+05	4.871e+26
 1.876e-06	4.726e+16	-1.087e+23	2.047e+18	1.455e+07	2.047	0	-3.8e+05	4.876e+26
 1.878e-06	4.703e+16	-1.13e+23	2.047e+18	1.456e+07	2.046	0	-3.8e+05	4.886e+26
  1.88e-06	4.68e+16	-1.174e+23	2.047e+18	1.457e+07	2.046	0	-3.8e+05	4.897e+26
 1.882e-06	4.656e+16	-1.219e+23	2.047e+18	1.458e+07	2.045	0	-3.8e+05	4.896e+26
 1.884e-06	4.632e+16	-1.266e+23	2.046e+18	1.458e+07	2.044	0	-3.8e+05	4.899e+26
 1.886e-06	4.606e+16	-1.314e+23	2.046e+18	1.459e+07	2.043	0	-3.8e+05	4.907e+26
 1.888e-06	4.579e+16	-1.363e+23	2.046e+18	1.46e+07	2.043	0	-3.8e+05	4.92e+26
  1.89e-06	4.551e+16	-1.414e+23	2.046e+18	1.461e+07	2.042	0	-3.8e+05	4.921e+26
 1.892e-06	4.522e+16	-1.467e+23	2.045e+18	1.462e+07	2.041	0	-3.8e+05	4.922e+26
 1.894e-06	4.493e+16	-1.521e+23	2.045e+18	1.463e+07	2.04	0	-3.8e+05	4.927e+26
 1.896e-06	4.462e+16	-1.578e+23	2.045e+18	1.463e+07	2.04	0	-3.8e+05	4.938e+26
 1.898e-06	4.429e+16	-1.635e+23	2.044e+18	1.464e+07	2.039	0	-3.8e+05	4.946e+26
   1.9e-06	4.396e+16	-1.695e+23	2.044e+18	1.465e+07	2.038	0	-3.8e+05	4.945e+26
 1.902e-06	4.362e+16	-1.756e+23	2.044e+18	1.466e+07	2.037	0	-3.8e+05	4.948e+26
 1.904e-06	4.326e+16	-1.82e+23	2.043e+18	1.467e+07	2.036	0	-3.8e+05	4.956e+26
 1.906e-06	4.289e+16	-1.885e+23	2.043e+18	1.467e+07	2.036	0	-3.8e+05	4.969e+26
 1.908e-06	4.251e+16	-1.953e+23	2.043e+18	1.468e+07	2.035	0	-3.8e+05	4.967e+26
  1.91e-06	4.211e+16	-2.022e+23	2.042e+18	1.469e+07	2.034	0	-3.8e+05	4.968e+26
 1.912e-06	4.17e+16	-2.094e+23	2.042e+18	1.47e+07	2.033	0	-3.8e+05	4.974e+26
 1.914e-06	4.127e+16	-2.168e+23	2.041e+18	1.471e+07	2.033	0	-3.8e+05	4.985e+26
 1.916e-06	4.083e+16	-2.244e+23	2.041e+18	1.472e+07	2.032	0	-3.8e+05	4.989e+26
 1.918e-06	4.037e+16	-2.323e+23	2.04e+18	1.472e+07	2.031	0	-3.8e+05	4.988e+26
  1.92e-06	3.99e+16	-2.404e+23	2.04e+18	1.473e+07	2.03	0	-3.8e+05	4.992e+26
 1.922e-06	3.941e+16	-2.487e+23	2.039e+18	1.474e+07	2.03	0	-3.8e+05	5.001e+26
 1.924e-06	3.891e+16	-2.573e+23	2.039e+18	1.475e+07	2.029	0	-3.8e+05	5.01e+26
 1.926e-06	3.838e+16	-2.662e+23	2.038e+18	1.476e+07	2.028	0	-3.8e+05	5.009e+26
 1.928e-06	3.784e+16	-2.754e+23	2.038e+18	1.476e+07	2.027	0	-3.8e+05	5.01e+26
  1.93e-06	3.728e+16	-2.848e+23	2.037e+18	1.477e+07	2.027	0	-3.8e+05	5.017e+26
 1.932e-06	3.67e+16	-2.945e+23	2.037e+18	1.478e+07	2.026	0	-3.8e+05	5.03e+26
 1.934e-06	3.61e+16	-3.046e+23	2.036e+18	1.479e+07	2.025	0	-3.8e+05	5.029e+26
 1.936e-06	3.548e+16	-3.149e+23	2.035e+18	1.479e+07	2.024	0	-3.8e+05	5.029e+26
 1.938e-06	3.484e+16	-3.256e+23	2.035e+18	1.48e+07	2.024	0	-3.8e+05	5.033e+26
  1.94e-06	3.418e+16	-3.366e+23	2.034e+18	1.481e+07	2.023	0	-3.8e+05	5.043e+26
 1.942e-06	3.35e+16	-3.48e+23	2.033e+18	1.482e+07	2.022	0	-3.8e+05	5.048e+26
 1.944e-06	3.279e+16	-3.597e+23	2.033e+18	1.483e+07	2.021	0	-3.8e+05	5.046e+26
 1.946e-06	3.206e+16	-3.717e+23	2.032e+18	1.483e+07	2.021	0	-3.8e+05	5.049e+26
 1.948e-06	3.13e+16	-3.842e+23	2.031e+18	1.484e+07	2.02	0	-3.8e+05	5.056e+26
  1.95e-06	3.052e+16	-3.97e+23	2.031e+18	1.485e+07	2.019	0	-3.8e+05	5.066e+26
 1.952e-06	2.971e+16	-4.102e+23	2.03e+18	1.486e+07	2.018	0	-3.8e+05	5.064e+26
 1.954e-06	2.888e+16	-4.238e+23	2.029e+18	1.487e+07	2.017	0	-3.8e+05	5.066e+26
 1.956e-06	2.802e+16	-4.379e+23	2.028e+18	1.487e+07	2.017	0	-3.8e+05	5.072e+26
 1.958e-06	2.713e+16	-4.524e+23	2.027e+18	1.488e+07	2.016	0	-3.8e+05	5.085e+26
  1.96e-06	2.621e+16	-4.673e+23	2.026e+18	1.489e+07	2.015	0	-3.8e+05	5.084e+26
 1.962e-06	2.526e+16	-4.827e+23	2.025e+18	1.49e+07	2.014	0	-3.8e+05	5.084e+26
 1.964e-06	2.428e+16	-4.986e+23	2.024e+18	1.49e+07	2.014	0	-3.8e+05	5.088e+26
 1.966e-06	2.326e+16	-5.15e+23	2.023e+18	1.491e+07	2.013	0	-3.8e+05	5.098e+26
 1.968e-06	2.222e+16	-5.319e+23	2.022e+18	1.492e+07	2.012	0	-3.8e+05	5.103e+26
  1.97e-06	2.114e+16	-5.493e+23	2.021e+18	1.493e+07	2.011	0	-3.8e+05	5.102e+26
 1.972e-06	2.002e+16	-5.672e+23	2.02e+18	1.494e+07	2.011	0	-3.8e+05	5.105e+26
 1.974e-06	1.887e+16	-5.857e+23	2.019e+18	1.494e+07	2.01	0	-3.8e+05	5.114e+26
 1.976e-06	1.768e+16	-6.048e+23	2.018e+18	1.495e+07	2.009	0	-3.8e+05	5.123e+26
 1.978e-06	1.645e+16	-6.245e+23	2.016e+18	1.496e+07	2.008	0	-3.8e+05	5.122e+26
  1.98e-06	1.518e+16	-6.448e+23	2.015e+18	1.497e+07	2.008	0	-3.8e+05	5.125e+26
 1.982e-06	1.387e+16	-6.657e+23	2.014e+18	1.497e+07	2.007	0	-3.8e+05	5.133e+26
 1.984e-06	1.252e+16	-6.873e+23	2.013e+18	1.498e+07	2.006	0	-3.8e+05	5.146e+26
 1.986e-06	1.112e+16	-7.095e+23	2.011e+18	1.499e+07	2.005	0	-3.8e+05	5.145e+26
 1.988e-06	9.679e+15	-7.324e+23	2.01e+18	1.5e+07	2.005	0	-3.8e+05	5.146e+26
  1.99e-06	8.191e+15	-7.561e+23	2.008e+18	1.5e+07	2.004	0	-3.8e+05	5.152e+26
 1.992e-06	6.655e+15	-7.804e+23	2.007e+18	1.501e+07	2.003	0	-3.8e+05	5.164e+26
 1.994e-06	5.069e+15	-8.056e+23	2.005e+18	1.502e+07	2.002	0	-3.8e+05	5.166e+26
 1.996e-06	3.433e+15	-8.315e+23	2.003e+18	1.503e+07	2.002	0	-3.8e+05	5.166e+26
 1.998e-06	1.744e+15	-8.582e+23	2.002e+18	1.503e+07	2.001	0	-3.8e+05	5.17e+26
     2e-06	0	0	2e+18	1.504e+07	2	0	-3.8e+05	5.18e+26
