  x  	  n(x)  	  dndx(x)  	 (maj)p(x) 	  Alfa  	  Conduction level  	  Valence level  	 EQ Field   	 Generation
  6.24e-07	2.833e+16	1.679e+22	2.028e+18	2.152e-05	2.523	0	-3.8e+05	2.741e+26
  6.26e-07	2.836e+16	1.681e+22	2.028e+18	2.322e-05	2.522	0	-3.8e+05	2.743e+26
  6.28e-07	2.839e+16	1.683e+22	2.028e+18	2.505e-05	2.521	0	-3.8e+05	2.748e+26
   6.3e-07	2.843e+16	1.685e+22	2.028e+18	2.703e-05	2.521	0	-3.8e+05	2.756e+26
  6.32e-07	2.846e+16	1.686e+22	2.028e+18	2.917e-05	2.52	0	-3.8e+05	2.767e+26
  6.34e-07	2.849e+16	1.688e+22	2.028e+18	3.147e-05	2.519	0	-3.8e+05	2.764e+26
  6.36e-07	2.853e+16	1.69e+22	2.029e+18	3.396e-05	2.518	0	-3.8e+05	2.763e+26
  6.38e-07	2.856e+16	1.692e+22	2.029e+18	3.664e-05	2.518	0	-3.8e+05	2.764e+26
   6.4e-07	2.859e+16	1.693e+22	2.029e+18	3.953e-05	2.517	0	-3.8e+05	2.767e+26
  6.42e-07	2.863e+16	1.695e+22	2.029e+18	4.265e-05	2.516	0	-3.8e+05	2.774e+26
  6.44e-07	2.866e+16	1.697e+22	2.029e+18	4.602e-05	2.515	0	-3.8e+05	2.784e+26
  6.46e-07	2.87e+16	1.699e+22	2.029e+18	4.965e-05	2.515	0	-3.8e+05	2.793e+26
  6.48e-07	2.873e+16	1.7e+22	2.029e+18	5.357e-05	2.514	0	-3.8e+05	2.79e+26
   6.5e-07	2.876e+16	1.702e+22	2.029e+18	5.78e-05	2.513	0	-3.8e+05	2.789e+26
  6.52e-07	2.88e+16	1.704e+22	2.029e+18	6.237e-05	2.512	0	-3.8e+05	2.791e+26
  6.54e-07	2.883e+16	1.705e+22	2.029e+18	6.729e-05	2.511	0	-3.8e+05	2.795e+26
  6.56e-07	2.887e+16	1.707e+22	2.029e+18	7.261e-05	2.511	0	-3.8e+05	2.803e+26
  6.58e-07	2.89e+16	1.708e+22	2.029e+18	7.834e-05	2.51	0	-3.8e+05	2.813e+26
   6.6e-07	2.894e+16	1.71e+22	2.029e+18	8.452e-05	2.509	0	-3.8e+05	2.817e+26
  6.62e-07	2.897e+16	1.711e+22	2.029e+18	9.12e-05	2.508	0	-3.8e+05	2.815e+26
  6.64e-07	2.9e+16	1.713e+22	2.029e+18	9.84e-05	2.508	0	-3.8e+05	2.815e+26
  6.66e-07	2.904e+16	1.714e+22	2.029e+18	0.0001062	2.507	0	-3.8e+05	2.818e+26
  6.68e-07	2.907e+16	1.716e+22	2.029e+18	0.0001146	2.506	0	-3.8e+05	2.824e+26
   6.7e-07	2.911e+16	1.717e+22	2.029e+18	0.0001236	2.505	0	-3.8e+05	2.833e+26
  6.72e-07	2.914e+16	1.719e+22	2.029e+18	0.0001334	2.505	0	-3.8e+05	2.845e+26
  6.74e-07	2.918e+16	1.72e+22	2.029e+18	0.0001439	2.504	0	-3.8e+05	2.843e+26
  6.76e-07	2.921e+16	1.721e+22	2.029e+18	0.0001553	2.503	0	-3.8e+05	2.84e+26
  6.78e-07	2.924e+16	1.723e+22	2.029e+18	0.0001675	2.502	0	-3.8e+05	2.84e+26
   6.8e-07	2.928e+16	1.724e+22	2.029e+18	0.0001807	2.502	0	-3.8e+05	2.843e+26
  6.82e-07	2.931e+16	1.725e+22	2.029e+18	0.000195	2.501	0	-3.8e+05	2.848e+26
  6.84e-07	2.935e+16	1.727e+22	2.029e+18	0.0002104	2.5	0	-3.8e+05	2.857e+26
  6.86e-07	2.938e+16	1.728e+22	2.029e+18	0.000227	2.499	0	-3.8e+05	2.865e+26
  6.88e-07	2.942e+16	1.729e+22	2.029e+18	0.0002449	2.499	0	-3.8e+05	2.861e+26
   6.9e-07	2.945e+16	1.73e+22	2.029e+18	0.0002643	2.498	0	-3.8e+05	2.859e+26
  6.92e-07	2.949e+16	1.732e+22	2.029e+18	0.0002852	2.497	0	-3.8e+05	2.86e+26
  6.94e-07	2.952e+16	1.733e+22	2.03e+18	0.0003077	2.496	0	-3.8e+05	2.863e+26
  6.96e-07	2.956e+16	1.734e+22	2.03e+18	0.000332	2.496	0	-3.8e+05	2.87e+26
  6.98e-07	2.959e+16	1.735e+22	2.03e+18	0.0003582	2.495	0	-3.8e+05	2.88e+26
     7e-07	2.962e+16	1.736e+22	2.03e+18	0.0003865	2.494	0	-3.8e+05	2.881e+26
  7.02e-07	2.966e+16	1.738e+22	2.03e+18	0.000417	2.493	0	-3.8e+05	2.877e+26
  7.04e-07	2.969e+16	1.739e+22	2.03e+18	0.0004499	2.492	0	-3.8e+05	2.875e+26
  7.06e-07	2.973e+16	1.74e+22	2.03e+18	0.0004854	2.492	0	-3.8e+05	2.877e+26
  7.08e-07	2.976e+16	1.741e+22	2.03e+18	0.0005238	2.491	0	-3.8e+05	2.881e+26
   7.1e-07	2.98e+16	1.743e+22	2.03e+18	0.0005651	2.49	0	-3.8e+05	2.888e+26
  7.12e-07	2.983e+16	1.744e+22	2.03e+18	0.0006097	2.489	0	-3.8e+05	2.897e+26
  7.14e-07	2.987e+16	1.745e+22	2.03e+18	0.0006579	2.489	0	-3.8e+05	2.893e+26
  7.16e-07	2.99e+16	1.746e+22	2.03e+18	0.0007098	2.488	0	-3.8e+05	2.889e+26
  7.18e-07	2.994e+16	1.747e+22	2.03e+18	0.0007659	2.487	0	-3.8e+05	2.889e+26
   7.2e-07	2.997e+16	1.749e+22	2.03e+18	0.0008264	2.486	0	-3.8e+05	2.891e+26
  7.22e-07	3.001e+16	1.75e+22	2.03e+18	0.0008916	2.486	0	-3.8e+05	2.896e+26
  7.24e-07	3.004e+16	1.751e+22	2.03e+18	0.000962	2.485	0	-3.8e+05	2.904e+26
  7.26e-07	3.008e+16	1.752e+22	2.03e+18	0.001038	2.484	0	-3.8e+05	2.908e+26
  7.28e-07	3.011e+16	1.754e+22	2.03e+18	0.00112	2.483	0	-3.8e+05	2.903e+26
   7.3e-07	3.015e+16	1.755e+22	2.03e+18	0.001208	2.483	0	-3.8e+05	2.901e+26
  7.32e-07	3.018e+16	1.756e+22	2.03e+18	0.001304	2.482	0	-3.8e+05	2.901e+26
  7.34e-07	3.022e+16	1.758e+22	2.03e+18	0.001407	2.481	0	-3.8e+05	2.904e+26
  7.36e-07	3.025e+16	1.759e+22	2.03e+18	0.001518	2.48	0	-3.8e+05	2.91e+26
  7.38e-07	3.029e+16	1.76e+22	2.03e+18	0.001638	2.48	0	-3.8e+05	2.92e+26
   7.4e-07	3.032e+16	1.762e+22	2.03e+18	0.001767	2.479	0	-3.8e+05	2.916e+26
  7.42e-07	3.036e+16	1.763e+22	2.03e+18	0.001907	2.478	0	-3.8e+05	2.912e+26
  7.44e-07	3.039e+16	1.764e+22	2.03e+18	0.002057	2.477	0	-3.8e+05	2.911e+26
  7.46e-07	3.043e+16	1.766e+22	2.03e+18	0.002219	2.477	0	-3.8e+05	2.912e+26
  7.48e-07	3.047e+16	1.767e+22	2.03e+18	0.002395	2.476	0	-3.8e+05	2.917e+26
   7.5e-07	3.05e+16	1.769e+22	2.031e+18	0.002584	2.475	0	-3.8e+05	2.924e+26
  7.52e-07	3.054e+16	1.77e+22	2.031e+18	0.002788	2.474	0	-3.8e+05	2.928e+26
  7.54e-07	3.057e+16	1.772e+22	2.031e+18	0.003008	2.473	0	-3.8e+05	2.924e+26
  7.56e-07	3.061e+16	1.773e+22	2.031e+18	0.003246	2.473	0	-3.8e+05	2.922e+26
  7.58e-07	3.064e+16	1.775e+22	2.031e+18	0.003502	2.472	0	-3.8e+05	2.922e+26
   7.6e-07	3.068e+16	1.776e+22	2.031e+18	0.003778	2.471	0	-3.8e+05	2.926e+26
  7.62e-07	3.071e+16	1.778e+22	2.031e+18	0.004077	2.47	0	-3.8e+05	2.932e+26
  7.64e-07	3.075e+16	1.779e+22	2.031e+18	0.004399	2.47	0	-3.8e+05	2.942e+26
  7.66e-07	3.078e+16	1.781e+22	2.031e+18	0.004746	2.469	0	-3.8e+05	2.939e+26
  7.68e-07	3.082e+16	1.782e+22	2.031e+18	0.005121	2.468	0	-3.8e+05	2.936e+26
   7.7e-07	3.086e+16	1.784e+22	2.031e+18	0.005525	2.467	0	-3.8e+05	2.936e+26
  7.72e-07	3.089e+16	1.786e+22	2.031e+18	0.005961	2.467	0	-3.8e+05	2.939e+26
  7.74e-07	3.093e+16	1.787e+22	2.031e+18	0.006432	2.466	0	-3.8e+05	2.945e+26
  7.76e-07	3.096e+16	1.789e+22	2.031e+18	0.00694	2.465	0	-3.8e+05	2.954e+26
  7.78e-07	3.1e+16	1.791e+22	2.031e+18	0.007488	2.464	0	-3.8e+05	2.958e+26
   7.8e-07	3.103e+16	1.792e+22	2.031e+18	0.008079	2.464	0	-3.8e+05	2.954e+26
  7.82e-07	3.107e+16	1.794e+22	2.031e+18	0.008717	2.463	0	-3.8e+05	2.952e+26
  7.84e-07	3.111e+16	1.795e+22	2.031e+18	0.009405	2.462	0	-3.8e+05	2.954e+26
  7.86e-07	3.114e+16	1.797e+22	2.031e+18	0.01015	2.461	0	-3.8e+05	2.958e+26
  7.88e-07	3.118e+16	1.799e+22	2.031e+18	0.01095	2.461	0	-3.8e+05	2.965e+26
   7.9e-07	3.121e+16	1.8e+22	2.031e+18	0.01181	2.46	0	-3.8e+05	2.975e+26
  7.92e-07	3.125e+16	1.802e+22	2.031e+18	0.01275	2.459	0	-3.8e+05	2.972e+26
  7.94e-07	3.129e+16	1.804e+22	2.031e+18	0.01375	2.458	0	-3.8e+05	2.971e+26
  7.96e-07	3.132e+16	1.805e+22	2.031e+18	0.01484	2.458	0	-3.8e+05	2.972e+26
  7.98e-07	3.136e+16	1.807e+22	2.031e+18	0.01601	2.457	0	-3.8e+05	2.976e+26
     8e-07	3.139e+16	1.809e+22	2.031e+18	0.01728	2.456	0	-3.8e+05	2.984e+26
  8.02e-07	3.143e+16	1.81e+22	2.031e+18	0.01864	2.455	0	-3.8e+05	2.995e+26
  8.04e-07	3.147e+16	1.811e+22	2.031e+18	0.02011	2.454	0	-3.8e+05	2.998e+26
  8.06e-07	3.15e+16	1.813e+22	2.032e+18	0.0217	2.454	0	-3.8e+05	2.996e+26
  8.08e-07	3.154e+16	1.814e+22	2.032e+18	0.02341	2.453	0	-3.8e+05	2.996e+26
   8.1e-07	3.158e+16	1.816e+22	2.032e+18	0.02526	2.452	0	-3.8e+05	2.999e+26
  8.12e-07	3.161e+16	1.817e+22	2.032e+18	0.02726	2.451	0	-3.8e+05	3.005e+26
  8.14e-07	3.165e+16	1.819e+22	2.032e+18	0.02941	2.451	0	-3.8e+05	3.015e+26
  8.16e-07	3.169e+16	1.82e+22	2.032e+18	0.03173	2.45	0	-3.8e+05	3.024e+26
  8.18e-07	3.172e+16	1.821e+22	2.032e+18	0.03424	2.449	0	-3.8e+05	3.02e+26
   8.2e-07	3.176e+16	1.823e+22	2.032e+18	0.03694	2.448	0	-3.8e+05	3.019e+26
  8.22e-07	3.179e+16	1.824e+22	2.032e+18	0.03986	2.448	0	-3.8e+05	3.02e+26
  8.24e-07	3.183e+16	1.825e+22	2.032e+18	0.043	2.447	0	-3.8e+05	3.024e+26
  8.26e-07	3.187e+16	1.827e+22	2.032e+18	0.0464	2.446	0	-3.8e+05	3.031e+26
  8.28e-07	3.19e+16	1.828e+22	2.032e+18	0.05006	2.445	0	-3.8e+05	3.043e+26
   8.3e-07	3.194e+16	1.829e+22	2.032e+18	0.05402	2.445	0	-3.8e+05	3.04e+26
  8.32e-07	3.198e+16	1.83e+22	2.032e+18	0.05828	2.444	0	-3.8e+05	3.037e+26
  8.34e-07	3.201e+16	1.832e+22	2.032e+18	0.06288	2.443	0	-3.8e+05	3.037e+26
  8.36e-07	3.205e+16	1.833e+22	2.032e+18	0.06785	2.442	0	-3.8e+05	3.04e+26
  8.38e-07	3.209e+16	1.834e+22	2.032e+18	0.07321	2.442	0	-3.8e+05	3.047e+26
   8.4e-07	3.212e+16	1.836e+22	2.032e+18	0.07899	2.441	0	-3.8e+05	3.056e+26
  8.42e-07	3.216e+16	1.837e+22	2.032e+18	0.08522	2.44	0	-3.8e+05	3.059e+26
  8.44e-07	3.22e+16	1.838e+22	2.032e+18	0.09195	2.439	0	-3.8e+05	3.057e+26
  8.46e-07	3.223e+16	1.839e+22	2.032e+18	0.09921	2.439	0	-3.8e+05	3.056e+26
  8.48e-07	3.227e+16	1.84e+22	2.032e+18	0.107	2.438	0	-3.8e+05	3.059e+26
   8.5e-07	3.231e+16	1.841e+22	2.032e+18	0.1155	2.437	0	-3.8e+05	3.064e+26
  8.52e-07	3.234e+16	1.842e+22	2.032e+18	0.1246	2.436	0	-3.8e+05	3.074e+26
  8.54e-07	3.238e+16	1.843e+22	2.032e+18	0.1345	2.435	0	-3.8e+05	3.082e+26
  8.56e-07	3.242e+16	1.844e+22	2.032e+18	0.1451	2.435	0	-3.8e+05	3.078e+26
  8.58e-07	3.246e+16	1.845e+22	2.032e+18	0.1565	2.434	0	-3.8e+05	3.076e+26
   8.6e-07	3.249e+16	1.846e+22	2.032e+18	0.1689	2.433	0	-3.8e+05	3.077e+26
  8.62e-07	3.253e+16	1.847e+22	2.033e+18	0.1822	2.432	0	-3.8e+05	3.082e+26
  8.64e-07	3.257e+16	1.848e+22	2.033e+18	0.1966	2.432	0	-3.8e+05	3.089e+26
  8.66e-07	3.26e+16	1.849e+22	2.033e+18	0.2121	2.431	0	-3.8e+05	3.1e+26
  8.68e-07	3.264e+16	1.85e+22	2.033e+18	0.2289	2.43	0	-3.8e+05	3.097e+26
   8.7e-07	3.268e+16	1.851e+22	2.033e+18	0.247	2.429	0	-3.8e+05	3.095e+26
  8.72e-07	3.271e+16	1.852e+22	2.033e+18	0.2665	2.429	0	-3.8e+05	3.095e+26
  8.74e-07	3.275e+16	1.853e+22	2.033e+18	0.2875	2.428	0	-3.8e+05	3.098e+26
  8.76e-07	3.279e+16	1.854e+22	2.033e+18	0.3102	2.427	0	-3.8e+05	3.105e+26
  8.78e-07	3.283e+16	1.854e+22	2.033e+18	0.3347	2.426	0	-3.8e+05	3.115e+26
   8.8e-07	3.286e+16	1.855e+22	2.033e+18	0.3611	2.426	0	-3.8e+05	3.115e+26
  8.82e-07	3.29e+16	1.856e+22	2.033e+18	0.3897	2.425	0	-3.8e+05	3.112e+26
  8.84e-07	3.294e+16	1.856e+22	2.033e+18	0.4204	2.424	0	-3.8e+05	3.111e+26
  8.86e-07	3.297e+16	1.857e+22	2.033e+18	0.4536	2.423	0	-3.8e+05	3.113e+26
  8.88e-07	3.301e+16	1.858e+22	2.033e+18	0.4894	2.423	0	-3.8e+05	3.118e+26
   8.9e-07	3.305e+16	1.859e+22	2.033e+18	0.5281	2.422	0	-3.8e+05	3.127e+26
  8.92e-07	3.309e+16	1.859e+22	2.033e+18	0.5698	2.421	0	-3.8e+05	3.13e+26
  8.94e-07	3.312e+16	1.86e+22	2.033e+18	0.6148	2.42	0	-3.8e+05	3.125e+26
  8.96e-07	3.316e+16	1.86e+22	2.033e+18	0.6633	2.42	0	-3.8e+05	3.122e+26
  8.98e-07	3.32e+16	1.861e+22	2.033e+18	0.7157	2.419	0	-3.8e+05	3.121e+26
     9e-07	3.323e+16	1.862e+22	2.033e+18	0.7722	2.418	0	-3.8e+05	3.124e+26
  9.02e-07	3.327e+16	1.863e+22	2.033e+18	0.8332	2.417	0	-3.8e+05	3.131e+26
  9.04e-07	3.331e+16	1.863e+22	2.033e+18	0.899	2.416	0	-3.8e+05	3.136e+26
  9.06e-07	3.335e+16	1.864e+22	2.033e+18	0.97	2.416	0	-3.8e+05	3.13e+26
  9.08e-07	3.338e+16	1.865e+22	2.033e+18	1.047	2.415	0	-3.8e+05	3.126e+26
   9.1e-07	3.342e+16	1.866e+22	2.033e+18	1.129	2.414	0	-3.8e+05	3.125e+26
  9.12e-07	3.346e+16	1.867e+22	2.033e+18	1.218	2.413	0	-3.8e+05	3.127e+26
  9.14e-07	3.35e+16	1.868e+22	2.033e+18	1.315	2.413	0	-3.8e+05	3.132e+26
  9.16e-07	3.353e+16	1.868e+22	2.034e+18	1.418	2.412	0	-3.8e+05	3.139e+26
  9.18e-07	3.357e+16	1.869e+22	2.034e+18	1.53	2.411	0	-3.8e+05	3.133e+26
   9.2e-07	3.361e+16	1.87e+22	2.034e+18	1.651	2.41	0	-3.8e+05	3.129e+26
  9.22e-07	3.364e+16	1.871e+22	2.034e+18	1.782	2.41	0	-3.8e+05	3.127e+26
  9.24e-07	3.368e+16	1.872e+22	2.034e+18	1.922	2.409	0	-3.8e+05	3.128e+26
  9.26e-07	3.372e+16	1.873e+22	2.034e+18	2.074	2.408	0	-3.8e+05	3.133e+26
  9.28e-07	3.376e+16	1.874e+22	2.034e+18	2.238	2.407	0	-3.8e+05	3.141e+26
   9.3e-07	3.379e+16	1.875e+22	2.034e+18	2.415	2.407	0	-3.8e+05	3.135e+26
  9.32e-07	3.383e+16	1.876e+22	2.034e+18	2.605	2.406	0	-3.8e+05	3.13e+26
  9.34e-07	3.387e+16	1.878e+22	2.034e+18	2.811	2.405	0	-3.8e+05	3.127e+26
  9.36e-07	3.391e+16	1.879e+22	2.034e+18	3.033	2.404	0	-3.8e+05	3.127e+26
  9.38e-07	3.394e+16	1.88e+22	2.034e+18	3.272	2.404	0	-3.8e+05	3.13e+26
   9.4e-07	3.398e+16	1.881e+22	2.034e+18	3.531	2.403	0	-3.8e+05	3.137e+26
  9.42e-07	3.402e+16	1.883e+22	2.034e+18	3.81	2.402	0	-3.8e+05	3.133e+26
  9.44e-07	3.406e+16	1.884e+22	2.034e+18	4.11	2.401	0	-3.8e+05	3.126e+26
  9.46e-07	3.41e+16	1.886e+22	2.034e+18	4.435	2.401	0	-3.8e+05	3.121e+26
  9.48e-07	3.413e+16	1.888e+22	2.034e+18	4.785	2.4	0	-3.8e+05	3.12e+26
   9.5e-07	3.417e+16	1.89e+22	2.034e+18	5.163	2.399	0	-3.8e+05	3.121e+26
  9.52e-07	3.421e+16	1.891e+22	2.034e+18	5.571	2.398	0	-3.8e+05	3.126e+26
  9.54e-07	3.425e+16	1.893e+22	2.034e+18	6.011	2.397	0	-3.8e+05	3.125e+26
  9.56e-07	3.428e+16	1.895e+22	2.034e+18	6.485	2.397	0	-3.8e+05	3.12e+26
  9.58e-07	3.432e+16	1.897e+22	2.034e+18	6.997	2.396	0	-3.8e+05	3.118e+26
   9.6e-07	3.436e+16	1.9e+22	2.034e+18	7.55	2.395	0	-3.8e+05	3.119e+26
  9.62e-07	3.44e+16	1.902e+22	2.034e+18	8.146	2.394	0	-3.8e+05	3.124e+26
  9.64e-07	3.444e+16	1.904e+22	2.034e+18	8.789	2.394	0	-3.8e+05	3.132e+26
  9.66e-07	3.447e+16	1.906e+22	2.034e+18	9.483	2.393	0	-3.8e+05	3.134e+26
  9.68e-07	3.451e+16	1.908e+22	2.035e+18	10.23	2.392	0	-3.8e+05	3.13e+26
   9.7e-07	3.455e+16	1.911e+22	2.035e+18	11.04	2.391	0	-3.8e+05	3.129e+26
  9.72e-07	3.459e+16	1.913e+22	2.035e+18	11.91	2.391	0	-3.8e+05	3.131e+26
  9.74e-07	3.463e+16	1.916e+22	2.035e+18	12.85	2.39	0	-3.8e+05	3.136e+26
  9.76e-07	3.467e+16	1.918e+22	2.035e+18	13.87	2.389	0	-3.8e+05	3.145e+26
  9.78e-07	3.47e+16	1.92e+22	2.035e+18	14.96	2.388	0	-3.8e+05	3.149e+26
   9.8e-07	3.474e+16	1.923e+22	2.035e+18	16.14	2.388	0	-3.8e+05	3.147e+26
  9.82e-07	3.478e+16	1.925e+22	2.035e+18	17.42	2.387	0	-3.8e+05	3.148e+26
  9.84e-07	3.482e+16	1.928e+22	2.035e+18	18.79	2.386	0	-3.8e+05	3.151e+26
  9.86e-07	3.486e+16	1.93e+22	2.035e+18	20.28	2.385	0	-3.8e+05	3.158e+26
  9.88e-07	3.49e+16	1.933e+22	2.035e+18	21.88	2.385	0	-3.8e+05	3.169e+26
   9.9e-07	3.494e+16	1.935e+22	2.035e+18	23.61	2.384	0	-3.8e+05	3.175e+26
  9.92e-07	3.497e+16	1.937e+22	2.035e+18	25.47	2.383	0	-3.8e+05	3.173e+26
  9.94e-07	3.501e+16	1.94e+22	2.035e+18	27.48	2.382	0	-3.8e+05	3.174e+26
  9.96e-07	3.505e+16	1.942e+22	2.035e+18	29.65	2.382	0	-3.8e+05	3.178e+26
  9.98e-07	3.509e+16	1.945e+22	2.035e+18	31.99	2.381	0	-3.8e+05	3.185e+26
     1e-06	3.513e+16	1.947e+22	2.035e+18	34.52	2.38	0	-3.8e+05	3.195e+26
 1.002e-06	3.517e+16	1.95e+22	2.035e+18	37.25	2.379	0	-3.8e+05	3.202e+26
 1.004e-06	3.521e+16	1.952e+22	2.035e+18	40.19	2.378	0	-3.8e+05	3.2e+26
 1.006e-06	3.525e+16	1.954e+22	2.035e+18	43.36	2.378	0	-3.8e+05	3.201e+26
 1.008e-06	3.529e+16	1.957e+22	2.035e+18	46.78	2.377	0	-3.8e+05	3.205e+26
  1.01e-06	3.532e+16	1.959e+22	2.035e+18	50.48	2.376	0	-3.8e+05	3.212e+26
 1.012e-06	3.536e+16	1.961e+22	2.035e+18	54.46	2.375	0	-3.8e+05	3.222e+26
 1.014e-06	3.54e+16	1.964e+22	2.035e+18	58.76	2.375	0	-3.8e+05	3.229e+26
 1.016e-06	3.544e+16	1.966e+22	2.035e+18	63.4	2.374	0	-3.8e+05	3.226e+26
 1.018e-06	3.548e+16	1.968e+22	2.035e+18	68.41	2.373	0	-3.8e+05	3.227e+26
  1.02e-06	3.552e+16	1.971e+22	2.036e+18	73.81	2.372	0	-3.8e+05	3.23e+26
 1.022e-06	3.556e+16	1.973e+22	2.036e+18	79.64	2.372	0	-3.8e+05	3.236e+26
 1.024e-06	3.56e+16	1.975e+22	2.036e+18	85.93	2.371	0	-3.8e+05	3.246e+26
 1.026e-06	3.564e+16	1.978e+22	2.036e+18	92.71	2.37	0	-3.8e+05	3.252e+26
 1.028e-06	3.568e+16	1.98e+22	2.036e+18	100	2.369	0	-3.8e+05	3.251e+26
  1.03e-06	3.572e+16	1.982e+22	2.036e+18	107.9	2.369	0	-3.8e+05	3.251e+26
 1.032e-06	3.576e+16	1.985e+22	2.036e+18	116.5	2.368	0	-3.8e+05	3.255e+26
 1.034e-06	3.58e+16	1.987e+22	2.036e+18	125.7	2.367	0	-3.8e+05	3.263e+26
 1.036e-06	3.584e+16	1.989e+22	2.036e+18	135.6	2.366	0	-3.8e+05	3.274e+26
 1.038e-06	3.588e+16	1.991e+22	2.036e+18	146.3	2.366	0	-3.8e+05	3.279e+26
  1.04e-06	3.592e+16	1.994e+22	2.036e+18	157.8	2.365	0	-3.8e+05	3.277e+26
 1.042e-06	3.596e+16	1.996e+22	2.036e+18	170.3	2.364	0	-3.8e+05	3.277e+26
 1.044e-06	3.6e+16	1.998e+22	2.036e+18	183.7	2.363	0	-3.8e+05	3.28e+26
 1.046e-06	3.604e+16	2e+22	2.036e+18	198.2	2.363	0	-3.8e+05	3.287e+26
 1.048e-06	3.608e+16	2.003e+22	2.036e+18	213.9	2.362	0	-3.8e+05	3.297e+26
  1.05e-06	3.612e+16	2.005e+22	2.036e+18	230.8	2.361	0	-3.8e+05	3.301e+26
 1.052e-06	3.616e+16	2.007e+22	2.036e+18	249	2.36	0	-3.8e+05	3.298e+26
 1.054e-06	3.62e+16	2.009e+22	2.036e+18	268.7	2.359	0	-3.8e+05	3.297e+26
 1.056e-06	3.624e+16	2.012e+22	2.036e+18	289.9	2.359	0	-3.8e+05	3.3e+26
 1.058e-06	3.628e+16	2.014e+22	2.036e+18	312.8	2.358	0	-3.8e+05	3.306e+26
  1.06e-06	3.632e+16	2.017e+22	2.036e+18	337.5	2.357	0	-3.8e+05	3.315e+26
 1.062e-06	3.636e+16	2.019e+22	2.036e+18	364.1	2.356	0	-3.8e+05	3.316e+26
 1.064e-06	3.64e+16	2.021e+22	2.036e+18	392.9	2.356	0	-3.8e+05	3.313e+26
 1.066e-06	3.644e+16	2.024e+22	2.036e+18	423.9	2.355	0	-3.8e+05	3.312e+26
 1.068e-06	3.648e+16	2.026e+22	2.036e+18	457.4	2.354	0	-3.8e+05	3.315e+26
  1.07e-06	3.652e+16	2.029e+22	2.037e+18	493.5	2.353	0	-3.8e+05	3.321e+26
 1.072e-06	3.656e+16	2.031e+22	2.037e+18	532.5	2.353	0	-3.8e+05	3.331e+26
 1.074e-06	3.66e+16	2.034e+22	2.037e+18	574.5	2.352	0	-3.8e+05	3.332e+26
 1.076e-06	3.664e+16	2.036e+22	2.037e+18	619.9	2.351	0	-3.8e+05	3.332e+26
 1.078e-06	3.668e+16	2.039e+22	2.037e+18	668.8	2.35	0	-3.8e+05	3.334e+26
  1.08e-06	3.672e+16	2.042e+22	2.037e+18	721.6	2.35	0	-3.8e+05	3.34e+26
 1.082e-06	3.677e+16	2.044e+22	2.037e+18	778.6	2.349	0	-3.8e+05	3.35e+26
 1.084e-06	3.681e+16	2.047e+22	2.037e+18	840.1	2.348	0	-3.8e+05	3.363e+26
 1.086e-06	3.685e+16	2.049e+22	2.037e+18	906.4	2.347	0	-3.8e+05	3.363e+26
 1.088e-06	3.689e+16	2.051e+22	2.037e+18	978	2.347	0	-3.8e+05	3.363e+26
  1.09e-06	3.693e+16	2.054e+22	2.037e+18	1055	2.346	0	-3.8e+05	3.367e+26
 1.092e-06	3.697e+16	2.056e+22	2.037e+18	1139	2.345	0	-3.8e+05	3.373e+26
 1.094e-06	3.701e+16	2.059e+22	2.037e+18	1228	2.344	0	-3.8e+05	3.384e+26
 1.096e-06	3.705e+16	2.061e+22	2.037e+18	1325	2.344	0	-3.8e+05	3.397e+26
 1.098e-06	3.709e+16	2.063e+22	2.037e+18	1430	2.343	0	-3.8e+05	3.395e+26
   1.1e-06	3.714e+16	2.065e+22	2.037e+18	1543	2.342	0	-3.8e+05	3.395e+26
 1.102e-06	3.718e+16	2.068e+22	2.037e+18	1665	2.341	0	-3.8e+05	3.399e+26
 1.104e-06	3.722e+16	2.07e+22	2.037e+18	1796	2.34	0	-3.8e+05	3.405e+26
 1.106e-06	3.726e+16	2.072e+22	2.037e+18	1938	2.34	0	-3.8e+05	3.416e+26
 1.108e-06	3.73e+16	2.074e+22	2.037e+18	2091	2.339	0	-3.8e+05	3.425e+26
  1.11e-06	3.734e+16	2.076e+22	2.037e+18	2256	2.338	0	-3.8e+05	3.424e+26
 1.112e-06	3.738e+16	2.078e+22	2.037e+18	2435	2.337	0	-3.8e+05	3.425e+26
 1.114e-06	3.743e+16	2.081e+22	2.037e+18	2627	2.337	0	-3.8e+05	3.428e+26
 1.116e-06	3.747e+16	2.083e+22	2.037e+18	2834	2.336	0	-3.8e+05	3.436e+26
 1.118e-06	3.751e+16	2.085e+22	2.038e+18	3058	2.335	0	-3.8e+05	3.447e+26
  1.12e-06	3.755e+16	2.087e+22	2.038e+18	3300	2.334	0	-3.8e+05	3.453e+26
 1.122e-06	3.759e+16	2.089e+22	2.038e+18	3560	2.334	0	-3.8e+05	3.451e+26
 1.124e-06	3.763e+16	2.091e+22	2.038e+18	3841	2.333	0	-3.8e+05	3.451e+26
 1.126e-06	3.768e+16	2.093e+22	2.038e+18	4144	2.332	0	-3.8e+05	3.454e+26
 1.128e-06	3.772e+16	2.095e+22	2.038e+18	4472	2.331	0	-3.8e+05	3.461e+26
  1.13e-06	3.776e+16	2.097e+22	2.038e+18	4825	2.331	0	-3.8e+05	3.472e+26
