  x  	  n(x)  	  dndx(x)  	  Alfa  	  Band gap  	  EQ Field
 5.164e-06	6.148e+10	-9.297e+15	1.708e+07	1.926	-1.615e+05
 5.171e-06	6.141e+10	-9.286e+15	1.71e+07	1.925	-1.615e+05
 5.179e-06	6.133e+10	-9.275e+15	1.712e+07	1.923	-1.615e+05
 5.187e-06	6.126e+10	-9.264e+15	1.715e+07	1.922	-1.615e+05
 5.195e-06	6.119e+10	-9.253e+15	1.717e+07	1.921	-1.615e+05
 5.203e-06	6.112e+10	-9.242e+15	1.719e+07	1.92	-1.615e+05
  5.21e-06	6.105e+10	-9.231e+15	1.721e+07	1.918	-1.615e+05
 5.218e-06	6.097e+10	-9.221e+15	1.723e+07	1.917	-1.615e+05
 5.226e-06	6.09e+10	-9.21e+15	1.725e+07	1.916	-1.615e+05
 5.234e-06	6.083e+10	-9.199e+15	1.728e+07	1.915	-1.615e+05
 5.242e-06	6.076e+10	-9.188e+15	1.73e+07	1.913	-1.615e+05
 5.249e-06	6.069e+10	-9.177e+15	1.732e+07	1.912	-1.615e+05
 5.257e-06	6.061e+10	-9.166e+15	1.734e+07	1.911	-1.615e+05
 5.265e-06	6.054e+10	-9.156e+15	1.736e+07	1.909	-1.615e+05
 5.273e-06	6.047e+10	-9.145e+15	1.738e+07	1.908	-1.615e+05
 5.281e-06	6.04e+10	-9.134e+15	1.741e+07	1.907	-1.615e+05
 5.288e-06	6.033e+10	-9.123e+15	1.743e+07	1.906	-1.615e+05
 5.296e-06	6.026e+10	-9.112e+15	1.745e+07	1.904	-1.615e+05
 5.304e-06	6.019e+10	-9.102e+15	1.747e+07	1.903	-1.615e+05
 5.312e-06	6.012e+10	-9.091e+15	1.749e+07	1.902	-1.615e+05
  5.32e-06	6.005e+10	-9.08e+15	1.752e+07	1.901	-1.615e+05
 5.327e-06	5.997e+10	-9.07e+15	1.754e+07	1.899	-1.615e+05
 5.335e-06	5.99e+10	-9.059e+15	1.756e+07	1.898	-1.615e+05
 5.343e-06	5.983e+10	-9.048e+15	1.758e+07	1.897	-1.615e+05
 5.351e-06	5.976e+10	-9.038e+15	1.761e+07	1.896	-1.615e+05
 5.359e-06	5.969e+10	-9.027e+15	1.763e+07	1.894	-1.615e+05
 5.366e-06	5.962e+10	-9.016e+15	1.765e+07	1.893	-1.615e+05
 5.374e-06	5.955e+10	-9.006e+15	1.767e+07	1.892	-1.615e+05
 5.382e-06	5.948e+10	-8.995e+15	1.769e+07	1.891	-1.615e+05
  5.39e-06	5.941e+10	-8.984e+15	1.772e+07	1.889	-1.615e+05
 5.398e-06	5.934e+10	-8.974e+15	1.774e+07	1.888	-1.615e+05
 5.405e-06	5.927e+10	-8.963e+15	1.776e+07	1.887	-1.615e+05
 5.413e-06	5.92e+10	-8.953e+15	1.778e+07	1.886	-1.615e+05
 5.421e-06	5.913e+10	-8.942e+15	1.781e+07	1.884	-1.615e+05
 5.429e-06	5.906e+10	-8.932e+15	1.783e+07	1.883	-1.615e+05
 5.437e-06	5.899e+10	-8.921e+15	1.785e+07	1.882	-1.615e+05
 5.444e-06	5.892e+10	-8.911e+15	1.787e+07	1.881	-1.615e+05
 5.452e-06	5.885e+10	-8.9e+15	1.79e+07	1.879	-1.615e+05
  5.46e-06	5.878e+10	-8.89e+15	1.792e+07	1.878	-1.615e+05
 5.468e-06	5.871e+10	-8.879e+15	1.794e+07	1.877	-1.615e+05
 5.476e-06	5.865e+10	-8.869e+15	1.796e+07	1.875	-1.615e+05
 5.483e-06	5.858e+10	-8.858e+15	1.799e+07	1.874	-1.615e+05
 5.491e-06	5.851e+10	-8.848e+15	1.801e+07	1.873	-1.615e+05
 5.499e-06	5.844e+10	-8.837e+15	1.803e+07	1.872	-1.615e+05
 5.507e-06	5.837e+10	-8.827e+15	1.805e+07	1.87	-1.615e+05
 5.515e-06	5.83e+10	-8.816e+15	1.808e+07	1.869	-1.615e+05
 5.522e-06	5.823e+10	-8.806e+15	1.81e+07	1.868	-1.615e+05
  5.53e-06	5.816e+10	-8.796e+15	1.812e+07	1.867	-1.615e+05
 5.538e-06	5.809e+10	-8.785e+15	1.815e+07	1.865	-1.615e+05
 5.546e-06	5.803e+10	-8.775e+15	1.817e+07	1.864	-1.615e+05
 5.554e-06	5.796e+10	-8.765e+15	1.819e+07	1.863	-1.615e+05
 5.561e-06	5.789e+10	-8.754e+15	1.821e+07	1.862	-1.615e+05
 5.569e-06	5.782e+10	-8.744e+15	1.824e+07	1.86	-1.615e+05
 5.577e-06	5.775e+10	-8.734e+15	1.826e+07	1.859	-1.615e+05
 5.585e-06	5.769e+10	-8.723e+15	1.828e+07	1.858	-1.615e+05
 5.593e-06	5.762e+10	-8.713e+15	1.831e+07	1.857	-1.615e+05
   5.6e-06	5.755e+10	-8.703e+15	1.833e+07	1.855	-1.615e+05
 5.608e-06	5.748e+10	-8.693e+15	1.835e+07	1.854	-1.615e+05
 5.616e-06	5.741e+10	-8.682e+15	1.838e+07	1.853	-1.615e+05
 5.624e-06	5.735e+10	-8.672e+15	1.84e+07	1.852	-1.615e+05
 5.632e-06	5.728e+10	-8.662e+15	1.842e+07	1.85	-1.615e+05
 5.639e-06	5.721e+10	-8.652e+15	1.845e+07	1.849	-1.615e+05
 5.647e-06	5.714e+10	-8.642e+15	1.847e+07	1.848	-1.615e+05
 5.655e-06	5.708e+10	-8.631e+15	1.849e+07	1.846	-1.615e+05
 5.663e-06	5.701e+10	-8.621e+15	1.852e+07	1.845	-1.615e+05
 5.671e-06	5.694e+10	-8.611e+15	1.854e+07	1.844	-1.615e+05
 5.678e-06	5.687e+10	-8.601e+15	1.856e+07	1.843	-1.615e+05
 5.686e-06	5.681e+10	-8.591e+15	1.859e+07	1.841	-1.615e+05
 5.694e-06	5.674e+10	-8.581e+15	1.861e+07	1.84	-1.615e+05
 5.702e-06	5.667e+10	-8.571e+15	1.863e+07	1.839	-1.615e+05
  5.71e-06	5.661e+10	-8.56e+15	1.866e+07	1.838	-1.615e+05
 5.717e-06	5.654e+10	-8.55e+15	1.868e+07	1.836	-1.615e+05
 5.725e-06	5.647e+10	-8.54e+15	1.87e+07	1.835	-1.615e+05
 5.733e-06	5.641e+10	-8.53e+15	1.873e+07	1.834	-1.615e+05
 5.741e-06	5.634e+10	-8.52e+15	1.875e+07	1.833	-1.615e+05
 5.749e-06	5.627e+10	-8.51e+15	1.877e+07	1.831	-1.615e+05
 5.756e-06	5.621e+10	-8.5e+15	1.88e+07	1.83	-1.615e+05
 5.764e-06	5.614e+10	-8.49e+15	1.882e+07	1.829	-1.615e+05
 5.772e-06	5.608e+10	-8.48e+15	1.884e+07	1.828	-1.615e+05
  5.78e-06	5.601e+10	-8.47e+15	1.887e+07	1.826	-1.615e+05
 5.788e-06	5.594e+10	-8.46e+15	1.889e+07	1.825	-1.615e+05
 5.795e-06	5.588e+10	-8.45e+15	1.892e+07	1.824	-1.615e+05
 5.803e-06	5.581e+10	-8.44e+15	1.894e+07	1.823	-1.615e+05
 5.811e-06	5.575e+10	-8.43e+15	1.896e+07	1.821	-1.615e+05
 5.819e-06	5.568e+10	-8.421e+15	1.899e+07	1.82	-1.615e+05
 5.827e-06	5.561e+10	-8.411e+15	1.901e+07	1.819	-1.615e+05
 5.834e-06	5.555e+10	-8.401e+15	1.904e+07	1.818	-1.615e+05
 5.842e-06	5.548e+10	-8.391e+15	1.906e+07	1.816	-1.615e+05
  5.85e-06	5.542e+10	-8.381e+15	1.908e+07	1.815	-1.615e+05
 5.858e-06	5.535e+10	-8.371e+15	1.911e+07	1.814	-1.615e+05
 5.866e-06	5.529e+10	-8.361e+15	1.913e+07	1.812	-1.615e+05
 5.873e-06	5.522e+10	-8.352e+15	1.916e+07	1.811	-1.615e+05
 5.881e-06	5.516e+10	-8.342e+15	1.918e+07	1.81	-1.615e+05
 5.889e-06	5.509e+10	-8.332e+15	1.92e+07	1.809	-1.615e+05
 5.897e-06	5.503e+10	-8.322e+15	1.923e+07	1.807	-1.615e+05
 5.905e-06	5.496e+10	-8.312e+15	1.925e+07	1.806	-1.615e+05
 5.912e-06	5.49e+10	-8.303e+15	1.928e+07	1.805	-1.615e+05
  5.92e-06	5.483e+10	-8.293e+15	1.93e+07	1.804	-1.615e+05
 5.928e-06	5.477e+10	-8.283e+15	1.933e+07	1.802	-1.615e+05
 5.936e-06	5.47e+10	-8.274e+15	1.935e+07	1.801	-1.615e+05
 5.944e-06	5.464e+10	-8.264e+15	1.937e+07	1.8	-1.615e+05
 5.951e-06	5.457e+10	-8.254e+15	1.94e+07	1.799	-1.615e+05
 5.959e-06	5.451e+10	-8.245e+15	1.942e+07	1.797	-1.615e+05
 5.967e-06	5.445e+10	-8.235e+15	1.945e+07	1.796	-1.615e+05
 5.975e-06	5.438e+10	-8.225e+15	1.947e+07	1.795	-1.615e+05
 5.983e-06	5.432e+10	-8.216e+15	1.95e+07	1.794	-1.615e+05
  5.99e-06	5.425e+10	-8.206e+15	1.952e+07	1.792	-1.615e+05
 5.998e-06	5.419e+10	-8.196e+15	1.955e+07	1.791	-1.615e+05
 6.006e-06	5.413e+10	-8.187e+15	1.957e+07	1.79	-1.615e+05
 6.014e-06	5.406e+10	-8.177e+15	1.96e+07	1.789	-1.615e+05
 6.022e-06	5.4e+10	-8.168e+15	1.962e+07	1.787	-1.615e+05
 6.029e-06	5.393e+10	-8.158e+15	1.964e+07	1.786	-1.615e+05
 6.037e-06	5.387e+10	-8.149e+15	1.967e+07	1.785	-1.615e+05
 6.045e-06	5.381e+10	-8.139e+15	1.969e+07	1.783	-1.615e+05
 6.053e-06	5.374e+10	-8.13e+15	1.972e+07	1.782	-1.615e+05
 6.061e-06	5.368e+10	-8.12e+15	1.974e+07	1.781	-1.615e+05
 6.068e-06	5.362e+10	-8.111e+15	1.977e+07	1.78	-1.615e+05
 6.076e-06	5.355e+10	-8.102e+15	1.979e+07	1.778	-1.615e+05
 6.084e-06	5.349e+10	-8.092e+15	1.982e+07	1.777	-1.615e+05
 6.092e-06	5.343e+10	-8.083e+15	1.984e+07	1.776	-1.615e+05
   6.1e-06	5.336e+10	-8.074e+15	1.987e+07	1.775	-1.615e+05
 6.107e-06	5.33e+10	-8.064e+15	1.989e+07	1.773	-1.615e+05
 6.115e-06	5.324e+10	-8.055e+15	1.992e+07	1.772	-1.615e+05
 6.123e-06	5.318e+10	-8.046e+15	1.994e+07	1.771	-1.615e+05
 6.131e-06	5.311e+10	-8.036e+15	1.997e+07	1.77	-1.615e+05
 6.139e-06	5.305e+10	-8.027e+15	1.999e+07	1.768	-1.615e+05
 6.146e-06	5.299e+10	-8.018e+15	2.002e+07	1.767	-1.615e+05
 6.154e-06	5.293e+10	-8.009e+15	2.004e+07	1.766	-1.615e+05
 6.162e-06	5.286e+10	-8e+15	2.007e+07	1.765	-1.615e+05
  6.17e-06	5.28e+10	-7.99e+15	2.01e+07	1.763	-1.615e+05
 6.178e-06	5.274e+10	-7.981e+15	2.012e+07	1.762	-1.615e+05
 6.185e-06	5.268e+10	-7.972e+15	2.015e+07	1.761	-1.615e+05
 6.193e-06	5.261e+10	-7.963e+15	2.017e+07	1.76	-1.615e+05
 6.201e-06	5.255e+10	-7.954e+15	2.02e+07	1.758	-1.615e+05
 6.209e-06	5.249e+10	-7.945e+15	2.022e+07	1.757	-1.615e+05
 6.217e-06	5.243e+10	-7.936e+15	2.025e+07	1.756	-1.615e+05
 6.224e-06	5.237e+10	-7.927e+15	2.027e+07	1.755	-1.615e+05
 6.232e-06	5.23e+10	-7.918e+15	2.03e+07	1.753	-1.615e+05
  6.24e-06	5.224e+10	-7.909e+15	2.032e+07	1.752	-1.615e+05
 6.248e-06	5.218e+10	-7.901e+15	2.035e+07	1.751	-1.615e+05
 6.256e-06	5.212e+10	-7.892e+15	2.038e+07	1.749	-1.615e+05
 6.263e-06	5.206e+10	-7.883e+15	2.04e+07	1.748	-1.615e+05
 6.271e-06	5.2e+10	-7.874e+15	2.043e+07	1.747	-1.615e+05
 6.279e-06	5.193e+10	-7.866e+15	2.045e+07	1.746	-1.615e+05
 6.287e-06	5.187e+10	-7.857e+15	2.048e+07	1.744	-1.615e+05
 6.295e-06	5.181e+10	-7.848e+15	2.05e+07	1.743	-1.615e+05
 6.302e-06	5.175e+10	-7.84e+15	2.053e+07	1.742	-1.615e+05
  6.31e-06	5.169e+10	-7.831e+15	2.056e+07	1.741	-1.615e+05
 6.318e-06	5.163e+10	-7.823e+15	2.058e+07	1.739	-1.615e+05
 6.326e-06	5.157e+10	-7.815e+15	2.061e+07	1.738	-1.615e+05
 6.334e-06	5.151e+10	-7.806e+15	2.063e+07	1.737	-1.615e+05
 6.341e-06	5.145e+10	-7.798e+15	2.066e+07	1.736	-1.615e+05
 6.349e-06	5.139e+10	-7.79e+15	2.069e+07	1.734	-1.615e+05
 6.357e-06	5.132e+10	-7.781e+15	2.071e+07	1.733	-1.615e+05
 6.365e-06	5.126e+10	-7.773e+15	2.074e+07	1.732	-1.615e+05
 6.373e-06	5.12e+10	-7.765e+15	2.076e+07	1.731	-1.615e+05
  6.38e-06	5.114e+10	-7.757e+15	2.079e+07	1.729	-1.615e+05
 6.388e-06	5.108e+10	-7.749e+15	2.082e+07	1.728	-1.615e+05
 6.396e-06	5.102e+10	-7.742e+15	2.084e+07	1.727	-1.615e+05
 6.404e-06	5.096e+10	-7.734e+15	2.087e+07	1.726	-1.615e+05
 6.412e-06	5.09e+10	-7.726e+15	2.09e+07	1.724	-1.615e+05
 6.419e-06	5.084e+10	-7.719e+15	2.092e+07	1.723	-1.615e+05
 6.427e-06	5.078e+10	-7.711e+15	2.095e+07	1.722	-1.615e+05
 6.435e-06	5.072e+10	-7.704e+15	2.098e+07	1.72	-1.615e+05
 6.443e-06	5.066e+10	-7.696e+15	2.1e+07	1.719	-1.615e+05
 6.451e-06	5.06e+10	-7.689e+15	2.103e+07	1.718	-1.615e+05
 6.458e-06	5.054e+10	-7.682e+15	2.105e+07	1.717	-1.615e+05
 6.466e-06	5.048e+10	-7.675e+15	2.108e+07	1.715	-1.615e+05
 6.474e-06	5.042e+10	-7.668e+15	2.111e+07	1.714	-1.615e+05
 6.482e-06	5.036e+10	-7.661e+15	2.113e+07	1.713	-1.615e+05
  6.49e-06	5.03e+10	-7.655e+15	2.116e+07	1.712	-1.615e+05
 6.497e-06	5.024e+10	-7.648e+15	2.119e+07	1.71	-1.615e+05
 6.505e-06	5.018e+10	-7.642e+15	2.121e+07	1.709	-1.615e+05
 6.513e-06	5.012e+10	-7.636e+15	2.124e+07	1.708	-1.615e+05
 6.521e-06	5.006e+10	-7.63e+15	2.127e+07	1.707	-1.615e+05
 6.529e-06	5e+10	-7.624e+15	2.129e+07	1.705	-1.615e+05
 6.536e-06	4.994e+10	-7.618e+15	2.132e+07	1.704	-1.615e+05
 6.544e-06	4.988e+10	-7.613e+15	2.135e+07	1.703	-1.615e+05
 6.552e-06	4.983e+10	-7.607e+15	2.138e+07	1.702	-1.615e+05
  6.56e-06	4.977e+10	-7.602e+15	2.14e+07	1.7	-1.615e+05
 6.568e-06	4.971e+10	-7.597e+15	2.143e+07	1.699	-1.615e+05
 6.575e-06	4.965e+10	-7.593e+15	2.146e+07	1.698	-1.615e+05
 6.583e-06	4.959e+10	-7.588e+15	2.148e+07	1.697	-1.615e+05
 6.591e-06	4.953e+10	-7.584e+15	2.151e+07	1.695	-1.615e+05
 6.599e-06	4.947e+10	-7.58e+15	2.154e+07	1.694	-1.615e+05
 6.607e-06	4.941e+10	-7.576e+15	2.156e+07	1.693	-1.615e+05
 6.614e-06	4.935e+10	-7.573e+15	2.159e+07	1.692	-1.615e+05
 6.622e-06	4.929e+10	-7.57e+15	2.162e+07	1.69	-1.615e+05
  6.63e-06	4.923e+10	-7.567e+15	2.165e+07	1.689	-1.615e+05
 6.638e-06	4.917e+10	-7.564e+15	2.167e+07	1.688	-1.615e+05
 6.646e-06	4.912e+10	-7.562e+15	2.17e+07	1.686	-1.615e+05
 6.653e-06	4.906e+10	-7.561e+15	2.173e+07	1.685	-1.615e+05
 6.661e-06	4.9e+10	-7.559e+15	2.176e+07	1.684	-1.615e+05
 6.669e-06	4.894e+10	-7.558e+15	2.178e+07	1.683	-1.615e+05
 6.677e-06	4.888e+10	-7.558e+15	2.181e+07	1.681	-1.615e+05
 6.685e-06	4.882e+10	-7.557e+15	2.184e+07	1.68	-1.615e+05
 6.692e-06	4.876e+10	-7.558e+15	2.187e+07	1.679	-1.615e+05
   6.7e-06	4.87e+10	-7.559e+15	2.189e+07	1.678	-1.615e+05
 6.708e-06	4.864e+10	-7.56e+15	2.192e+07	1.676	-1.615e+05
 6.716e-06	4.859e+10	-7.562e+15	2.195e+07	1.675	-1.615e+05
 6.724e-06	4.853e+10	-7.564e+15	2.198e+07	1.674	-1.615e+05
 6.731e-06	4.847e+10	-7.567e+15	2.2e+07	1.673	-1.615e+05
 6.739e-06	4.841e+10	-7.571e+15	2.203e+07	1.671	-1.615e+05
 6.747e-06	4.835e+10	-7.575e+15	2.206e+07	1.67	-1.615e+05
 6.755e-06	4.829e+10	-7.58e+15	2.209e+07	1.669	-1.615e+05
 6.763e-06	4.823e+10	-7.586e+15	2.211e+07	1.668	-1.615e+05
  6.77e-06	4.817e+10	-7.593e+15	2.214e+07	1.666	-1.615e+05
 6.778e-06	4.811e+10	-7.6e+15	2.217e+07	1.665	-1.615e+05
 6.786e-06	4.805e+10	-7.608e+15	2.22e+07	1.664	-1.615e+05
 6.794e-06	4.799e+10	-7.617e+15	2.223e+07	1.663	-1.615e+05
 6.802e-06	4.793e+10	-7.627e+15	2.225e+07	1.661	-1.615e+05
 6.809e-06	4.787e+10	-7.638e+15	2.228e+07	1.66	-1.615e+05
 6.817e-06	4.781e+10	-7.65e+15	2.231e+07	1.659	-1.615e+05
 6.825e-06	4.776e+10	-7.664e+15	2.234e+07	1.657	-1.615e+05
 6.833e-06	4.77e+10	-7.678e+15	2.237e+07	1.656	-1.615e+05
 6.841e-06	4.764e+10	-7.694e+15	2.24e+07	1.655	-1.615e+05
 6.848e-06	4.758e+10	-7.71e+15	2.242e+07	1.654	-1.615e+05
 6.856e-06	4.752e+10	-7.729e+15	2.245e+07	1.652	-1.615e+05
 6.864e-06	4.745e+10	-7.748e+15	2.248e+07	1.651	-1.615e+05
 6.872e-06	4.739e+10	-7.769e+15	2.251e+07	1.65	-1.615e+05
  6.88e-06	4.733e+10	-7.792e+15	2.254e+07	1.649	-1.615e+05
 6.887e-06	4.727e+10	-7.816e+15	2.257e+07	1.647	-1.615e+05
 6.895e-06	4.721e+10	-7.843e+15	2.259e+07	1.646	-1.615e+05
 6.903e-06	4.715e+10	-7.871e+15	2.262e+07	1.645	-1.615e+05
 6.911e-06	4.709e+10	-7.9e+15	2.265e+07	1.644	-1.615e+05
 6.919e-06	4.703e+10	-7.932e+15	2.268e+07	1.642	-1.615e+05
 6.926e-06	4.697e+10	-7.966e+15	2.271e+07	1.641	-1.615e+05
 6.934e-06	4.69e+10	-8.003e+15	2.274e+07	1.64	-1.615e+05
 6.942e-06	4.684e+10	-8.042e+15	2.277e+07	1.639	-1.615e+05
  6.95e-06	4.678e+10	-8.083e+15	2.279e+07	1.637	-1.615e+05
 6.958e-06	4.671e+10	-8.127e+15	2.282e+07	1.636	-1.615e+05
 6.965e-06	4.665e+10	-8.173e+15	2.285e+07	1.635	-1.615e+05
 6.973e-06	4.659e+10	-8.223e+15	2.288e+07	1.634	-1.615e+05
 6.981e-06	4.652e+10	-8.275e+15	2.291e+07	1.632	-1.615e+05
 6.989e-06	4.646e+10	-8.331e+15	2.294e+07	1.631	-1.615e+05
 6.997e-06	4.639e+10	-8.391e+15	2.297e+07	1.63	-1.615e+05
 7.004e-06	4.633e+10	-8.453e+15	2.3e+07	1.629	-1.615e+05
 7.012e-06	4.626e+10	-8.52e+15	2.302e+07	1.627	-1.615e+05
  7.02e-06	4.619e+10	-8.591e+15	2.305e+07	1.626	-1.615e+05
 7.028e-06	4.613e+10	-8.666e+15	2.308e+07	1.625	-1.615e+05
 7.036e-06	4.606e+10	-8.745e+15	2.311e+07	1.623	-1.615e+05
 7.043e-06	4.599e+10	-8.829e+15	2.314e+07	1.622	-1.615e+05
 7.051e-06	4.592e+10	-8.917e+15	2.317e+07	1.621	-1.615e+05
 7.059e-06	4.585e+10	-9.011e+15	2.32e+07	1.62	-1.615e+05
 7.067e-06	4.578e+10	-9.111e+15	2.323e+07	1.618	-1.615e+05
 7.075e-06	4.571e+10	-9.216e+15	2.326e+07	1.617	-1.615e+05
 7.082e-06	4.564e+10	-9.327e+15	2.329e+07	1.616	-1.615e+05
  7.09e-06	4.556e+10	-9.444e+15	2.332e+07	1.615	-1.615e+05
 7.098e-06	4.549e+10	-9.568e+15	2.335e+07	1.613	-1.615e+05
 7.106e-06	4.541e+10	-9.699e+15	2.338e+07	1.612	-1.615e+05
 7.114e-06	4.534e+10	-9.837e+15	2.341e+07	1.611	-1.615e+05
 7.121e-06	4.526e+10	-9.983e+15	2.343e+07	1.61	-1.615e+05
 7.129e-06	4.518e+10	-1.014e+16	2.346e+07	1.608	-1.615e+05
 7.137e-06	4.51e+10	-1.03e+16	2.349e+07	1.607	-1.615e+05
 7.145e-06	4.502e+10	-1.047e+16	2.352e+07	1.606	-1.615e+05
 7.153e-06	4.494e+10	-1.065e+16	2.355e+07	1.605	-1.615e+05
  7.16e-06	4.486e+10	-1.085e+16	2.358e+07	1.603	-1.615e+05
 7.168e-06	4.477e+10	-1.105e+16	2.361e+07	1.602	-1.615e+05
 7.176e-06	4.468e+10	-1.126e+16	2.364e+07	1.601	-1.615e+05
 7.184e-06	4.459e+10	-1.149e+16	2.367e+07	1.6	-1.615e+05
 7.192e-06	4.45e+10	-1.172e+16	2.37e+07	1.598	-1.615e+05
 7.199e-06	4.441e+10	-1.197e+16	2.373e+07	1.597	-1.615e+05
 7.207e-06	4.432e+10	-1.224e+16	2.376e+07	1.596	-1.615e+05
 7.215e-06	4.422e+10	-1.252e+16	2.379e+07	1.594	-1.615e+05
 7.223e-06	4.412e+10	-1.281e+16	2.382e+07	1.593	-1.615e+05
 7.231e-06	4.402e+10	-1.312e+16	2.385e+07	1.592	-1.615e+05
 7.238e-06	4.392e+10	-1.345e+16	2.388e+07	1.591	-1.615e+05
 7.246e-06	4.381e+10	-1.379e+16	2.391e+07	1.589	-1.615e+05
 7.254e-06	4.37e+10	-1.415e+16	2.394e+07	1.588	-1.615e+05
 7.262e-06	4.359e+10	-1.454e+16	2.397e+07	1.587	-1.615e+05
  7.27e-06	4.348e+10	-1.494e+16	2.4e+07	1.586	-1.615e+05
 7.277e-06	4.336e+10	-1.537e+16	2.403e+07	1.584	-1.615e+05
 7.285e-06	4.324e+10	-1.581e+16	2.406e+07	1.583	-1.615e+05
 7.293e-06	4.311e+10	-1.629e+16	2.409e+07	1.582	-1.615e+05
 7.301e-06	4.298e+10	-1.678e+16	2.412e+07	1.581	-1.615e+05
 7.309e-06	4.285e+10	-1.731e+16	2.415e+07	1.579	-1.615e+05
 7.316e-06	4.271e+10	-1.786e+16	2.418e+07	1.578	-1.615e+05
 7.324e-06	4.257e+10	-1.844e+16	2.422e+07	1.577	-1.615e+05
 7.332e-06	4.242e+10	-1.906e+16	2.425e+07	1.576	-1.615e+05
  7.34e-06	4.227e+10	-1.97e+16	2.428e+07	1.574	-1.615e+05
 7.348e-06	4.212e+10	-2.038e+16	2.431e+07	1.573	-1.615e+05
 7.355e-06	4.195e+10	-2.11e+16	2.434e+07	1.572	-1.615e+05
 7.363e-06	4.179e+10	-2.186e+16	2.437e+07	1.571	-1.615e+05
 7.371e-06	4.161e+10	-2.265e+16	2.44e+07	1.569	-1.615e+05
 7.379e-06	4.143e+10	-2.349e+16	2.443e+07	1.568	-1.615e+05
 7.387e-06	4.125e+10	-2.437e+16	2.446e+07	1.567	-1.615e+05
 7.394e-06	4.105e+10	-2.531e+16	2.449e+07	1.566	-1.615e+05
 7.402e-06	4.085e+10	-2.629e+16	2.452e+07	1.564	-1.615e+05
  7.41e-06	4.064e+10	-2.732e+16	2.455e+07	1.563	-1.615e+05
 7.418e-06	4.043e+10	-2.841e+16	2.458e+07	1.562	-1.615e+05
 7.426e-06	4.02e+10	-2.955e+16	2.461e+07	1.56	-1.615e+05
 7.433e-06	3.997e+10	-3.076e+16	2.465e+07	1.559	-1.615e+05
 7.441e-06	3.972e+10	-3.203e+16	2.468e+07	1.558	-1.615e+05
 7.449e-06	3.947e+10	-3.337e+16	2.471e+07	1.557	-1.615e+05
 7.457e-06	3.92e+10	-3.478e+16	2.474e+07	1.555	-1.615e+05
 7.465e-06	3.892e+10	-3.627e+16	2.477e+07	1.554	-1.615e+05
 7.472e-06	3.863e+10	-3.783e+16	2.48e+07	1.553	-1.615e+05
  7.48e-06	3.833e+10	-3.948e+16	2.483e+07	1.552	-1.615e+05
 7.488e-06	3.802e+10	-4.122e+16	2.486e+07	1.55	-1.615e+05
 7.496e-06	3.769e+10	-4.305e+16	2.49e+07	1.549	-1.615e+05
 7.504e-06	3.735e+10	-4.497e+16	2.493e+07	1.548	-1.615e+05
 7.511e-06	3.699e+10	-4.7e+16	2.496e+07	1.547	-1.615e+05
 7.519e-06	3.661e+10	-4.913e+16	2.499e+07	1.545	-1.615e+05
 7.527e-06	3.622e+10	-5.138e+16	2.502e+07	1.544	-1.615e+05
 7.535e-06	3.581e+10	-5.375e+16	2.505e+07	1.543	-1.615e+05
 7.543e-06	3.538e+10	-5.625e+16	2.508e+07	1.542	-1.615e+05
  7.55e-06	3.493e+10	-5.887e+16	2.512e+07	1.54	-1.615e+05
 7.558e-06	3.446e+10	-6.164e+16	2.515e+07	1.539	-1.615e+05
 7.566e-06	3.397e+10	-6.455e+16	2.518e+07	1.538	-1.615e+05
 7.574e-06	3.346e+10	-6.762e+16	2.521e+07	1.537	-1.615e+05
 7.582e-06	3.292e+10	-7.085e+16	2.524e+07	1.535	-1.615e+05
 7.589e-06	3.235e+10	-7.425e+16	2.527e+07	1.534	-1.615e+05
 7.597e-06	3.176e+10	-7.784e+16	2.531e+07	1.533	-1.615e+05
 7.605e-06	3.114e+10	-8.161e+16	2.534e+07	1.531	-1.615e+05
 7.613e-06	3.049e+10	-8.558e+16	2.537e+07	1.53	-1.615e+05
 7.621e-06	2.98e+10	-8.977e+16	2.54e+07	1.529	-1.615e+05
 7.628e-06	2.909e+10	-9.417e+16	2.543e+07	1.528	-1.615e+05
 7.636e-06	2.833e+10	-9.881e+16	2.547e+07	1.526	-1.615e+05
 7.644e-06	2.754e+10	-1.037e+17	2.55e+07	1.525	-1.615e+05
 7.652e-06	2.672e+10	-1.088e+17	2.553e+07	1.524	-1.615e+05
  7.66e-06	2.585e+10	-1.143e+17	2.556e+07	1.523	-1.615e+05
 7.667e-06	2.493e+10	-1.2e+17	2.56e+07	1.521	-1.615e+05
 7.675e-06	2.398e+10	-1.26e+17	2.563e+07	1.52	-1.615e+05
 7.683e-06	2.297e+10	-1.323e+17	2.566e+07	1.519	-1.615e+05
 7.691e-06	2.191e+10	-1.39e+17	2.569e+07	1.518	-1.615e+05
 7.699e-06	2.08e+10	-1.46e+17	2.572e+07	1.516	-1.615e+05
 7.706e-06	1.963e+10	-1.534e+17	2.576e+07	1.515	-1.615e+05
 7.714e-06	1.841e+10	-1.611e+17	2.579e+07	1.514	-1.615e+05
 7.722e-06	1.712e+10	-1.693e+17	2.582e+07	1.513	-1.615e+05
  7.73e-06	1.577e+10	-1.779e+17	2.585e+07	1.511	-1.615e+05
 7.738e-06	1.435e+10	-1.87e+17	2.589e+07	1.51	-1.615e+05
 7.745e-06	1.285e+10	-1.966e+17	2.592e+07	1.509	-1.615e+05
