  x  	  n(x)  	  dndx(x)  	  Alfa  	  Band gap  	  EQ Field
 2.574e-06	9.095e+10	-1.375e+16	1.124e+07	2.344	-1.615e+05
 2.582e-06	9.084e+10	-1.374e+16	1.126e+07	2.343	-1.615e+05
  2.59e-06	9.074e+10	-1.372e+16	1.127e+07	2.342	-1.615e+05
 2.597e-06	9.063e+10	-1.371e+16	1.128e+07	2.34	-1.615e+05
 2.605e-06	9.052e+10	-1.369e+16	1.13e+07	2.339	-1.615e+05
 2.613e-06	9.041e+10	-1.367e+16	1.131e+07	2.338	-1.615e+05
 2.621e-06	9.031e+10	-1.366e+16	1.133e+07	2.337	-1.615e+05
 2.629e-06	9.02e+10	-1.364e+16	1.134e+07	2.335	-1.615e+05
 2.636e-06	9.01e+10	-1.362e+16	1.136e+07	2.334	-1.615e+05
 2.644e-06	8.999e+10	-1.361e+16	1.137e+07	2.333	-1.615e+05
 2.652e-06	8.988e+10	-1.359e+16	1.138e+07	2.332	-1.615e+05
  2.66e-06	8.978e+10	-1.358e+16	1.14e+07	2.33	-1.615e+05
 2.668e-06	8.967e+10	-1.356e+16	1.141e+07	2.329	-1.615e+05
 2.675e-06	8.957e+10	-1.354e+16	1.143e+07	2.328	-1.615e+05
 2.683e-06	8.946e+10	-1.353e+16	1.144e+07	2.327	-1.615e+05
 2.691e-06	8.935e+10	-1.351e+16	1.146e+07	2.325	-1.615e+05
 2.699e-06	8.925e+10	-1.35e+16	1.147e+07	2.324	-1.615e+05
 2.707e-06	8.914e+10	-1.348e+16	1.149e+07	2.323	-1.615e+05
 2.714e-06	8.904e+10	-1.346e+16	1.15e+07	2.322	-1.615e+05
 2.722e-06	8.893e+10	-1.345e+16	1.151e+07	2.32	-1.615e+05
  2.73e-06	8.883e+10	-1.343e+16	1.153e+07	2.319	-1.615e+05
 2.738e-06	8.872e+10	-1.342e+16	1.154e+07	2.318	-1.615e+05
 2.746e-06	8.862e+10	-1.34e+16	1.156e+07	2.316	-1.615e+05
 2.753e-06	8.852e+10	-1.339e+16	1.157e+07	2.315	-1.615e+05
 2.761e-06	8.841e+10	-1.337e+16	1.159e+07	2.314	-1.615e+05
 2.769e-06	8.831e+10	-1.335e+16	1.16e+07	2.313	-1.615e+05
 2.777e-06	8.82e+10	-1.334e+16	1.162e+07	2.311	-1.615e+05
 2.785e-06	8.81e+10	-1.332e+16	1.163e+07	2.31	-1.615e+05
 2.792e-06	8.799e+10	-1.331e+16	1.165e+07	2.309	-1.615e+05
   2.8e-06	8.789e+10	-1.329e+16	1.166e+07	2.308	-1.615e+05
 2.808e-06	8.779e+10	-1.328e+16	1.167e+07	2.306	-1.615e+05
 2.816e-06	8.768e+10	-1.326e+16	1.169e+07	2.305	-1.615e+05
 2.824e-06	8.758e+10	-1.324e+16	1.17e+07	2.304	-1.615e+05
 2.831e-06	8.748e+10	-1.323e+16	1.172e+07	2.303	-1.615e+05
 2.839e-06	8.737e+10	-1.321e+16	1.173e+07	2.301	-1.615e+05
 2.847e-06	8.727e+10	-1.32e+16	1.175e+07	2.3	-1.615e+05
 2.855e-06	8.717e+10	-1.318e+16	1.176e+07	2.299	-1.615e+05
 2.863e-06	8.707e+10	-1.317e+16	1.178e+07	2.298	-1.615e+05
  2.87e-06	8.696e+10	-1.315e+16	1.179e+07	2.296	-1.615e+05
 2.878e-06	8.686e+10	-1.314e+16	1.181e+07	2.295	-1.615e+05
 2.886e-06	8.676e+10	-1.312e+16	1.182e+07	2.294	-1.615e+05
 2.894e-06	8.666e+10	-1.31e+16	1.184e+07	2.293	-1.615e+05
 2.902e-06	8.655e+10	-1.309e+16	1.185e+07	2.291	-1.615e+05
 2.909e-06	8.645e+10	-1.307e+16	1.187e+07	2.29	-1.615e+05
 2.917e-06	8.635e+10	-1.306e+16	1.188e+07	2.289	-1.615e+05
 2.925e-06	8.625e+10	-1.304e+16	1.19e+07	2.287	-1.615e+05
 2.933e-06	8.615e+10	-1.303e+16	1.191e+07	2.286	-1.615e+05
 2.941e-06	8.604e+10	-1.301e+16	1.193e+07	2.285	-1.615e+05
 2.948e-06	8.594e+10	-1.3e+16	1.194e+07	2.284	-1.615e+05
 2.956e-06	8.584e+10	-1.298e+16	1.196e+07	2.282	-1.615e+05
 2.964e-06	8.574e+10	-1.297e+16	1.197e+07	2.281	-1.615e+05
 2.972e-06	8.564e+10	-1.295e+16	1.199e+07	2.28	-1.615e+05
  2.98e-06	8.554e+10	-1.294e+16	1.2e+07	2.279	-1.615e+05
 2.987e-06	8.544e+10	-1.292e+16	1.202e+07	2.277	-1.615e+05
 2.995e-06	8.534e+10	-1.29e+16	1.203e+07	2.276	-1.615e+05
 3.003e-06	8.524e+10	-1.289e+16	1.205e+07	2.275	-1.615e+05
 3.011e-06	8.514e+10	-1.287e+16	1.206e+07	2.274	-1.615e+05
 3.019e-06	8.504e+10	-1.286e+16	1.208e+07	2.272	-1.615e+05
 3.026e-06	8.494e+10	-1.284e+16	1.209e+07	2.271	-1.615e+05
 3.034e-06	8.484e+10	-1.283e+16	1.211e+07	2.27	-1.615e+05
 3.042e-06	8.474e+10	-1.281e+16	1.212e+07	2.269	-1.615e+05
  3.05e-06	8.464e+10	-1.28e+16	1.214e+07	2.267	-1.615e+05
 3.058e-06	8.454e+10	-1.278e+16	1.216e+07	2.266	-1.615e+05
 3.065e-06	8.444e+10	-1.277e+16	1.217e+07	2.265	-1.615e+05
 3.073e-06	8.434e+10	-1.275e+16	1.219e+07	2.264	-1.615e+05
 3.081e-06	8.424e+10	-1.274e+16	1.22e+07	2.262	-1.615e+05
 3.089e-06	8.414e+10	-1.272e+16	1.222e+07	2.261	-1.615e+05
 3.097e-06	8.404e+10	-1.271e+16	1.223e+07	2.26	-1.615e+05
 3.104e-06	8.394e+10	-1.269e+16	1.225e+07	2.259	-1.615e+05
 3.112e-06	8.384e+10	-1.268e+16	1.226e+07	2.257	-1.615e+05
  3.12e-06	8.374e+10	-1.266e+16	1.228e+07	2.256	-1.615e+05
 3.128e-06	8.364e+10	-1.265e+16	1.229e+07	2.255	-1.615e+05
 3.136e-06	8.354e+10	-1.263e+16	1.231e+07	2.253	-1.615e+05
 3.143e-06	8.345e+10	-1.262e+16	1.232e+07	2.252	-1.615e+05
 3.151e-06	8.335e+10	-1.26e+16	1.234e+07	2.251	-1.615e+05
 3.159e-06	8.325e+10	-1.259e+16	1.236e+07	2.25	-1.615e+05
 3.167e-06	8.315e+10	-1.257e+16	1.237e+07	2.248	-1.615e+05
 3.175e-06	8.305e+10	-1.256e+16	1.239e+07	2.247	-1.615e+05
 3.182e-06	8.296e+10	-1.254e+16	1.24e+07	2.246	-1.615e+05
  3.19e-06	8.286e+10	-1.253e+16	1.242e+07	2.245	-1.615e+05
 3.198e-06	8.276e+10	-1.252e+16	1.243e+07	2.243	-1.615e+05
 3.206e-06	8.266e+10	-1.25e+16	1.245e+07	2.242	-1.615e+05
 3.214e-06	8.256e+10	-1.249e+16	1.247e+07	2.241	-1.615e+05
 3.221e-06	8.247e+10	-1.247e+16	1.248e+07	2.24	-1.615e+05
 3.229e-06	8.237e+10	-1.246e+16	1.25e+07	2.238	-1.615e+05
 3.237e-06	8.227e+10	-1.244e+16	1.251e+07	2.237	-1.615e+05
 3.245e-06	8.218e+10	-1.243e+16	1.253e+07	2.236	-1.615e+05
 3.253e-06	8.208e+10	-1.241e+16	1.254e+07	2.235	-1.615e+05
  3.26e-06	8.198e+10	-1.24e+16	1.256e+07	2.233	-1.615e+05
 3.268e-06	8.189e+10	-1.238e+16	1.258e+07	2.232	-1.615e+05
 3.276e-06	8.179e+10	-1.237e+16	1.259e+07	2.231	-1.615e+05
 3.284e-06	8.169e+10	-1.235e+16	1.261e+07	2.23	-1.615e+05
 3.292e-06	8.16e+10	-1.234e+16	1.262e+07	2.228	-1.615e+05
 3.299e-06	8.15e+10	-1.232e+16	1.264e+07	2.227	-1.615e+05
 3.307e-06	8.14e+10	-1.231e+16	1.266e+07	2.226	-1.615e+05
 3.315e-06	8.131e+10	-1.23e+16	1.267e+07	2.224	-1.615e+05
 3.323e-06	8.121e+10	-1.228e+16	1.269e+07	2.223	-1.615e+05
 3.331e-06	8.112e+10	-1.227e+16	1.27e+07	2.222	-1.615e+05
 3.338e-06	8.102e+10	-1.225e+16	1.272e+07	2.221	-1.615e+05
 3.346e-06	8.093e+10	-1.224e+16	1.274e+07	2.219	-1.615e+05
 3.354e-06	8.083e+10	-1.222e+16	1.275e+07	2.218	-1.615e+05
 3.362e-06	8.073e+10	-1.221e+16	1.277e+07	2.217	-1.615e+05
  3.37e-06	8.064e+10	-1.219e+16	1.278e+07	2.216	-1.615e+05
 3.377e-06	8.054e+10	-1.218e+16	1.28e+07	2.214	-1.615e+05
 3.385e-06	8.045e+10	-1.217e+16	1.282e+07	2.213	-1.615e+05
 3.393e-06	8.035e+10	-1.215e+16	1.283e+07	2.212	-1.615e+05
 3.401e-06	8.026e+10	-1.214e+16	1.285e+07	2.211	-1.615e+05
 3.409e-06	8.017e+10	-1.212e+16	1.286e+07	2.209	-1.615e+05
 3.416e-06	8.007e+10	-1.211e+16	1.288e+07	2.208	-1.615e+05
 3.424e-06	7.998e+10	-1.209e+16	1.29e+07	2.207	-1.615e+05
 3.432e-06	7.988e+10	-1.208e+16	1.291e+07	2.206	-1.615e+05
  3.44e-06	7.979e+10	-1.207e+16	1.293e+07	2.204	-1.615e+05
 3.448e-06	7.969e+10	-1.205e+16	1.295e+07	2.203	-1.615e+05
 3.455e-06	7.96e+10	-1.204e+16	1.296e+07	2.202	-1.615e+05
 3.463e-06	7.951e+10	-1.202e+16	1.298e+07	2.201	-1.615e+05
 3.471e-06	7.941e+10	-1.201e+16	1.299e+07	2.199	-1.615e+05
 3.479e-06	7.932e+10	-1.199e+16	1.301e+07	2.198	-1.615e+05
 3.487e-06	7.923e+10	-1.198e+16	1.303e+07	2.197	-1.615e+05
 3.494e-06	7.913e+10	-1.197e+16	1.304e+07	2.196	-1.615e+05
 3.502e-06	7.904e+10	-1.195e+16	1.306e+07	2.194	-1.615e+05
  3.51e-06	7.895e+10	-1.194e+16	1.308e+07	2.193	-1.615e+05
 3.518e-06	7.885e+10	-1.192e+16	1.309e+07	2.192	-1.615e+05
 3.526e-06	7.876e+10	-1.191e+16	1.311e+07	2.19	-1.615e+05
 3.533e-06	7.867e+10	-1.19e+16	1.313e+07	2.189	-1.615e+05
 3.541e-06	7.857e+10	-1.188e+16	1.314e+07	2.188	-1.615e+05
 3.549e-06	7.848e+10	-1.187e+16	1.316e+07	2.187	-1.615e+05
 3.557e-06	7.839e+10	-1.185e+16	1.318e+07	2.185	-1.615e+05
 3.565e-06	7.83e+10	-1.184e+16	1.319e+07	2.184	-1.615e+05
 3.572e-06	7.82e+10	-1.183e+16	1.321e+07	2.183	-1.615e+05
  3.58e-06	7.811e+10	-1.181e+16	1.323e+07	2.182	-1.615e+05
 3.588e-06	7.802e+10	-1.18e+16	1.324e+07	2.18	-1.615e+05
 3.596e-06	7.793e+10	-1.178e+16	1.326e+07	2.179	-1.615e+05
 3.604e-06	7.784e+10	-1.177e+16	1.328e+07	2.178	-1.615e+05
 3.611e-06	7.774e+10	-1.176e+16	1.329e+07	2.177	-1.615e+05
 3.619e-06	7.765e+10	-1.174e+16	1.331e+07	2.175	-1.615e+05
 3.627e-06	7.756e+10	-1.173e+16	1.333e+07	2.174	-1.615e+05
 3.635e-06	7.747e+10	-1.172e+16	1.334e+07	2.173	-1.615e+05
 3.643e-06	7.738e+10	-1.17e+16	1.336e+07	2.172	-1.615e+05
  3.65e-06	7.729e+10	-1.169e+16	1.338e+07	2.17	-1.615e+05
 3.658e-06	7.72e+10	-1.167e+16	1.339e+07	2.169	-1.615e+05
 3.666e-06	7.71e+10	-1.166e+16	1.341e+07	2.168	-1.615e+05
 3.674e-06	7.701e+10	-1.165e+16	1.343e+07	2.167	-1.615e+05
 3.682e-06	7.692e+10	-1.163e+16	1.344e+07	2.165	-1.615e+05
 3.689e-06	7.683e+10	-1.162e+16	1.346e+07	2.164	-1.615e+05
 3.697e-06	7.674e+10	-1.161e+16	1.348e+07	2.163	-1.615e+05
 3.705e-06	7.665e+10	-1.159e+16	1.35e+07	2.161	-1.615e+05
 3.713e-06	7.656e+10	-1.158e+16	1.351e+07	2.16	-1.615e+05
 3.721e-06	7.647e+10	-1.156e+16	1.353e+07	2.159	-1.615e+05
 3.728e-06	7.638e+10	-1.155e+16	1.355e+07	2.158	-1.615e+05
 3.736e-06	7.629e+10	-1.154e+16	1.356e+07	2.156	-1.615e+05
 3.744e-06	7.62e+10	-1.152e+16	1.358e+07	2.155	-1.615e+05
 3.752e-06	7.611e+10	-1.151e+16	1.36e+07	2.154	-1.615e+05
  3.76e-06	7.602e+10	-1.15e+16	1.361e+07	2.153	-1.615e+05
 3.767e-06	7.593e+10	-1.148e+16	1.363e+07	2.151	-1.615e+05
 3.775e-06	7.584e+10	-1.147e+16	1.365e+07	2.15	-1.615e+05
 3.783e-06	7.575e+10	-1.146e+16	1.367e+07	2.149	-1.615e+05
 3.791e-06	7.566e+10	-1.144e+16	1.368e+07	2.148	-1.615e+05
 3.799e-06	7.557e+10	-1.143e+16	1.37e+07	2.146	-1.615e+05
 3.806e-06	7.549e+10	-1.142e+16	1.372e+07	2.145	-1.615e+05
 3.814e-06	7.54e+10	-1.14e+16	1.374e+07	2.144	-1.615e+05
 3.822e-06	7.531e+10	-1.139e+16	1.375e+07	2.143	-1.615e+05
  3.83e-06	7.522e+10	-1.137e+16	1.377e+07	2.141	-1.615e+05
 3.838e-06	7.513e+10	-1.136e+16	1.379e+07	2.14	-1.615e+05
 3.845e-06	7.504e+10	-1.135e+16	1.38e+07	2.139	-1.615e+05
 3.853e-06	7.495e+10	-1.133e+16	1.382e+07	2.138	-1.615e+05
 3.861e-06	7.486e+10	-1.132e+16	1.384e+07	2.136	-1.615e+05
 3.869e-06	7.478e+10	-1.131e+16	1.386e+07	2.135	-1.615e+05
 3.877e-06	7.469e+10	-1.129e+16	1.387e+07	2.134	-1.615e+05
 3.884e-06	7.46e+10	-1.128e+16	1.389e+07	2.133	-1.615e+05
 3.892e-06	7.451e+10	-1.127e+16	1.391e+07	2.131	-1.615e+05
   3.9e-06	7.442e+10	-1.125e+16	1.393e+07	2.13	-1.615e+05
 3.908e-06	7.434e+10	-1.124e+16	1.394e+07	2.129	-1.615e+05
 3.916e-06	7.425e+10	-1.123e+16	1.396e+07	2.127	-1.615e+05
 3.923e-06	7.416e+10	-1.121e+16	1.398e+07	2.126	-1.615e+05
 3.931e-06	7.407e+10	-1.12e+16	1.4e+07	2.125	-1.615e+05
 3.939e-06	7.399e+10	-1.119e+16	1.402e+07	2.124	-1.615e+05
 3.947e-06	7.39e+10	-1.118e+16	1.403e+07	2.122	-1.615e+05
 3.955e-06	7.381e+10	-1.116e+16	1.405e+07	2.121	-1.615e+05
 3.962e-06	7.373e+10	-1.115e+16	1.407e+07	2.12	-1.615e+05
  3.97e-06	7.364e+10	-1.114e+16	1.409e+07	2.119	-1.615e+05
 3.978e-06	7.355e+10	-1.112e+16	1.41e+07	2.117	-1.615e+05
 3.986e-06	7.346e+10	-1.111e+16	1.412e+07	2.116	-1.615e+05
 3.994e-06	7.338e+10	-1.11e+16	1.414e+07	2.115	-1.615e+05
 4.001e-06	7.329e+10	-1.108e+16	1.416e+07	2.114	-1.615e+05
 4.009e-06	7.321e+10	-1.107e+16	1.417e+07	2.112	-1.615e+05
 4.017e-06	7.312e+10	-1.106e+16	1.419e+07	2.111	-1.615e+05
 4.025e-06	7.303e+10	-1.104e+16	1.421e+07	2.11	-1.615e+05
 4.033e-06	7.295e+10	-1.103e+16	1.423e+07	2.109	-1.615e+05
  4.04e-06	7.286e+10	-1.102e+16	1.425e+07	2.107	-1.615e+05
 4.048e-06	7.277e+10	-1.101e+16	1.426e+07	2.106	-1.615e+05
 4.056e-06	7.269e+10	-1.099e+16	1.428e+07	2.105	-1.615e+05
 4.064e-06	7.26e+10	-1.098e+16	1.43e+07	2.104	-1.615e+05
 4.072e-06	7.252e+10	-1.097e+16	1.432e+07	2.102	-1.615e+05
 4.079e-06	7.243e+10	-1.095e+16	1.434e+07	2.101	-1.615e+05
 4.087e-06	7.235e+10	-1.094e+16	1.435e+07	2.1	-1.615e+05
 4.095e-06	7.226e+10	-1.093e+16	1.437e+07	2.098	-1.615e+05
 4.103e-06	7.218e+10	-1.091e+16	1.439e+07	2.097	-1.615e+05
 4.111e-06	7.209e+10	-1.09e+16	1.441e+07	2.096	-1.615e+05
 4.118e-06	7.201e+10	-1.089e+16	1.443e+07	2.095	-1.615e+05
 4.126e-06	7.192e+10	-1.088e+16	1.445e+07	2.093	-1.615e+05
 4.134e-06	7.184e+10	-1.086e+16	1.446e+07	2.092	-1.615e+05
 4.142e-06	7.175e+10	-1.085e+16	1.448e+07	2.091	-1.615e+05
  4.15e-06	7.167e+10	-1.084e+16	1.45e+07	2.09	-1.615e+05
 4.157e-06	7.158e+10	-1.082e+16	1.452e+07	2.088	-1.615e+05
 4.165e-06	7.15e+10	-1.081e+16	1.454e+07	2.087	-1.615e+05
 4.173e-06	7.141e+10	-1.08e+16	1.455e+07	2.086	-1.615e+05
 4.181e-06	7.133e+10	-1.079e+16	1.457e+07	2.085	-1.615e+05
 4.189e-06	7.125e+10	-1.077e+16	1.459e+07	2.083	-1.615e+05
 4.196e-06	7.116e+10	-1.076e+16	1.461e+07	2.082	-1.615e+05
 4.204e-06	7.108e+10	-1.075e+16	1.463e+07	2.081	-1.615e+05
 4.212e-06	7.099e+10	-1.074e+16	1.465e+07	2.08	-1.615e+05
  4.22e-06	7.091e+10	-1.072e+16	1.467e+07	2.078	-1.615e+05
 4.228e-06	7.083e+10	-1.071e+16	1.468e+07	2.077	-1.615e+05
 4.235e-06	7.074e+10	-1.07e+16	1.47e+07	2.076	-1.615e+05
 4.243e-06	7.066e+10	-1.069e+16	1.472e+07	2.075	-1.615e+05
 4.251e-06	7.058e+10	-1.067e+16	1.474e+07	2.073	-1.615e+05
 4.259e-06	7.049e+10	-1.066e+16	1.476e+07	2.072	-1.615e+05
 4.267e-06	7.041e+10	-1.065e+16	1.478e+07	2.071	-1.615e+05
 4.274e-06	7.033e+10	-1.064e+16	1.48e+07	2.07	-1.615e+05
 4.282e-06	7.024e+10	-1.062e+16	1.481e+07	2.068	-1.615e+05
  4.29e-06	7.016e+10	-1.061e+16	1.483e+07	2.067	-1.615e+05
 4.298e-06	7.008e+10	-1.06e+16	1.485e+07	2.066	-1.615e+05
 4.306e-06	7e+10	-1.059e+16	1.487e+07	2.064	-1.615e+05
 4.313e-06	6.991e+10	-1.057e+16	1.489e+07	2.063	-1.615e+05
 4.321e-06	6.983e+10	-1.056e+16	1.491e+07	2.062	-1.615e+05
 4.329e-06	6.975e+10	-1.055e+16	1.493e+07	2.061	-1.615e+05
 4.337e-06	6.967e+10	-1.054e+16	1.495e+07	2.059	-1.615e+05
 4.345e-06	6.958e+10	-1.052e+16	1.496e+07	2.058	-1.615e+05
 4.352e-06	6.95e+10	-1.051e+16	1.498e+07	2.057	-1.615e+05
  4.36e-06	6.942e+10	-1.05e+16	1.5e+07	2.056	-1.615e+05
 4.368e-06	6.934e+10	-1.049e+16	1.502e+07	2.054	-1.615e+05
 4.376e-06	6.926e+10	-1.047e+16	1.504e+07	2.053	-1.615e+05
 4.384e-06	6.918e+10	-1.046e+16	1.506e+07	2.052	-1.615e+05
 4.391e-06	6.909e+10	-1.045e+16	1.508e+07	2.051	-1.615e+05
 4.399e-06	6.901e+10	-1.044e+16	1.51e+07	2.049	-1.615e+05
 4.407e-06	6.893e+10	-1.042e+16	1.512e+07	2.048	-1.615e+05
 4.415e-06	6.885e+10	-1.041e+16	1.513e+07	2.047	-1.615e+05
 4.423e-06	6.877e+10	-1.04e+16	1.515e+07	2.046	-1.615e+05
  4.43e-06	6.869e+10	-1.039e+16	1.517e+07	2.044	-1.615e+05
 4.438e-06	6.861e+10	-1.037e+16	1.519e+07	2.043	-1.615e+05
 4.446e-06	6.853e+10	-1.036e+16	1.521e+07	2.042	-1.615e+05
 4.454e-06	6.845e+10	-1.035e+16	1.523e+07	2.041	-1.615e+05
 4.462e-06	6.836e+10	-1.034e+16	1.525e+07	2.039	-1.615e+05
 4.469e-06	6.828e+10	-1.033e+16	1.527e+07	2.038	-1.615e+05
 4.477e-06	6.82e+10	-1.031e+16	1.529e+07	2.037	-1.615e+05
 4.485e-06	6.812e+10	-1.03e+16	1.531e+07	2.035	-1.615e+05
 4.493e-06	6.804e+10	-1.029e+16	1.533e+07	2.034	-1.615e+05
 4.501e-06	6.796e+10	-1.028e+16	1.535e+07	2.033	-1.615e+05
 4.508e-06	6.788e+10	-1.027e+16	1.537e+07	2.032	-1.615e+05
 4.516e-06	6.78e+10	-1.025e+16	1.538e+07	2.03	-1.615e+05
 4.524e-06	6.772e+10	-1.024e+16	1.54e+07	2.029	-1.615e+05
 4.532e-06	6.764e+10	-1.023e+16	1.542e+07	2.028	-1.615e+05
  4.54e-06	6.756e+10	-1.022e+16	1.544e+07	2.027	-1.615e+05
 4.547e-06	6.748e+10	-1.021e+16	1.546e+07	2.025	-1.615e+05
 4.555e-06	6.74e+10	-1.019e+16	1.548e+07	2.024	-1.615e+05
 4.563e-06	6.732e+10	-1.018e+16	1.55e+07	2.023	-1.615e+05
 4.571e-06	6.724e+10	-1.017e+16	1.552e+07	2.022	-1.615e+05
 4.579e-06	6.717e+10	-1.016e+16	1.554e+07	2.02	-1.615e+05
 4.586e-06	6.709e+10	-1.014e+16	1.556e+07	2.019	-1.615e+05
 4.594e-06	6.701e+10	-1.013e+16	1.558e+07	2.018	-1.615e+05
 4.602e-06	6.693e+10	-1.012e+16	1.56e+07	2.017	-1.615e+05
  4.61e-06	6.685e+10	-1.011e+16	1.562e+07	2.015	-1.615e+05
 4.618e-06	6.677e+10	-1.01e+16	1.564e+07	2.014	-1.615e+05
 4.625e-06	6.669e+10	-1.009e+16	1.566e+07	2.013	-1.615e+05
 4.633e-06	6.661e+10	-1.007e+16	1.568e+07	2.012	-1.615e+05
 4.641e-06	6.653e+10	-1.006e+16	1.57e+07	2.01	-1.615e+05
 4.649e-06	6.646e+10	-1.005e+16	1.572e+07	2.009	-1.615e+05
 4.657e-06	6.638e+10	-1.004e+16	1.574e+07	2.008	-1.615e+05
 4.664e-06	6.63e+10	-1.003e+16	1.576e+07	2.007	-1.615e+05
 4.672e-06	6.622e+10	-1.001e+16	1.578e+07	2.005	-1.615e+05
  4.68e-06	6.614e+10	-1e+16	1.58e+07	2.004	-1.615e+05
 4.688e-06	6.607e+10	-9.991e+15	1.582e+07	2.003	-1.615e+05
 4.696e-06	6.599e+10	-9.979e+15	1.584e+07	2.001	-1.615e+05
 4.703e-06	6.591e+10	-9.967e+15	1.586e+07	2	-1.615e+05
 4.711e-06	6.583e+10	-9.955e+15	1.588e+07	1.999	-1.615e+05
 4.719e-06	6.575e+10	-9.944e+15	1.59e+07	1.998	-1.615e+05
 4.727e-06	6.568e+10	-9.932e+15	1.592e+07	1.996	-1.615e+05
 4.735e-06	6.56e+10	-9.92e+15	1.594e+07	1.995	-1.615e+05
 4.742e-06	6.552e+10	-9.908e+15	1.596e+07	1.994	-1.615e+05
  4.75e-06	6.545e+10	-9.897e+15	1.598e+07	1.993	-1.615e+05
 4.758e-06	6.537e+10	-9.885e+15	1.6e+07	1.991	-1.615e+05
 4.766e-06	6.529e+10	-9.873e+15	1.602e+07	1.99	-1.615e+05
 4.774e-06	6.521e+10	-9.862e+15	1.604e+07	1.989	-1.615e+05
 4.781e-06	6.514e+10	-9.85e+15	1.606e+07	1.988	-1.615e+05
 4.789e-06	6.506e+10	-9.839e+15	1.608e+07	1.986	-1.615e+05
 4.797e-06	6.498e+10	-9.827e+15	1.61e+07	1.985	-1.615e+05
 4.805e-06	6.491e+10	-9.815e+15	1.612e+07	1.984	-1.615e+05
 4.813e-06	6.483e+10	-9.804e+15	1.614e+07	1.983	-1.615e+05
  4.82e-06	6.475e+10	-9.792e+15	1.616e+07	1.981	-1.615e+05
 4.828e-06	6.468e+10	-9.781e+15	1.618e+07	1.98	-1.615e+05
 4.836e-06	6.46e+10	-9.769e+15	1.62e+07	1.979	-1.615e+05
 4.844e-06	6.453e+10	-9.758e+15	1.622e+07	1.978	-1.615e+05
 4.852e-06	6.445e+10	-9.746e+15	1.624e+07	1.976	-1.615e+05
 4.859e-06	6.437e+10	-9.735e+15	1.626e+07	1.975	-1.615e+05
 4.867e-06	6.43e+10	-9.723e+15	1.628e+07	1.974	-1.615e+05
 4.875e-06	6.422e+10	-9.712e+15	1.63e+07	1.972	-1.615e+05
 4.883e-06	6.415e+10	-9.7e+15	1.632e+07	1.971	-1.615e+05
 4.891e-06	6.407e+10	-9.689e+15	1.634e+07	1.97	-1.615e+05
 4.898e-06	6.399e+10	-9.677e+15	1.636e+07	1.969	-1.615e+05
 4.906e-06	6.392e+10	-9.666e+15	1.639e+07	1.967	-1.615e+05
 4.914e-06	6.384e+10	-9.655e+15	1.641e+07	1.966	-1.615e+05
 4.922e-06	6.377e+10	-9.643e+15	1.643e+07	1.965	-1.615e+05
  4.93e-06	6.369e+10	-9.632e+15	1.645e+07	1.964	-1.615e+05
 4.937e-06	6.362e+10	-9.621e+15	1.647e+07	1.962	-1.615e+05
 4.945e-06	6.354e+10	-9.609e+15	1.649e+07	1.961	-1.615e+05
 4.953e-06	6.347e+10	-9.598e+15	1.651e+07	1.96	-1.615e+05
 4.961e-06	6.339e+10	-9.587e+15	1.653e+07	1.959	-1.615e+05
 4.969e-06	6.332e+10	-9.575e+15	1.655e+07	1.957	-1.615e+05
 4.976e-06	6.324e+10	-9.564e+15	1.657e+07	1.956	-1.615e+05
 4.984e-06	6.317e+10	-9.553e+15	1.659e+07	1.955	-1.615e+05
 4.992e-06	6.31e+10	-9.541e+15	1.661e+07	1.954	-1.615e+05
     5e-06	6.302e+10	-9.53e+15	1.663e+07	1.952	-1.615e+05
 5.008e-06	6.295e+10	-9.519e+15	1.666e+07	1.951	-1.615e+05
 5.015e-06	6.287e+10	-9.508e+15	1.668e+07	1.95	-1.615e+05
 5.023e-06	6.28e+10	-9.497e+15	1.67e+07	1.949	-1.615e+05
 5.031e-06	6.272e+10	-9.485e+15	1.672e+07	1.947	-1.615e+05
 5.039e-06	6.265e+10	-9.474e+15	1.674e+07	1.946	-1.615e+05
 5.047e-06	6.258e+10	-9.463e+15	1.676e+07	1.945	-1.615e+05
 5.054e-06	6.25e+10	-9.452e+15	1.678e+07	1.944	-1.615e+05
 5.062e-06	6.243e+10	-9.441e+15	1.68e+07	1.942	-1.615e+05
  5.07e-06	6.236e+10	-9.43e+15	1.682e+07	1.941	-1.615e+05
 5.078e-06	6.228e+10	-9.418e+15	1.685e+07	1.94	-1.615e+05
 5.086e-06	6.221e+10	-9.407e+15	1.687e+07	1.938	-1.615e+05
 5.093e-06	6.214e+10	-9.396e+15	1.689e+07	1.937	-1.615e+05
 5.101e-06	6.206e+10	-9.385e+15	1.691e+07	1.936	-1.615e+05
 5.109e-06	6.199e+10	-9.374e+15	1.693e+07	1.935	-1.615e+05
 5.117e-06	6.192e+10	-9.363e+15	1.695e+07	1.933	-1.615e+05
 5.125e-06	6.184e+10	-9.352e+15	1.697e+07	1.932	-1.615e+05
 5.132e-06	6.177e+10	-9.341e+15	1.699e+07	1.931	-1.615e+05
  5.14e-06	6.17e+10	-9.33e+15	1.702e+07	1.93	-1.615e+05
 5.148e-06	6.162e+10	-9.319e+15	1.704e+07	1.928	-1.615e+05
 5.156e-06	6.155e+10	-9.308e+15	1.706e+07	1.927	-1.615e+05
