x 	 n(x) 	 p(x) 	 Conduction level 	 Valence level 	 Fermi level 	 Generation 
 2.384e-06	2.105e+15	2.312e+17	1.721	-0.2174	0.25	3.666e+26
 2.385e-06	2.112e+15	2.307e+17	1.72	-0.2183	0.25	3.683e+26
 2.386e-06	2.118e+15	2.303e+17	1.719	-0.2192	0.25	3.701e+26
 2.388e-06	2.124e+15	2.299e+17	1.717	-0.2202	0.25	3.721e+26
 2.389e-06	2.131e+15	2.295e+17	1.716	-0.2211	0.25	3.74e+26
  2.39e-06	2.137e+15	2.29e+17	1.715	-0.222	0.25	3.753e+26
 2.391e-06	2.143e+15	2.286e+17	1.713	-0.2229	0.25	3.767e+26
 2.392e-06	2.15e+15	2.282e+17	1.712	-0.2238	0.25	3.782e+26
 2.394e-06	2.156e+15	2.278e+17	1.711	-0.2247	0.25	3.798e+26
 2.395e-06	2.163e+15	2.273e+17	1.709	-0.2256	0.25	3.815e+26
 2.396e-06	2.169e+15	2.269e+17	1.708	-0.2265	0.25	3.835e+26
 2.397e-06	2.176e+15	2.265e+17	1.707	-0.2275	0.25	3.855e+26
 2.398e-06	2.182e+15	2.261e+17	1.705	-0.2284	0.25	3.872e+26
   2.4e-06	2.189e+15	2.256e+17	1.704	-0.2293	0.25	3.885e+26
 2.401e-06	2.196e+15	2.252e+17	1.703	-0.2302	0.25	3.9e+26
 2.402e-06	2.202e+15	2.248e+17	1.702	-0.2311	0.25	3.915e+26
 2.403e-06	2.209e+15	2.244e+17	1.7	-0.2321	0.25	3.932e+26
 2.404e-06	2.215e+15	2.24e+17	1.699	-0.233	0.25	3.951e+26
 2.406e-06	2.222e+15	2.236e+17	1.698	-0.2339	0.25	3.971e+26
 2.407e-06	2.229e+15	2.231e+17	1.696	-0.2348	0.25	3.992e+26
 2.408e-06	2.235e+15	2.227e+17	1.695	-0.2358	0.25	4.005e+26
 2.409e-06	2.242e+15	2.223e+17	1.694	-0.2367	0.25	4.019e+26
  2.41e-06	2.249e+15	2.219e+17	1.692	-0.2376	0.25	4.034e+26
 2.412e-06	2.256e+15	2.215e+17	1.691	-0.2386	0.25	4.05e+26
 2.413e-06	2.262e+15	2.211e+17	1.689	-0.2395	0.25	4.068e+26
 2.414e-06	2.269e+15	2.206e+17	1.688	-0.2404	0.25	4.088e+26
 2.415e-06	2.276e+15	2.202e+17	1.687	-0.2414	0.25	4.111e+26
 2.416e-06	2.283e+15	2.198e+17	1.685	-0.2423	0.25	4.125e+26
 2.418e-06	2.289e+15	2.194e+17	1.684	-0.2433	0.25	4.138e+26
 2.419e-06	2.296e+15	2.19e+17	1.683	-0.2442	0.25	4.153e+26
  2.42e-06	2.303e+15	2.186e+17	1.681	-0.2452	0.25	4.169e+26
 2.421e-06	2.31e+15	2.182e+17	1.68	-0.2461	0.25	4.187e+26
 2.422e-06	2.317e+15	2.178e+17	1.679	-0.247	0.25	4.206e+26
 2.424e-06	2.324e+15	2.173e+17	1.677	-0.248	0.25	4.227e+26
 2.425e-06	2.331e+15	2.169e+17	1.676	-0.2489	0.25	4.244e+26
 2.426e-06	2.338e+15	2.165e+17	1.674	-0.2499	0.25	4.257e+26
 2.427e-06	2.345e+15	2.161e+17	1.673	-0.2508	0.25	4.271e+26
 2.428e-06	2.352e+15	2.157e+17	1.672	-0.2518	0.25	4.287e+26
  2.43e-06	2.359e+15	2.153e+17	1.67	-0.2528	0.25	4.304e+26
 2.431e-06	2.366e+15	2.149e+17	1.669	-0.2537	0.25	4.324e+26
 2.432e-06	2.373e+15	2.145e+17	1.668	-0.2547	0.25	4.345e+26
 2.433e-06	2.38e+15	2.141e+17	1.666	-0.2556	0.25	4.361e+26
 2.434e-06	2.387e+15	2.137e+17	1.665	-0.2566	0.25	4.373e+26
 2.436e-06	2.394e+15	2.133e+17	1.663	-0.2576	0.25	4.387e+26
 2.437e-06	2.401e+15	2.129e+17	1.662	-0.2585	0.25	4.403e+26
 2.438e-06	2.408e+15	2.124e+17	1.661	-0.2595	0.25	4.42e+26
 2.439e-06	2.415e+15	2.12e+17	1.659	-0.2605	0.25	4.44e+26
  2.44e-06	2.422e+15	2.116e+17	1.658	-0.2614	0.25	4.462e+26
 2.442e-06	2.429e+15	2.112e+17	1.656	-0.2624	0.25	4.475e+26
 2.443e-06	2.436e+15	2.108e+17	1.655	-0.2634	0.25	4.488e+26
 2.444e-06	2.443e+15	2.104e+17	1.654	-0.2643	0.25	4.502e+26
 2.445e-06	2.451e+15	2.1e+17	1.652	-0.2653	0.25	4.518e+26
 2.446e-06	2.458e+15	2.096e+17	1.651	-0.2663	0.25	4.536e+26
 2.448e-06	2.465e+15	2.092e+17	1.649	-0.2673	0.25	4.556e+26
 2.449e-06	2.472e+15	2.088e+17	1.648	-0.2682	0.25	4.576e+26
  2.45e-06	2.479e+15	2.084e+17	1.646	-0.2692	0.25	4.589e+26
 2.451e-06	2.487e+15	2.08e+17	1.645	-0.2702	0.25	4.602e+26
 2.452e-06	2.494e+15	2.076e+17	1.644	-0.2712	0.25	4.617e+26
 2.454e-06	2.501e+15	2.072e+17	1.642	-0.2722	0.25	4.633e+26
 2.455e-06	2.509e+15	2.068e+17	1.641	-0.2731	0.25	4.652e+26
 2.456e-06	2.516e+15	2.064e+17	1.639	-0.2741	0.25	4.673e+26
 2.457e-06	2.523e+15	2.06e+17	1.638	-0.2751	0.25	4.689e+26
 2.458e-06	2.531e+15	2.056e+17	1.636	-0.2761	0.25	4.702e+26
  2.46e-06	2.538e+15	2.052e+17	1.635	-0.2771	0.25	4.716e+26
 2.461e-06	2.545e+15	2.048e+17	1.633	-0.2781	0.25	4.732e+26
 2.462e-06	2.553e+15	2.044e+17	1.632	-0.2791	0.25	4.75e+26
 2.463e-06	2.56e+15	2.04e+17	1.631	-0.2801	0.25	4.77e+26
 2.464e-06	2.567e+15	2.037e+17	1.629	-0.2811	0.25	4.79e+26
 2.466e-06	2.575e+15	2.033e+17	1.628	-0.2821	0.25	4.803e+26
 2.467e-06	2.582e+15	2.029e+17	1.626	-0.2831	0.25	4.817e+26
 2.468e-06	2.59e+15	2.025e+17	1.625	-0.2841	0.25	4.832e+26
 2.469e-06	2.597e+15	2.021e+17	1.623	-0.2851	0.25	4.85e+26
  2.47e-06	2.605e+15	2.017e+17	1.622	-0.2861	0.25	4.87e+26
 2.472e-06	2.612e+15	2.013e+17	1.62	-0.2871	0.25	4.893e+26
 2.473e-06	2.62e+15	2.009e+17	1.619	-0.2881	0.25	4.906e+26
 2.474e-06	2.627e+15	2.005e+17	1.617	-0.2891	0.25	4.92e+26
 2.475e-06	2.635e+15	2.001e+17	1.616	-0.2901	0.25	4.936e+26
 2.476e-06	2.642e+15	1.997e+17	1.614	-0.2911	0.25	4.954e+26
 2.478e-06	2.65e+15	1.993e+17	1.613	-0.2921	0.25	4.974e+26
 2.479e-06	2.657e+15	1.989e+17	1.611	-0.2931	0.25	4.998e+26
  2.48e-06	2.665e+15	1.985e+17	1.61	-0.2941	0.25	5.012e+26
 2.481e-06	2.673e+15	1.982e+17	1.608	-0.2952	0.25	5.025e+26
 2.482e-06	2.68e+15	1.978e+17	1.607	-0.2962	0.25	5.04e+26
 2.484e-06	2.688e+15	1.974e+17	1.605	-0.2972	0.25	5.057e+26
 2.485e-06	2.696e+15	1.97e+17	1.604	-0.2982	0.25	5.077e+26
 2.486e-06	2.703e+15	1.966e+17	1.602	-0.2992	0.25	5.099e+26
 2.487e-06	2.711e+15	1.962e+17	1.601	-0.3003	0.25	5.114e+26
 2.488e-06	2.719e+15	1.958e+17	1.599	-0.3013	0.25	5.127e+26
  2.49e-06	2.726e+15	1.954e+17	1.598	-0.3023	0.25	5.142e+26
 2.491e-06	2.734e+15	1.951e+17	1.596	-0.3033	0.25	5.159e+26
 2.492e-06	2.742e+15	1.947e+17	1.595	-0.3044	0.25	5.179e+26
 2.493e-06	2.749e+15	1.943e+17	1.593	-0.3054	0.25	5.202e+26
 2.494e-06	2.757e+15	1.939e+17	1.592	-0.3064	0.25	5.216e+26
 2.496e-06	2.765e+15	1.935e+17	1.59	-0.3075	0.25	5.228e+26
 2.497e-06	2.773e+15	1.931e+17	1.589	-0.3085	0.25	5.243e+26
 2.498e-06	2.781e+15	1.927e+17	1.587	-0.3095	0.25	5.259e+26
 2.499e-06	2.788e+15	1.924e+17	1.586	-0.3106	0.25	5.279e+26
   2.5e-06	2.796e+15	1.92e+17	1.584	-0.3116	0.25	5.301e+26
 2.502e-06	2.804e+15	1.916e+17	1.583	-0.3126	0.25	5.313e+26
 2.503e-06	2.812e+15	1.912e+17	1.581	-0.3137	0.25	5.325e+26
 2.504e-06	2.82e+15	1.908e+17	1.579	-0.3147	0.25	5.339e+26
 2.505e-06	2.828e+15	1.904e+17	1.578	-0.3158	0.25	5.356e+26
 2.506e-06	2.836e+15	1.901e+17	1.576	-0.3168	0.25	5.375e+26
 2.508e-06	2.843e+15	1.897e+17	1.575	-0.3179	0.25	5.395e+26
 2.509e-06	2.851e+15	1.893e+17	1.573	-0.3189	0.25	5.406e+26
  2.51e-06	2.859e+15	1.889e+17	1.572	-0.3199	0.25	5.419e+26
 2.511e-06	2.867e+15	1.885e+17	1.57	-0.321	0.25	5.434e+26
 2.512e-06	2.875e+15	1.882e+17	1.569	-0.3221	0.25	5.451e+26
 2.514e-06	2.883e+15	1.878e+17	1.567	-0.3231	0.25	5.472e+26
 2.515e-06	2.891e+15	1.874e+17	1.565	-0.3242	0.25	5.489e+26
 2.516e-06	2.899e+15	1.87e+17	1.564	-0.3252	0.25	5.503e+26
 2.517e-06	2.907e+15	1.866e+17	1.562	-0.3263	0.25	5.519e+26
 2.518e-06	2.915e+15	1.863e+17	1.561	-0.3273	0.25	5.537e+26
  2.52e-06	2.924e+15	1.859e+17	1.559	-0.3284	0.25	5.558e+26
 2.521e-06	2.932e+15	1.855e+17	1.558	-0.3295	0.25	5.583e+26
 2.522e-06	2.94e+15	1.851e+17	1.556	-0.3305	0.25	5.598e+26
 2.523e-06	2.948e+15	1.847e+17	1.554	-0.3316	0.25	5.615e+26
 2.524e-06	2.956e+15	1.844e+17	1.553	-0.3326	0.25	5.634e+26
 2.526e-06	2.964e+15	1.84e+17	1.551	-0.3337	0.25	5.656e+26
 2.527e-06	2.973e+15	1.836e+17	1.55	-0.3348	0.25	5.681e+26
 2.528e-06	2.981e+15	1.832e+17	1.548	-0.3359	0.25	5.702e+26
 2.529e-06	2.989e+15	1.829e+17	1.546	-0.3369	0.25	5.719e+26
  2.53e-06	2.997e+15	1.825e+17	1.545	-0.338	0.25	5.737e+26
 2.532e-06	3.006e+15	1.821e+17	1.543	-0.3391	0.25	5.758e+26
 2.533e-06	3.014e+15	1.817e+17	1.542	-0.3401	0.25	5.783e+26
 2.534e-06	3.022e+15	1.814e+17	1.54	-0.3412	0.25	5.809e+26
 2.535e-06	3.031e+15	1.81e+17	1.538	-0.3423	0.25	5.825e+26
 2.536e-06	3.039e+15	1.806e+17	1.537	-0.3434	0.25	5.843e+26
 2.538e-06	3.047e+15	1.802e+17	1.535	-0.3445	0.25	5.863e+26
 2.539e-06	3.056e+15	1.799e+17	1.533	-0.3455	0.25	5.887e+26
  2.54e-06	3.064e+15	1.795e+17	1.532	-0.3466	0.25	5.915e+26
 2.541e-06	3.073e+15	1.791e+17	1.53	-0.3477	0.25	5.933e+26
 2.542e-06	3.081e+15	1.787e+17	1.529	-0.3488	0.25	5.95e+26
 2.544e-06	3.09e+15	1.784e+17	1.527	-0.3499	0.25	5.97e+26
 2.545e-06	3.098e+15	1.78e+17	1.525	-0.351	0.25	5.993e+26
 2.546e-06	3.107e+15	1.776e+17	1.524	-0.3521	0.25	6.02e+26
 2.547e-06	3.115e+15	1.773e+17	1.522	-0.3532	0.25	6.041e+26
 2.548e-06	3.124e+15	1.769e+17	1.52	-0.3543	0.25	6.059e+26
  2.55e-06	3.132e+15	1.765e+17	1.519	-0.3553	0.25	6.078e+26
 2.551e-06	3.141e+15	1.761e+17	1.517	-0.3564	0.25	6.101e+26
 2.552e-06	3.15e+15	1.758e+17	1.515	-0.3575	0.25	6.128e+26
 2.553e-06	3.158e+15	1.754e+17	1.514	-0.3586	0.25	6.152e+26
 2.554e-06	3.167e+15	1.75e+17	1.512	-0.3597	0.25	6.169e+26
 2.556e-06	3.176e+15	1.747e+17	1.511	-0.3608	0.25	6.189e+26
 2.557e-06	3.184e+15	1.743e+17	1.509	-0.3619	0.25	6.212e+26
 2.558e-06	3.193e+15	1.739e+17	1.507	-0.3631	0.25	6.239e+26
 2.559e-06	3.202e+15	1.735e+17	1.506	-0.3642	0.25	6.264e+26
  2.56e-06	3.211e+15	1.732e+17	1.504	-0.3653	0.25	6.281e+26
 2.562e-06	3.22e+15	1.728e+17	1.502	-0.3664	0.25	6.302e+26
 2.563e-06	3.228e+15	1.724e+17	1.501	-0.3675	0.25	6.325e+26
 2.564e-06	3.237e+15	1.721e+17	1.499	-0.3686	0.25	6.352e+26
 2.565e-06	3.246e+15	1.717e+17	1.497	-0.3697	0.25	6.378e+26
 2.566e-06	3.255e+15	1.713e+17	1.496	-0.3708	0.25	6.396e+26
 2.568e-06	3.264e+15	1.71e+17	1.494	-0.3719	0.25	6.417e+26
 2.569e-06	3.273e+15	1.706e+17	1.492	-0.3731	0.25	6.441e+26
  2.57e-06	3.282e+15	1.702e+17	1.49	-0.3742	0.25	6.469e+26
 2.571e-06	3.291e+15	1.699e+17	1.489	-0.3753	0.25	6.495e+26
 2.572e-06	3.3e+15	1.695e+17	1.487	-0.3764	0.25	6.513e+26
 2.574e-06	3.309e+15	1.691e+17	1.485	-0.3775	0.25	6.534e+26
 2.575e-06	3.318e+15	1.688e+17	1.484	-0.3787	0.25	6.558e+26
 2.576e-06	3.327e+15	1.684e+17	1.482	-0.3798	0.25	6.587e+26
 2.577e-06	3.336e+15	1.68e+17	1.48	-0.3809	0.25	6.611e+26
 2.578e-06	3.345e+15	1.676e+17	1.479	-0.382	0.25	6.629e+26
  2.58e-06	3.354e+15	1.673e+17	1.477	-0.3832	0.25	6.651e+26
 2.581e-06	3.364e+15	1.669e+17	1.475	-0.3843	0.25	6.676e+26
 2.582e-06	3.373e+15	1.665e+17	1.473	-0.3854	0.25	6.705e+26
 2.583e-06	3.382e+15	1.662e+17	1.472	-0.3866	0.25	6.727e+26
 2.584e-06	3.391e+15	1.658e+17	1.47	-0.3877	0.25	6.746e+26
 2.586e-06	3.4e+15	1.654e+17	1.468	-0.3888	0.25	6.769e+26
 2.587e-06	3.41e+15	1.651e+17	1.467	-0.39	0.25	6.795e+26
 2.588e-06	3.419e+15	1.647e+17	1.465	-0.3911	0.25	6.826e+26
 2.589e-06	3.428e+15	1.643e+17	1.463	-0.3923	0.25	6.844e+26
  2.59e-06	3.437e+15	1.64e+17	1.461	-0.3934	0.25	6.864e+26
 2.592e-06	3.447e+15	1.636e+17	1.46	-0.3946	0.25	6.887e+26
 2.593e-06	3.456e+15	1.632e+17	1.458	-0.3957	0.25	6.915e+26
 2.594e-06	3.465e+15	1.629e+17	1.456	-0.3968	0.25	6.943e+26
 2.595e-06	3.475e+15	1.625e+17	1.454	-0.398	0.25	6.961e+26
 2.596e-06	3.484e+15	1.621e+17	1.453	-0.3991	0.25	6.981e+26
 2.598e-06	3.494e+15	1.618e+17	1.451	-0.4003	0.25	7.006e+26
 2.599e-06	3.503e+15	1.614e+17	1.449	-0.4014	0.25	7.035e+26
   2.6e-06	3.512e+15	1.61e+17	1.447	-0.4026	0.25	7.058e+26
 2.601e-06	3.522e+15	1.607e+17	1.446	-0.4038	0.25	7.076e+26
 2.602e-06	3.531e+15	1.603e+17	1.444	-0.4049	0.25	7.098e+26
 2.604e-06	3.541e+15	1.599e+17	1.442	-0.4061	0.25	7.124e+26
 2.605e-06	3.55e+15	1.596e+17	1.44	-0.4072	0.25	7.154e+26
 2.606e-06	3.56e+15	1.592e+17	1.439	-0.4084	0.25	7.172e+26
 2.607e-06	3.57e+15	1.588e+17	1.437	-0.4096	0.25	7.191e+26
 2.608e-06	3.579e+15	1.585e+17	1.435	-0.4107	0.25	7.215e+26
  2.61e-06	3.589e+15	1.581e+17	1.433	-0.4119	0.25	7.243e+26
 2.611e-06	3.598e+15	1.578e+17	1.432	-0.413	0.25	7.267e+26
 2.612e-06	3.608e+15	1.574e+17	1.43	-0.4142	0.25	7.285e+26
 2.613e-06	3.618e+15	1.57e+17	1.428	-0.4154	0.25	7.307e+26
 2.614e-06	3.627e+15	1.567e+17	1.426	-0.4166	0.25	7.333e+26
 2.616e-06	3.637e+15	1.563e+17	1.424	-0.4177	0.25	7.363e+26
 2.617e-06	3.647e+15	1.559e+17	1.423	-0.4189	0.25	7.38e+26
 2.618e-06	3.656e+15	1.556e+17	1.421	-0.4201	0.25	7.4e+26
 2.619e-06	3.666e+15	1.552e+17	1.419	-0.4212	0.25	7.424e+26
  2.62e-06	3.676e+15	1.548e+17	1.417	-0.4224	0.25	7.453e+26
 2.622e-06	3.685e+15	1.545e+17	1.415	-0.4236	0.25	7.475e+26
 2.623e-06	3.695e+15	1.541e+17	1.414	-0.4248	0.25	7.493e+26
 2.624e-06	3.705e+15	1.537e+17	1.412	-0.426	0.25	7.515e+26
 2.625e-06	3.715e+15	1.534e+17	1.41	-0.4272	0.25	7.542e+26
 2.626e-06	3.724e+15	1.53e+17	1.408	-0.4283	0.25	7.569e+26
 2.628e-06	3.734e+15	1.526e+17	1.406	-0.4295	0.25	7.587e+26
 2.629e-06	3.744e+15	1.523e+17	1.405	-0.4307	0.25	7.607e+26
  2.63e-06	3.754e+15	1.519e+17	1.403	-0.4319	0.25	7.632e+26
 2.631e-06	3.764e+15	1.515e+17	1.401	-0.4331	0.25	7.663e+26
 2.632e-06	3.774e+15	1.512e+17	1.399	-0.4343	0.25	7.68e+26
 2.634e-06	3.784e+15	1.508e+17	1.397	-0.4355	0.25	7.699e+26
 2.635e-06	3.793e+15	1.505e+17	1.395	-0.4367	0.25	7.722e+26
 2.636e-06	3.803e+15	1.501e+17	1.394	-0.4379	0.25	7.75e+26
 2.637e-06	3.813e+15	1.497e+17	1.392	-0.4391	0.25	7.771e+26
 2.638e-06	3.823e+15	1.494e+17	1.39	-0.4403	0.25	7.789e+26
  2.64e-06	3.833e+15	1.49e+17	1.388	-0.4415	0.25	7.811e+26
 2.641e-06	3.843e+15	1.486e+17	1.386	-0.4427	0.25	7.837e+26
 2.642e-06	3.853e+15	1.483e+17	1.384	-0.4439	0.25	7.861e+26
 2.643e-06	3.863e+15	1.479e+17	1.383	-0.4451	0.25	7.878e+26
 2.644e-06	3.873e+15	1.475e+17	1.381	-0.4463	0.25	7.898e+26
 2.646e-06	3.883e+15	1.472e+17	1.379	-0.4475	0.25	7.923e+26
 2.647e-06	3.893e+15	1.468e+17	1.377	-0.4487	0.25	7.949e+26
 2.648e-06	3.903e+15	1.464e+17	1.375	-0.4499	0.25	7.964e+26
 2.649e-06	3.913e+15	1.461e+17	1.373	-0.4511	0.25	7.983e+26
  2.65e-06	3.923e+15	1.457e+17	1.371	-0.4523	0.25	8.006e+26
 2.652e-06	3.933e+15	1.454e+17	1.37	-0.4535	0.25	8.033e+26
 2.653e-06	3.943e+15	1.45e+17	1.368	-0.4547	0.25	8.047e+26
 2.654e-06	3.953e+15	1.446e+17	1.366	-0.456	0.25	8.064e+26
 2.655e-06	3.963e+15	1.443e+17	1.364	-0.4572	0.25	8.086e+26
 2.656e-06	3.973e+15	1.439e+17	1.362	-0.4584	0.25	8.113e+26
 2.658e-06	3.983e+15	1.435e+17	1.36	-0.4596	0.25	8.126e+26
 2.659e-06	3.993e+15	1.432e+17	1.358	-0.4608	0.25	8.142e+26
  2.66e-06	4.003e+15	1.428e+17	1.356	-0.4621	0.25	8.163e+26
 2.661e-06	4.013e+15	1.424e+17	1.355	-0.4633	0.25	8.189e+26
 2.662e-06	4.023e+15	1.421e+17	1.353	-0.4645	0.25	8.2e+26
 2.664e-06	4.033e+15	1.417e+17	1.351	-0.4657	0.25	8.214e+26
 2.665e-06	4.043e+15	1.414e+17	1.349	-0.467	0.25	8.233e+26
 2.666e-06	4.053e+15	1.41e+17	1.347	-0.4682	0.25	8.257e+26
 2.667e-06	4.063e+15	1.406e+17	1.345	-0.4694	0.25	8.268e+26
 2.668e-06	4.073e+15	1.403e+17	1.343	-0.4707	0.25	8.28e+26
  2.67e-06	4.083e+15	1.399e+17	1.341	-0.4719	0.25	8.297e+26
 2.671e-06	4.093e+15	1.395e+17	1.339	-0.4731	0.25	8.319e+26
 2.672e-06	4.103e+15	1.392e+17	1.337	-0.4744	0.25	8.327e+26
 2.673e-06	4.113e+15	1.388e+17	1.336	-0.4756	0.25	8.337e+26
 2.674e-06	4.123e+15	1.385e+17	1.334	-0.4769	0.25	8.352e+26
 2.676e-06	4.133e+15	1.381e+17	1.332	-0.4781	0.25	8.372e+26
 2.677e-06	4.143e+15	1.377e+17	1.33	-0.4793	0.25	8.377e+26
 2.678e-06	4.153e+15	1.374e+17	1.328	-0.4806	0.25	8.385e+26
 2.679e-06	4.163e+15	1.37e+17	1.326	-0.4818	0.25	8.398e+26
  2.68e-06	4.173e+15	1.367e+17	1.324	-0.4831	0.25	8.414e+26
 2.682e-06	4.183e+15	1.363e+17	1.322	-0.4843	0.25	8.416e+26
 2.683e-06	4.193e+15	1.359e+17	1.32	-0.4856	0.25	8.423e+26
 2.684e-06	4.203e+15	1.356e+17	1.318	-0.4868	0.25	8.434e+26
 2.685e-06	4.213e+15	1.352e+17	1.316	-0.4881	0.25	8.446e+26
 2.686e-06	4.223e+15	1.349e+17	1.314	-0.4893	0.25	8.453e+26
 2.688e-06	4.233e+15	1.345e+17	1.312	-0.4906	0.25	8.464e+26
 2.689e-06	4.243e+15	1.341e+17	1.31	-0.4919	0.25	8.48e+26
  2.69e-06	4.253e+15	1.338e+17	1.309	-0.4931	0.25	8.495e+26
 2.691e-06	4.263e+15	1.334e+17	1.307	-0.4944	0.25	8.505e+26
 2.692e-06	4.274e+15	1.331e+17	1.305	-0.4956	0.25	8.52e+26
 2.694e-06	4.284e+15	1.327e+17	1.303	-0.4969	0.25	8.54e+26
 2.695e-06	4.294e+15	1.324e+17	1.301	-0.4982	0.25	8.555e+26
 2.696e-06	4.304e+15	1.32e+17	1.299	-0.4994	0.25	8.568e+26
 2.697e-06	4.314e+15	1.316e+17	1.297	-0.5007	0.25	8.587e+26
 2.698e-06	4.324e+15	1.313e+17	1.295	-0.502	0.25	8.613e+26
   2.7e-06	4.334e+15	1.309e+17	1.293	-0.5032	0.25	8.626e+26
 2.701e-06	4.344e+15	1.306e+17	1.291	-0.5045	0.25	8.643e+26
 2.702e-06	4.354e+15	1.302e+17	1.289	-0.5058	0.25	8.666e+26
 2.703e-06	4.365e+15	1.299e+17	1.287	-0.507	0.25	8.69e+26
 2.704e-06	4.375e+15	1.295e+17	1.285	-0.5083	0.25	8.706e+26
 2.706e-06	4.385e+15	1.291e+17	1.283	-0.5096	0.25	8.726e+26
 2.707e-06	4.395e+15	1.288e+17	1.281	-0.5109	0.25	8.752e+26
 2.708e-06	4.406e+15	1.284e+17	1.279	-0.5122	0.25	8.774e+26
 2.709e-06	4.416e+15	1.281e+17	1.277	-0.5134	0.25	8.791e+26
  2.71e-06	4.426e+15	1.277e+17	1.275	-0.5147	0.25	8.813e+26
 2.712e-06	4.436e+15	1.274e+17	1.273	-0.516	0.25	8.843e+26
 2.713e-06	4.447e+15	1.27e+17	1.271	-0.5173	0.25	8.86e+26
 2.714e-06	4.457e+15	1.267e+17	1.269	-0.5186	0.25	8.88e+26
 2.715e-06	4.467e+15	1.263e+17	1.267	-0.5199	0.25	8.906e+26
 2.716e-06	4.478e+15	1.26e+17	1.265	-0.5211	0.25	8.933e+26
 2.718e-06	4.488e+15	1.256e+17	1.263	-0.5224	0.25	8.951e+26
 2.719e-06	4.498e+15	1.253e+17	1.261	-0.5237	0.25	8.974e+26
  2.72e-06	4.509e+15	1.249e+17	1.259	-0.525	0.25	9.004e+26
 2.721e-06	4.519e+15	1.245e+17	1.257	-0.5263	0.25	9.027e+26
 2.722e-06	4.53e+15	1.242e+17	1.255	-0.5276	0.25	9.048e+26
 2.724e-06	4.54e+15	1.238e+17	1.253	-0.5289	0.25	9.075e+26
 2.725e-06	4.551e+15	1.235e+17	1.251	-0.5302	0.25	9.106e+26
 2.726e-06	4.561e+15	1.231e+17	1.249	-0.5315	0.25	9.125e+26
 2.727e-06	4.572e+15	1.228e+17	1.247	-0.5328	0.25	9.15e+26
 2.728e-06	4.582e+15	1.224e+17	1.245	-0.5341	0.25	9.181e+26
  2.73e-06	4.593e+15	1.221e+17	1.243	-0.5354	0.25	9.206e+26
 2.731e-06	4.603e+15	1.217e+17	1.241	-0.5367	0.25	9.227e+26
 2.732e-06	4.614e+15	1.214e+17	1.239	-0.538	0.25	9.254e+26
 2.733e-06	4.624e+15	1.21e+17	1.237	-0.5393	0.25	9.286e+26
 2.734e-06	4.635e+15	1.207e+17	1.235	-0.5407	0.25	9.304e+26
 2.736e-06	4.646e+15	1.203e+17	1.233	-0.542	0.25	9.329e+26
 2.737e-06	4.656e+15	1.2e+17	1.231	-0.5433	0.25	9.36e+26
 2.738e-06	4.667e+15	1.196e+17	1.228	-0.5446	0.25	9.383e+26
 2.739e-06	4.678e+15	1.193e+17	1.226	-0.5459	0.25	9.404e+26
  2.74e-06	4.688e+15	1.189e+17	1.224	-0.5472	0.25	9.432e+26
 2.742e-06	4.699e+15	1.186e+17	1.222	-0.5485	0.25	9.462e+26
 2.743e-06	4.71e+15	1.182e+17	1.22	-0.5499	0.25	9.482e+26
 2.744e-06	4.721e+15	1.179e+17	1.218	-0.5512	0.25	9.507e+26
 2.745e-06	4.731e+15	1.175e+17	1.216	-0.5525	0.25	9.541e+26
 2.746e-06	4.742e+15	1.172e+17	1.214	-0.5538	0.25	9.561e+26
 2.748e-06	4.753e+15	1.168e+17	1.212	-0.5552	0.25	9.585e+26
 2.749e-06	4.764e+15	1.164e+17	1.21	-0.5565	0.25	9.616e+26
  2.75e-06	4.775e+15	1.161e+17	1.208	-0.5578	0.25	9.643e+26
 2.751e-06	4.786e+15	1.157e+17	1.206	-0.5591	0.25	9.666e+26
 2.752e-06	4.797e+15	1.154e+17	1.204	-0.5605	0.25	9.695e+26
 2.754e-06	4.807e+15	1.15e+17	1.202	-0.5618	0.25	9.728e+26
 2.755e-06	4.818e+15	1.147e+17	1.199	-0.5631	0.25	9.75e+26
 2.756e-06	4.829e+15	1.143e+17	1.197	-0.5645	0.25	9.777e+26
 2.757e-06	4.84e+15	1.14e+17	1.195	-0.5658	0.25	9.813e+26
 2.758e-06	4.851e+15	1.136e+17	1.193	-0.5671	0.25	9.836e+26
  2.76e-06	4.862e+15	1.133e+17	1.191	-0.5685	0.25	9.861e+26
 2.761e-06	4.873e+15	1.129e+17	1.189	-0.5698	0.25	9.894e+26
 2.762e-06	4.884e+15	1.126e+17	1.187	-0.5712	0.25	9.922e+26
 2.763e-06	4.895e+15	1.122e+17	1.185	-0.5725	0.25	9.945e+26
 2.764e-06	4.906e+15	1.119e+17	1.183	-0.5739	0.25	9.975e+26
 2.766e-06	4.917e+15	1.115e+17	1.181	-0.5752	0.25	1.001e+27
 2.767e-06	4.928e+15	1.112e+17	1.178	-0.5766	0.25	1.003e+27
 2.768e-06	4.94e+15	1.108e+17	1.176	-0.5779	0.25	1.006e+27
 2.769e-06	4.951e+15	1.105e+17	1.174	-0.5793	0.25	1.009e+27
  2.77e-06	4.962e+15	1.101e+17	1.172	-0.5806	0.25	1.011e+27
 2.772e-06	4.973e+15	1.098e+17	1.17	-0.582	0.25	1.014e+27
 2.773e-06	4.984e+15	1.094e+17	1.168	-0.5833	0.25	1.017e+27
