x 	 n(x) 	 p(x) 	 Conduction level 	 Valence level 	 Fermi level 	 Generation 
 2.774e-06	4.995e+15	1.091e+17	1.166	-0.5847	0.25	1.019e+27
 2.775e-06	5.006e+15	1.087e+17	1.164	-0.586	0.25	1.022e+27
 2.776e-06	5.017e+15	1.084e+17	1.161	-0.5874	0.25	1.025e+27
 2.778e-06	5.029e+15	1.08e+17	1.159	-0.5887	0.25	1.027e+27
 2.779e-06	5.04e+15	1.076e+17	1.157	-0.5901	0.25	1.029e+27
  2.78e-06	5.051e+15	1.073e+17	1.155	-0.5915	0.25	1.032e+27
 2.781e-06	5.062e+15	1.069e+17	1.153	-0.5928	0.25	1.035e+27
 2.782e-06	5.073e+15	1.066e+17	1.151	-0.5942	0.25	1.037e+27
 2.784e-06	5.084e+15	1.062e+17	1.149	-0.5956	0.25	1.039e+27
 2.785e-06	5.096e+15	1.059e+17	1.146	-0.5969	0.25	1.042e+27
 2.786e-06	5.107e+15	1.055e+17	1.144	-0.5983	0.25	1.043e+27
 2.787e-06	5.118e+15	1.052e+17	1.142	-0.5997	0.25	1.046e+27
 2.788e-06	5.129e+15	1.048e+17	1.14	-0.6011	0.25	1.048e+27
  2.79e-06	5.14e+15	1.045e+17	1.138	-0.6024	0.25	1.05e+27
 2.791e-06	5.151e+15	1.041e+17	1.136	-0.6038	0.25	1.052e+27
 2.792e-06	5.163e+15	1.038e+17	1.133	-0.6052	0.25	1.054e+27
 2.793e-06	5.174e+15	1.034e+17	1.131	-0.6066	0.25	1.055e+27
 2.794e-06	5.185e+15	1.031e+17	1.129	-0.6079	0.25	1.057e+27
 2.796e-06	5.196e+15	1.027e+17	1.127	-0.6093	0.25	1.059e+27
 2.797e-06	5.207e+15	1.023e+17	1.125	-0.6107	0.25	1.06e+27
 2.798e-06	5.218e+15	1.02e+17	1.123	-0.6121	0.25	1.062e+27
 2.799e-06	5.229e+15	1.016e+17	1.12	-0.6135	0.25	1.064e+27
   2.8e-06	5.241e+15	1.013e+17	1.118	-0.6149	0.25	1.064e+27
 2.802e-06	5.252e+15	1.009e+17	1.116	-0.6163	0.25	1.065e+27
 2.803e-06	5.263e+15	1.006e+17	1.114	-0.6176	0.25	1.067e+27
 2.804e-06	5.274e+15	1.002e+17	1.112	-0.619	0.25	1.067e+27
 2.805e-06	5.285e+15	9.988e+16	1.109	-0.6204	0.25	1.068e+27
 2.806e-06	5.296e+15	9.953e+16	1.107	-0.6218	0.25	1.069e+27
 2.808e-06	5.307e+15	9.917e+16	1.105	-0.6232	0.25	1.069e+27
 2.809e-06	5.318e+15	9.882e+16	1.103	-0.6246	0.25	1.069e+27
  2.81e-06	5.329e+15	9.847e+16	1.101	-0.626	0.25	1.071e+27
 2.811e-06	5.34e+15	9.812e+16	1.098	-0.6274	0.25	1.071e+27
 2.812e-06	5.351e+15	9.777e+16	1.096	-0.6288	0.25	1.071e+27
 2.814e-06	5.362e+15	9.741e+16	1.094	-0.6302	0.25	1.073e+27
 2.815e-06	5.373e+15	9.706e+16	1.092	-0.6316	0.25	1.073e+27
 2.816e-06	5.384e+15	9.671e+16	1.09	-0.633	0.25	1.074e+27
 2.817e-06	5.396e+15	9.636e+16	1.087	-0.6344	0.25	1.076e+27
 2.818e-06	5.407e+15	9.601e+16	1.085	-0.6358	0.25	1.077e+27
  2.82e-06	5.418e+15	9.566e+16	1.083	-0.6372	0.25	1.079e+27
 2.821e-06	5.429e+15	9.531e+16	1.081	-0.6387	0.25	1.081e+27
 2.822e-06	5.44e+15	9.496e+16	1.078	-0.6401	0.25	1.082e+27
 2.823e-06	5.451e+15	9.461e+16	1.076	-0.6415	0.25	1.084e+27
 2.824e-06	5.462e+15	9.426e+16	1.074	-0.6429	0.25	1.086e+27
 2.826e-06	5.473e+15	9.391e+16	1.072	-0.6443	0.25	1.087e+27
 2.827e-06	5.484e+15	9.356e+16	1.069	-0.6457	0.25	1.088e+27
 2.828e-06	5.495e+15	9.322e+16	1.067	-0.6471	0.25	1.09e+27
 2.829e-06	5.506e+15	9.287e+16	1.065	-0.6486	0.25	1.091e+27
  2.83e-06	5.517e+15	9.252e+16	1.063	-0.65	0.25	1.093e+27
 2.832e-06	5.528e+15	9.217e+16	1.06	-0.6514	0.25	1.094e+27
 2.833e-06	5.54e+15	9.182e+16	1.058	-0.6528	0.25	1.095e+27
 2.834e-06	5.551e+15	9.148e+16	1.056	-0.6543	0.25	1.097e+27
 2.835e-06	5.562e+15	9.113e+16	1.054	-0.6557	0.25	1.099e+27
 2.836e-06	5.573e+15	9.078e+16	1.051	-0.6571	0.25	1.1e+27
 2.838e-06	5.584e+15	9.044e+16	1.049	-0.6586	0.25	1.103e+27
 2.839e-06	5.595e+15	9.009e+16	1.047	-0.66	0.25	1.104e+27
  2.84e-06	5.607e+15	8.974e+16	1.045	-0.6614	0.25	1.106e+27
 2.841e-06	5.618e+15	8.94e+16	1.042	-0.6629	0.25	1.109e+27
 2.842e-06	5.629e+15	8.905e+16	1.04	-0.6643	0.25	1.11e+27
 2.844e-06	5.64e+15	8.871e+16	1.038	-0.6657	0.25	1.112e+27
 2.845e-06	5.652e+15	8.836e+16	1.035	-0.6672	0.25	1.115e+27
 2.846e-06	5.663e+15	8.801e+16	1.033	-0.6686	0.25	1.117e+27
 2.847e-06	5.674e+15	8.767e+16	1.031	-0.67	0.25	1.12e+27
 2.848e-06	5.686e+15	8.732e+16	1.029	-0.6715	0.25	1.122e+27
  2.85e-06	5.697e+15	8.698e+16	1.026	-0.6729	0.25	1.125e+27
 2.851e-06	5.708e+15	8.663e+16	1.024	-0.6744	0.25	1.128e+27
 2.852e-06	5.72e+15	8.629e+16	1.022	-0.6758	0.25	1.13e+27
 2.853e-06	5.731e+15	8.595e+16	1.019	-0.6773	0.25	1.133e+27
 2.854e-06	5.743e+15	8.56e+16	1.017	-0.6787	0.25	1.137e+27
 2.856e-06	5.754e+15	8.526e+16	1.015	-0.6802	0.25	1.14e+27
 2.857e-06	5.766e+15	8.491e+16	1.012	-0.6816	0.25	1.143e+27
 2.858e-06	5.778e+15	8.457e+16	1.01	-0.6831	0.25	1.147e+27
 2.859e-06	5.789e+15	8.422e+16	1.008	-0.6845	0.25	1.15e+27
  2.86e-06	5.801e+15	8.388e+16	1.006	-0.686	0.25	1.154e+27
 2.862e-06	5.812e+15	8.353e+16	1.003	-0.6874	0.25	1.157e+27
 2.863e-06	5.824e+15	8.319e+16	1.001	-0.6889	0.25	1.161e+27
 2.864e-06	5.836e+15	8.285e+16	0.9986	-0.6904	0.25	1.165e+27
 2.865e-06	5.848e+15	8.25e+16	0.9963	-0.6918	0.25	1.168e+27
 2.866e-06	5.859e+15	8.216e+16	0.9939	-0.6933	0.25	1.172e+27
 2.868e-06	5.871e+15	8.181e+16	0.9916	-0.6948	0.25	1.176e+27
 2.869e-06	5.883e+15	8.147e+16	0.9893	-0.6962	0.25	1.179e+27
  2.87e-06	5.895e+15	8.112e+16	0.9869	-0.6977	0.25	1.183e+27
 2.871e-06	5.907e+15	8.078e+16	0.9846	-0.6992	0.25	1.187e+27
 2.872e-06	5.919e+15	8.043e+16	0.9822	-0.7006	0.25	1.19e+27
 2.874e-06	5.931e+15	8.009e+16	0.9799	-0.7021	0.25	1.195e+27
 2.875e-06	5.943e+15	7.974e+16	0.9776	-0.7036	0.25	1.198e+27
 2.876e-06	5.955e+15	7.94e+16	0.9752	-0.7051	0.25	1.202e+27
 2.877e-06	5.967e+15	7.905e+16	0.9728	-0.7065	0.25	1.206e+27
 2.878e-06	5.979e+15	7.87e+16	0.9705	-0.708	0.25	1.209e+27
  2.88e-06	5.991e+15	7.836e+16	0.9681	-0.7095	0.25	1.214e+27
 2.881e-06	6.003e+15	7.801e+16	0.9658	-0.711	0.25	1.217e+27
 2.882e-06	6.016e+15	7.766e+16	0.9634	-0.7125	0.25	1.221e+27
 2.883e-06	6.028e+15	7.732e+16	0.961	-0.7139	0.25	1.226e+27
 2.884e-06	6.04e+15	7.697e+16	0.9587	-0.7154	0.25	1.229e+27
 2.886e-06	6.052e+15	7.662e+16	0.9563	-0.7169	0.25	1.234e+27
 2.887e-06	6.065e+15	7.627e+16	0.9539	-0.7184	0.25	1.237e+27
 2.888e-06	6.077e+15	7.593e+16	0.9516	-0.7199	0.25	1.241e+27
 2.889e-06	6.089e+15	7.558e+16	0.9492	-0.7214	0.25	1.246e+27
  2.89e-06	6.102e+15	7.523e+16	0.9468	-0.7229	0.25	1.249e+27
 2.892e-06	6.114e+15	7.488e+16	0.9444	-0.7244	0.25	1.254e+27
 2.893e-06	6.126e+15	7.453e+16	0.942	-0.7259	0.25	1.257e+27
 2.894e-06	6.139e+15	7.418e+16	0.9396	-0.7273	0.25	1.261e+27
 2.895e-06	6.151e+15	7.383e+16	0.9372	-0.7288	0.25	1.266e+27
 2.896e-06	6.164e+15	7.348e+16	0.9348	-0.7303	0.25	1.269e+27
 2.898e-06	6.176e+15	7.313e+16	0.9325	-0.7318	0.25	1.274e+27
 2.899e-06	6.189e+15	7.278e+16	0.9301	-0.7333	0.25	1.277e+27
   2.9e-06	6.201e+15	7.243e+16	0.9276	-0.7349	0.25	1.281e+27
 2.901e-06	6.214e+15	7.208e+16	0.9252	-0.7364	0.25	1.285e+27
 2.902e-06	6.227e+15	7.173e+16	0.9228	-0.7379	0.25	1.288e+27
 2.904e-06	6.239e+15	7.137e+16	0.9204	-0.7394	0.25	1.293e+27
 2.905e-06	6.252e+15	7.102e+16	0.918	-0.7409	0.25	1.296e+27
 2.906e-06	6.264e+15	7.067e+16	0.9156	-0.7424	0.25	1.299e+27
 2.907e-06	6.277e+15	7.032e+16	0.9132	-0.7439	0.25	1.303e+27
 2.908e-06	6.29e+15	6.996e+16	0.9108	-0.7454	0.25	1.306e+27
  2.91e-06	6.302e+15	6.961e+16	0.9083	-0.7469	0.25	1.31e+27
 2.911e-06	6.315e+15	6.926e+16	0.9059	-0.7484	0.25	1.313e+27
 2.912e-06	6.327e+15	6.89e+16	0.9035	-0.75	0.25	1.316e+27
 2.913e-06	6.34e+15	6.855e+16	0.9011	-0.7515	0.25	1.319e+27
 2.914e-06	6.353e+15	6.819e+16	0.8986	-0.753	0.25	1.322e+27
 2.916e-06	6.365e+15	6.784e+16	0.8962	-0.7545	0.25	1.325e+27
 2.917e-06	6.378e+15	6.748e+16	0.8937	-0.756	0.25	1.327e+27
 2.918e-06	6.39e+15	6.713e+16	0.8913	-0.7576	0.25	1.33e+27
 2.919e-06	6.403e+15	6.677e+16	0.8889	-0.7591	0.25	1.332e+27
  2.92e-06	6.415e+15	6.641e+16	0.8864	-0.7606	0.25	1.334e+27
 2.922e-06	6.428e+15	6.606e+16	0.884	-0.7621	0.25	1.336e+27
 2.923e-06	6.44e+15	6.57e+16	0.8815	-0.7637	0.25	1.337e+27
 2.924e-06	6.453e+15	6.534e+16	0.8791	-0.7652	0.25	1.339e+27
 2.925e-06	6.465e+15	6.499e+16	0.8766	-0.7667	0.25	1.34e+27
 2.926e-06	6.478e+15	6.463e+16	0.8741	-0.7683	0.25	1.341e+27
 2.928e-06	6.49e+15	6.427e+16	0.8717	-0.7698	0.25	1.341e+27
 2.929e-06	6.503e+15	6.392e+16	0.8692	-0.7713	0.25	1.341e+27
  2.93e-06	6.515e+15	6.356e+16	0.8667	-0.7729	0.25	1.341e+27
 2.931e-06	6.527e+15	6.32e+16	0.8643	-0.7744	0.25	1.34e+27
 2.932e-06	6.54e+15	6.285e+16	0.8618	-0.776	0.25	1.34e+27
 2.934e-06	6.552e+15	6.249e+16	0.8593	-0.7775	0.25	1.337e+27
 2.935e-06	6.564e+15	6.213e+16	0.8569	-0.779	0.25	1.336e+27
 2.936e-06	6.576e+15	6.178e+16	0.8544	-0.7806	0.25	1.333e+27
 2.937e-06	6.589e+15	6.142e+16	0.8519	-0.7821	0.25	1.329e+27
 2.938e-06	6.601e+15	6.106e+16	0.8494	-0.7837	0.25	1.326e+27
  2.94e-06	6.613e+15	6.071e+16	0.8469	-0.7852	0.25	1.321e+27
 2.941e-06	6.625e+15	6.035e+16	0.8444	-0.7868	0.25	1.316e+27
 2.942e-06	6.638e+15	6e+16	0.8419	-0.7883	0.25	1.312e+27
 2.943e-06	6.65e+15	5.964e+16	0.8394	-0.7899	0.25	1.309e+27
 2.944e-06	6.662e+15	5.929e+16	0.8369	-0.7914	0.25	1.306e+27
 2.946e-06	6.675e+15	5.894e+16	0.8344	-0.793	0.25	1.304e+27
 2.947e-06	6.687e+15	5.859e+16	0.8319	-0.7946	0.25	1.303e+27
 2.948e-06	6.7e+15	5.824e+16	0.8294	-0.7961	0.25	1.301e+27
 2.949e-06	6.712e+15	5.789e+16	0.8269	-0.7977	0.25	1.301e+27
  2.95e-06	6.725e+15	5.754e+16	0.8244	-0.7992	0.25	1.301e+27
 2.952e-06	6.738e+15	5.719e+16	0.8219	-0.8008	0.25	1.302e+27
 2.953e-06	6.751e+15	5.684e+16	0.8194	-0.8024	0.25	1.303e+27
 2.954e-06	6.764e+15	5.649e+16	0.8169	-0.8039	0.25	1.305e+27
 2.955e-06	6.777e+15	5.614e+16	0.8143	-0.8055	0.25	1.308e+27
 2.956e-06	6.791e+15	5.58e+16	0.8118	-0.8071	0.25	1.311e+27
 2.958e-06	6.805e+15	5.545e+16	0.8093	-0.8086	0.25	1.315e+27
 2.959e-06	6.819e+15	5.511e+16	0.8068	-0.8102	0.25	1.319e+27
  2.96e-06	6.833e+15	5.476e+16	0.8042	-0.8118	0.25	1.324e+27
 2.961e-06	6.847e+15	5.442e+16	0.8017	-0.8134	0.25	1.329e+27
 2.962e-06	6.862e+15	5.407e+16	0.7992	-0.8149	0.25	1.334e+27
 2.964e-06	6.877e+15	5.373e+16	0.7966	-0.8165	0.25	1.339e+27
 2.965e-06	6.892e+15	5.339e+16	0.7941	-0.8181	0.25	1.345e+27
 2.966e-06	6.908e+15	5.304e+16	0.7915	-0.8197	0.25	1.349e+27
 2.967e-06	6.924e+15	5.27e+16	0.789	-0.8212	0.25	1.355e+27
 2.968e-06	6.941e+15	5.235e+16	0.7864	-0.8228	0.25	1.36e+27
  2.97e-06	6.958e+15	5.201e+16	0.7839	-0.8244	0.25	1.366e+27
 2.971e-06	6.976e+15	5.167e+16	0.7813	-0.826	0.25	1.372e+27
 2.972e-06	6.994e+15	5.132e+16	0.7788	-0.8276	0.25	1.377e+27
 2.973e-06	7.013e+15	5.098e+16	0.7762	-0.8292	0.25	1.383e+27
 2.974e-06	7.032e+15	5.064e+16	0.7736	-0.8308	0.25	1.389e+27
 2.976e-06	7.053e+15	5.029e+16	0.7711	-0.8323	0.25	1.394e+27
 2.977e-06	7.074e+15	4.995e+16	0.7685	-0.8339	0.25	1.4e+27
 2.978e-06	7.097e+15	4.96e+16	0.7659	-0.8355	0.25	1.406e+27
 2.979e-06	7.12e+15	4.926e+16	0.7634	-0.8371	0.25	1.411e+27
  2.98e-06	7.144e+15	4.891e+16	0.7608	-0.8387	0.25	1.417e+27
 2.982e-06	7.17e+15	4.857e+16	0.7582	-0.8403	0.25	1.422e+27
 2.983e-06	7.198e+15	4.822e+16	0.7556	-0.8419	0.25	1.429e+27
 2.984e-06	7.226e+15	4.787e+16	0.753	-0.8435	0.25	1.434e+27
 2.985e-06	7.257e+15	4.753e+16	0.7504	-0.8451	0.25	1.44e+27
 2.986e-06	7.29e+15	4.718e+16	0.7479	-0.8467	0.25	1.445e+27
 2.988e-06	7.325e+15	4.683e+16	0.7453	-0.8483	0.25	1.451e+27
 2.989e-06	7.362e+15	4.648e+16	0.7427	-0.8499	0.25	1.456e+27
  2.99e-06	7.402e+15	4.613e+16	0.7401	-0.8515	0.25	1.462e+27
 2.991e-06	7.445e+15	4.578e+16	0.7375	-0.8532	0.25	1.467e+27
 2.992e-06	7.491e+15	4.544e+16	0.7349	-0.8548	0.25	1.473e+27
 2.994e-06	7.541e+15	4.508e+16	0.7323	-0.8564	0.25	1.478e+27
 2.995e-06	7.595e+15	4.473e+16	0.7297	-0.858	0.25	1.484e+27
 2.996e-06	7.653e+15	4.438e+16	0.7271	-0.8596	0.25	1.489e+27
 2.997e-06	7.717e+15	4.403e+16	0.7244	-0.8612	0.25	1.494e+27
 2.998e-06	7.786e+15	4.368e+16	0.7218	-0.8628	0.25	1.5e+27
     3e-06	7.861e+15	4.333e+16	0.7192	-0.8645	0.25	1.505e+27
 3.001e-06	7.941e+15	4.298e+16	0.7166	-0.8661	0.25	1.51e+27
 3.002e-06	8.023e+15	4.265e+16	0.714	-0.8677	0.25	1.515e+27
 3.003e-06	8.107e+15	4.233e+16	0.7114	-0.8693	0.25	1.52e+27
 3.004e-06	8.192e+15	4.203e+16	0.7088	-0.8709	0.25	1.524e+27
 3.006e-06	8.279e+15	4.174e+16	0.7063	-0.8725	0.25	1.529e+27
 3.007e-06	8.367e+15	4.146e+16	0.7037	-0.874	0.25	1.533e+27
 3.008e-06	8.457e+15	4.12e+16	0.7012	-0.8756	0.25	1.537e+27
 3.009e-06	8.548e+15	4.095e+16	0.6987	-0.8771	0.25	1.54e+27
  3.01e-06	8.642e+15	4.07e+16	0.6962	-0.8787	0.25	1.544e+27
 3.012e-06	8.736e+15	4.047e+16	0.6937	-0.8802	0.25	1.547e+27
 3.013e-06	8.833e+15	4.024e+16	0.6913	-0.8817	0.25	1.55e+27
 3.014e-06	8.931e+15	4.002e+16	0.6888	-0.8832	0.25	1.552e+27
 3.015e-06	9.031e+15	3.981e+16	0.6864	-0.8847	0.25	1.556e+27
 3.016e-06	9.133e+15	3.96e+16	0.684	-0.8862	0.25	1.557e+27
 3.018e-06	9.237e+15	3.94e+16	0.6816	-0.8877	0.25	1.56e+27
 3.019e-06	9.343e+15	3.92e+16	0.6792	-0.8892	0.25	1.561e+27
  3.02e-06	9.451e+15	3.901e+16	0.6768	-0.8907	0.25	1.564e+27
 3.021e-06	9.561e+15	3.883e+16	0.6745	-0.8921	0.25	1.565e+27
 3.022e-06	9.674e+15	3.864e+16	0.6722	-0.8935	0.25	1.567e+27
 3.024e-06	9.788e+15	3.846e+16	0.6698	-0.895	0.25	1.568e+27
 3.025e-06	9.905e+15	3.829e+16	0.6675	-0.8964	0.25	1.569e+27
 3.026e-06	1.002e+16	3.811e+16	0.6653	-0.8978	0.25	1.57e+27
 3.027e-06	1.015e+16	3.794e+16	0.663	-0.8992	0.25	1.571e+27
 3.028e-06	1.027e+16	3.777e+16	0.6607	-0.9006	0.25	1.572e+27
  3.03e-06	1.04e+16	3.761e+16	0.6585	-0.902	0.25	1.572e+27
 3.031e-06	1.053e+16	3.744e+16	0.6563	-0.9034	0.25	1.573e+27
 3.032e-06	1.066e+16	3.728e+16	0.6541	-0.9047	0.25	1.573e+27
 3.033e-06	1.079e+16	3.711e+16	0.6519	-0.9061	0.25	1.573e+27
 3.034e-06	1.093e+16	3.695e+16	0.6497	-0.9074	0.25	1.573e+27
 3.036e-06	1.107e+16	3.679e+16	0.6475	-0.9088	0.25	1.572e+27
 3.037e-06	1.121e+16	3.663e+16	0.6454	-0.9101	0.25	1.572e+27
 3.038e-06	1.136e+16	3.647e+16	0.6432	-0.9114	0.25	1.571e+27
 3.039e-06	1.151e+16	3.631e+16	0.6411	-0.9127	0.25	1.571e+27
  3.04e-06	1.166e+16	3.616e+16	0.639	-0.914	0.25	1.57e+27
 3.042e-06	1.182e+16	3.6e+16	0.637	-0.9153	0.25	1.569e+27
 3.043e-06	1.198e+16	3.584e+16	0.6349	-0.9166	0.25	1.568e+27
 3.044e-06	1.214e+16	3.568e+16	0.6328	-0.9179	0.25	1.566e+27
 3.045e-06	1.231e+16	3.552e+16	0.6308	-0.9191	0.25	1.565e+27
 3.046e-06	1.248e+16	3.536e+16	0.6288	-0.9204	0.25	1.563e+27
 3.048e-06	1.266e+16	3.52e+16	0.6268	-0.9216	0.25	1.562e+27
 3.049e-06	1.284e+16	3.504e+16	0.6248	-0.9228	0.25	1.56e+27
  3.05e-06	1.302e+16	3.488e+16	0.6228	-0.9241	0.25	1.558e+27
 3.051e-06	1.321e+16	3.472e+16	0.6209	-0.9253	0.25	1.556e+27
 3.052e-06	1.34e+16	3.456e+16	0.6189	-0.9265	0.25	1.553e+27
 3.054e-06	1.359e+16	3.44e+16	0.617	-0.9277	0.25	1.551e+27
 3.055e-06	1.379e+16	3.424e+16	0.6151	-0.9288	0.25	1.549e+27
 3.056e-06	1.4e+16	3.407e+16	0.6132	-0.93	0.25	1.545e+27
 3.057e-06	1.421e+16	3.391e+16	0.6113	-0.9312	0.25	1.542e+27
 3.058e-06	1.442e+16	3.374e+16	0.6094	-0.9323	0.25	1.54e+27
  3.06e-06	1.464e+16	3.358e+16	0.6076	-0.9335	0.25	1.536e+27
 3.061e-06	1.486e+16	3.341e+16	0.6058	-0.9346	0.25	1.533e+27
 3.062e-06	1.509e+16	3.324e+16	0.6039	-0.9357	0.25	1.53e+27
 3.063e-06	1.532e+16	3.307e+16	0.6021	-0.9368	0.25	1.526e+27
 3.064e-06	1.556e+16	3.29e+16	0.6004	-0.9379	0.25	1.522e+27
 3.066e-06	1.581e+16	3.273e+16	0.5986	-0.939	0.25	1.518e+27
 3.067e-06	1.606e+16	3.256e+16	0.5968	-0.9401	0.25	1.514e+27
 3.068e-06	1.631e+16	3.238e+16	0.5951	-0.9412	0.25	1.511e+27
 3.069e-06	1.657e+16	3.221e+16	0.5934	-0.9423	0.25	1.506e+27
  3.07e-06	1.683e+16	3.203e+16	0.5917	-0.9433	0.25	1.501e+27
 3.072e-06	1.71e+16	3.185e+16	0.59	-0.9444	0.25	1.497e+27
 3.073e-06	1.738e+16	3.168e+16	0.5883	-0.9454	0.25	1.492e+27
 3.074e-06	1.766e+16	3.149e+16	0.5867	-0.9464	0.25	1.487e+27
 3.075e-06	1.795e+16	3.131e+16	0.585	-0.9474	0.25	1.482e+27
 3.076e-06	1.824e+16	3.113e+16	0.5834	-0.9484	0.25	1.477e+27
 3.078e-06	1.854e+16	3.095e+16	0.5818	-0.9494	0.25	1.471e+27
 3.079e-06	1.884e+16	3.076e+16	0.5802	-0.9504	0.25	1.466e+27
  3.08e-06	1.915e+16	3.057e+16	0.5786	-0.9514	0.25	1.46e+27
 3.081e-06	1.947e+16	3.038e+16	0.577	-0.9524	0.25	1.454e+27
 3.082e-06	1.979e+16	3.019e+16	0.5755	-0.9533	0.25	1.449e+27
 3.084e-06	2.011e+16	3e+16	0.574	-0.9543	0.25	1.442e+27
 3.085e-06	2.044e+16	2.981e+16	0.5724	-0.9552	0.25	1.436e+27
 3.086e-06	2.078e+16	2.962e+16	0.5709	-0.9561	0.25	1.43e+27
 3.087e-06	2.112e+16	2.942e+16	0.5695	-0.9571	0.25	1.424e+27
 3.088e-06	2.146e+16	2.922e+16	0.568	-0.958	0.25	1.417e+27
  3.09e-06	2.182e+16	2.902e+16	0.5665	-0.9589	0.25	1.41e+27
 3.091e-06	2.217e+16	2.882e+16	0.5651	-0.9598	0.25	1.404e+27
 3.092e-06	2.253e+16	2.862e+16	0.5637	-0.9606	0.25	1.397e+27
 3.093e-06	2.29e+16	2.842e+16	0.5623	-0.9615	0.25	1.39e+27
 3.094e-06	2.326e+16	2.822e+16	0.5609	-0.9624	0.25	1.383e+27
 3.096e-06	2.364e+16	2.801e+16	0.5595	-0.9632	0.25	1.376e+27
 3.097e-06	2.401e+16	2.78e+16	0.5581	-0.9641	0.25	1.368e+27
 3.098e-06	2.439e+16	2.759e+16	0.5568	-0.9649	0.25	1.361e+27
 3.099e-06	2.478e+16	2.738e+16	0.5555	-0.9657	0.25	1.354e+27
   3.1e-06	2.516e+16	2.717e+16	0.5541	-0.9665	0.25	1.347e+27
 3.102e-06	2.555e+16	2.696e+16	0.5529	-0.9673	0.25	1.339e+27
 3.103e-06	2.594e+16	2.674e+16	0.5516	-0.9681	0.25	1.332e+27
 3.104e-06	2.633e+16	2.652e+16	0.5503	-0.9689	0.25	1.325e+27
 3.105e-06	2.673e+16	2.63e+16	0.5491	-0.9697	0.25	1.318e+27
 3.106e-06	2.712e+16	2.608e+16	0.5478	-0.9704	0.25	1.31e+27
 3.108e-06	2.751e+16	2.586e+16	0.5466	-0.9712	0.25	1.303e+27
 3.109e-06	2.791e+16	2.564e+16	0.5454	-0.9719	0.25	1.296e+27
  3.11e-06	2.83e+16	2.541e+16	0.5442	-0.9727	0.25	1.288e+27
 3.111e-06	2.87e+16	2.519e+16	0.543	-0.9734	0.25	1.281e+27
 3.112e-06	2.909e+16	2.496e+16	0.5419	-0.9741	0.25	1.273e+27
 3.114e-06	2.948e+16	2.473e+16	0.5407	-0.9748	0.25	1.266e+27
 3.115e-06	2.986e+16	2.45e+16	0.5396	-0.9755	0.25	1.259e+27
 3.116e-06	3.024e+16	2.426e+16	0.5385	-0.9762	0.25	1.251e+27
 3.117e-06	3.062e+16	2.403e+16	0.5374	-0.9769	0.25	1.244e+27
 3.118e-06	3.1e+16	2.379e+16	0.5363	-0.9775	0.25	1.237e+27
  3.12e-06	3.137e+16	2.355e+16	0.5353	-0.9782	0.25	1.229e+27
 3.121e-06	3.173e+16	2.331e+16	0.5342	-0.9788	0.25	1.221e+27
 3.122e-06	3.209e+16	2.306e+16	0.5332	-0.9795	0.25	1.214e+27
 3.123e-06	3.244e+16	2.282e+16	0.5322	-0.9801	0.25	1.206e+27
 3.124e-06	3.278e+16	2.257e+16	0.5312	-0.9807	0.25	1.199e+27
 3.126e-06	3.311e+16	2.232e+16	0.5302	-0.9813	0.25	1.191e+27
 3.127e-06	3.343e+16	2.207e+16	0.5292	-0.9819	0.25	1.184e+27
 3.128e-06	3.374e+16	2.182e+16	0.5283	-0.9825	0.25	1.176e+27
 3.129e-06	3.404e+16	2.156e+16	0.5274	-0.9831	0.25	1.168e+27
  3.13e-06	3.433e+16	2.13e+16	0.5264	-0.9837	0.25	1.161e+27
 3.132e-06	3.46e+16	2.104e+16	0.5255	-0.9842	0.25	1.153e+27
 3.133e-06	3.486e+16	2.078e+16	0.5246	-0.9848	0.25	1.145e+27
 3.134e-06	3.511e+16	2.051e+16	0.5238	-0.9853	0.25	1.137e+27
 3.135e-06	3.534e+16	2.024e+16	0.5229	-0.9858	0.25	1.13e+27
 3.136e-06	3.556e+16	1.997e+16	0.5221	-0.9863	0.25	1.122e+27
 3.138e-06	3.575e+16	1.97e+16	0.5213	-0.9869	0.25	1.114e+27
 3.139e-06	3.593e+16	1.943e+16	0.5204	-0.9874	0.25	1.106e+27
  3.14e-06	3.61e+16	1.915e+16	0.5196	-0.9879	0.25	1.098e+27
 3.141e-06	3.624e+16	1.887e+16	0.5189	-0.9883	0.25	1.09e+27
 3.142e-06	3.636e+16	1.858e+16	0.5181	-0.9888	0.25	1.082e+27
 3.144e-06	3.646e+16	1.83e+16	0.5174	-0.9893	0.25	1.074e+27
 3.145e-06	3.654e+16	1.801e+16	0.5166	-0.9897	0.25	1.067e+27
 3.146e-06	3.66e+16	1.772e+16	0.5159	-0.9902	0.25	1.058e+27
 3.147e-06	3.663e+16	1.742e+16	0.5152	-0.9906	0.25	1.05e+27
 3.148e-06	3.664e+16	1.713e+16	0.5145	-0.991	0.25	1.042e+27
  3.15e-06	3.662e+16	1.682e+16	0.5139	-0.9914	0.25	1.035e+27
 3.151e-06	3.658e+16	1.652e+16	0.5132	-0.9918	0.25	1.027e+27
 3.152e-06	3.652e+16	1.621e+16	0.5126	-0.9922	0.25	1.019e+27
 3.153e-06	3.642e+16	1.59e+16	0.512	-0.9926	0.25	1.011e+27
 3.154e-06	3.63e+16	1.559e+16	0.5113	-0.993	0.25	1.003e+27
 3.156e-06	3.616e+16	1.527e+16	0.5108	-0.9933	0.25	9.948e+26
 3.157e-06	3.598e+16	1.495e+16	0.5102	-0.9937	0.25	9.866e+26
