  x  	  p(x)  	  dndx(x)  	  (maj)n(x)  	 Alfa  	  Conduction level  	 Valence level  	  EQ Field
 4.616e-06	7.803e+07	-2.468e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.619e-06	7.729e+07	-2.444e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.622e-06	7.656e+07	-2.421e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.625e-06	7.584e+07	-2.398e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.628e-06	7.512e+07	-2.376e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.631e-06	7.441e+07	-2.353e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.634e-06	7.371e+07	-2.331e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.637e-06	7.301e+07	-2.309e+14	8.074e+24	2.126e+07	0	-1.5	0
  4.64e-06	7.232e+07	-2.287e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.643e-06	7.164e+07	-2.266e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.646e-06	7.097e+07	-2.244e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.649e-06	7.03e+07	-2.223e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.652e-06	6.963e+07	-2.202e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.655e-06	6.897e+07	-2.181e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.658e-06	6.832e+07	-2.161e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.661e-06	6.768e+07	-2.14e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.664e-06	6.704e+07	-2.12e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.667e-06	6.641e+07	-2.1e+14	8.074e+24	2.126e+07	0	-1.5	0
  4.67e-06	6.578e+07	-2.08e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.673e-06	6.516e+07	-2.061e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.676e-06	6.454e+07	-2.041e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.679e-06	6.393e+07	-2.022e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.682e-06	6.333e+07	-2.003e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.685e-06	6.273e+07	-1.984e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.688e-06	6.214e+07	-1.965e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.691e-06	6.155e+07	-1.947e+14	8.074e+24	2.126e+07	0	-1.5	0
 4.694e-06	6.097e+07	-1.928e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.697e-06	6.04e+07	-1.91e+14	8.075e+24	2.126e+07	0	-1.5	0
   4.7e-06	5.982e+07	-1.892e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.703e-06	5.926e+07	-1.874e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.706e-06	5.87e+07	-1.856e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.709e-06	5.815e+07	-1.839e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.712e-06	5.76e+07	-1.822e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.715e-06	5.705e+07	-1.804e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.718e-06	5.651e+07	-1.787e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.721e-06	5.598e+07	-1.77e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.724e-06	5.545e+07	-1.754e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.727e-06	5.493e+07	-1.737e+14	8.075e+24	2.126e+07	0	-1.5	0
  4.73e-06	5.441e+07	-1.721e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.733e-06	5.39e+07	-1.705e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.736e-06	5.339e+07	-1.688e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.739e-06	5.288e+07	-1.672e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.742e-06	5.238e+07	-1.657e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.745e-06	5.189e+07	-1.641e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.748e-06	5.14e+07	-1.626e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.751e-06	5.091e+07	-1.61e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.754e-06	5.043e+07	-1.595e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.757e-06	4.996e+07	-1.58e+14	8.075e+24	2.126e+07	0	-1.5	0
  4.76e-06	4.948e+07	-1.565e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.763e-06	4.902e+07	-1.55e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.766e-06	4.855e+07	-1.536e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.769e-06	4.81e+07	-1.521e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.772e-06	4.764e+07	-1.507e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.775e-06	4.719e+07	-1.493e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.778e-06	4.675e+07	-1.478e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.781e-06	4.631e+07	-1.465e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.784e-06	4.587e+07	-1.451e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.787e-06	4.543e+07	-1.437e+14	8.075e+24	2.126e+07	0	-1.5	0
  4.79e-06	4.501e+07	-1.423e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.793e-06	4.458e+07	-1.41e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.796e-06	4.416e+07	-1.397e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.799e-06	4.374e+07	-1.383e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.802e-06	4.333e+07	-1.37e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.805e-06	4.292e+07	-1.357e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.808e-06	4.251e+07	-1.345e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.811e-06	4.211e+07	-1.332e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.814e-06	4.172e+07	-1.319e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.817e-06	4.132e+07	-1.307e+14	8.075e+24	2.126e+07	0	-1.5	0
  4.82e-06	4.093e+07	-1.295e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.823e-06	4.055e+07	-1.282e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.826e-06	4.016e+07	-1.27e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.829e-06	3.978e+07	-1.258e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.832e-06	3.941e+07	-1.246e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.835e-06	3.904e+07	-1.235e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.838e-06	3.867e+07	-1.223e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.841e-06	3.83e+07	-1.211e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.844e-06	3.794e+07	-1.2e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.847e-06	3.758e+07	-1.189e+14	8.075e+24	2.126e+07	0	-1.5	0
  4.85e-06	3.723e+07	-1.177e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.853e-06	3.687e+07	-1.166e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.856e-06	3.653e+07	-1.155e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.859e-06	3.618e+07	-1.144e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.862e-06	3.584e+07	-1.134e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.865e-06	3.55e+07	-1.123e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.868e-06	3.517e+07	-1.112e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.871e-06	3.483e+07	-1.102e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.874e-06	3.451e+07	-1.091e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.877e-06	3.418e+07	-1.081e+14	8.075e+24	2.126e+07	0	-1.5	0
  4.88e-06	3.386e+07	-1.071e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.883e-06	3.354e+07	-1.061e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.886e-06	3.322e+07	-1.051e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.889e-06	3.291e+07	-1.041e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.892e-06	3.26e+07	-1.031e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.895e-06	3.229e+07	-1.021e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.898e-06	3.198e+07	-1.012e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.901e-06	3.168e+07	-1.002e+14	8.075e+24	2.126e+07	0	-1.5	0
 4.904e-06	3.138e+07	-9.927e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.907e-06	3.108e+07	-9.833e+13	8.075e+24	2.126e+07	0	-1.5	0
  4.91e-06	3.079e+07	-9.74e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.913e-06	3.05e+07	-9.648e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.916e-06	3.021e+07	-9.557e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.919e-06	2.993e+07	-9.467e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.922e-06	2.964e+07	-9.378e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.925e-06	2.936e+07	-9.289e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.928e-06	2.909e+07	-9.201e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.931e-06	2.881e+07	-9.115e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.934e-06	2.854e+07	-9.028e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.937e-06	2.827e+07	-8.943e+13	8.075e+24	2.126e+07	0	-1.5	0
  4.94e-06	2.8e+07	-8.859e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.943e-06	2.774e+07	-8.775e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.946e-06	2.748e+07	-8.692e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.949e-06	2.722e+07	-8.61e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.952e-06	2.696e+07	-8.529e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.955e-06	2.671e+07	-8.449e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.958e-06	2.645e+07	-8.369e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.961e-06	2.62e+07	-8.29e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.964e-06	2.596e+07	-8.212e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.967e-06	2.571e+07	-8.134e+13	8.075e+24	2.126e+07	0	-1.5	0
  4.97e-06	2.547e+07	-8.057e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.973e-06	2.523e+07	-7.981e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.976e-06	2.499e+07	-7.906e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.979e-06	2.475e+07	-7.831e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.982e-06	2.452e+07	-7.757e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.985e-06	2.429e+07	-7.684e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.988e-06	2.406e+07	-7.612e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.991e-06	2.383e+07	-7.54e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.994e-06	2.361e+07	-7.469e+13	8.075e+24	2.126e+07	0	-1.5	0
 4.997e-06	2.338e+07	-7.398e+13	8.075e+24	2.126e+07	0	-1.5	0
     5e-06	2.316e+07	-7.328e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.003e-06	2.294e+07	-7.259e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.006e-06	2.273e+07	-7.191e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.009e-06	2.251e+07	-7.123e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.012e-06	2.23e+07	-7.056e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.015e-06	2.209e+07	-6.989e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.018e-06	2.188e+07	-6.923e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.021e-06	2.167e+07	-6.858e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.024e-06	2.147e+07	-6.793e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.027e-06	2.127e+07	-6.729e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.03e-06	2.106e+07	-6.666e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.033e-06	2.087e+07	-6.603e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.036e-06	2.067e+07	-6.54e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.039e-06	2.047e+07	-6.479e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.042e-06	2.028e+07	-6.418e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.045e-06	2.009e+07	-6.357e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.048e-06	1.99e+07	-6.297e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.051e-06	1.971e+07	-6.238e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.054e-06	1.952e+07	-6.179e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.057e-06	1.934e+07	-6.12e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.06e-06	1.916e+07	-6.063e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.063e-06	1.898e+07	-6.006e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.066e-06	1.88e+07	-5.949e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.069e-06	1.862e+07	-5.893e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.072e-06	1.844e+07	-5.837e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.075e-06	1.827e+07	-5.782e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.078e-06	1.81e+07	-5.728e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.081e-06	1.792e+07	-5.673e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.084e-06	1.776e+07	-5.62e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.087e-06	1.759e+07	-5.567e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.09e-06	1.742e+07	-5.514e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.093e-06	1.726e+07	-5.462e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.096e-06	1.709e+07	-5.411e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.099e-06	1.693e+07	-5.36e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.102e-06	1.677e+07	-5.309e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.105e-06	1.661e+07	-5.259e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.108e-06	1.646e+07	-5.21e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.111e-06	1.63e+07	-5.16e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.114e-06	1.615e+07	-5.112e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.117e-06	1.599e+07	-5.064e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.12e-06	1.584e+07	-5.016e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.123e-06	1.569e+07	-4.969e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.126e-06	1.555e+07	-4.922e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.129e-06	1.54e+07	-4.875e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.132e-06	1.525e+07	-4.829e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.135e-06	1.511e+07	-4.784e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.138e-06	1.497e+07	-4.739e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.141e-06	1.482e+07	-4.694e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.144e-06	1.468e+07	-4.65e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.147e-06	1.455e+07	-4.606e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.15e-06	1.441e+07	-4.562e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.153e-06	1.427e+07	-4.519e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.156e-06	1.414e+07	-4.477e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.159e-06	1.4e+07	-4.435e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.162e-06	1.387e+07	-4.393e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.165e-06	1.374e+07	-4.351e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.168e-06	1.361e+07	-4.31e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.171e-06	1.348e+07	-4.27e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.174e-06	1.335e+07	-4.229e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.177e-06	1.323e+07	-4.19e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.18e-06	1.31e+07	-4.15e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.183e-06	1.298e+07	-4.111e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.186e-06	1.285e+07	-4.072e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.189e-06	1.273e+07	-4.034e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.192e-06	1.261e+07	-3.996e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.195e-06	1.249e+07	-3.958e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.198e-06	1.238e+07	-3.921e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.201e-06	1.226e+07	-3.884e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.204e-06	1.214e+07	-3.847e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.207e-06	1.203e+07	-3.811e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.21e-06	1.191e+07	-3.775e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.213e-06	1.18e+07	-3.74e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.216e-06	1.169e+07	-3.704e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.219e-06	1.158e+07	-3.669e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.222e-06	1.147e+07	-3.635e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.225e-06	1.136e+07	-3.601e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.228e-06	1.125e+07	-3.567e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.231e-06	1.115e+07	-3.533e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.234e-06	1.104e+07	-3.5e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.237e-06	1.094e+07	-3.467e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.24e-06	1.083e+07	-3.434e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.243e-06	1.073e+07	-3.402e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.246e-06	1.063e+07	-3.37e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.249e-06	1.053e+07	-3.338e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.252e-06	1.043e+07	-3.307e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.255e-06	1.033e+07	-3.275e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.258e-06	1.023e+07	-3.245e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.261e-06	1.014e+07	-3.214e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.264e-06	1.004e+07	-3.184e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.267e-06	9.944e+06	-3.154e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.27e-06	9.85e+06	-3.124e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.273e-06	9.757e+06	-3.095e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.276e-06	9.665e+06	-3.066e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.279e-06	9.573e+06	-3.037e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.282e-06	9.482e+06	-3.008e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.285e-06	9.392e+06	-2.98e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.288e-06	9.304e+06	-2.952e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.291e-06	9.215e+06	-2.924e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.294e-06	9.128e+06	-2.897e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.297e-06	9.042e+06	-2.869e+13	8.075e+24	2.126e+07	0	-1.5	0
   5.3e-06	8.956e+06	-2.842e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.303e-06	8.871e+06	-2.816e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.306e-06	8.787e+06	-2.789e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.309e-06	8.704e+06	-2.763e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.312e-06	8.621e+06	-2.737e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.315e-06	8.539e+06	-2.711e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.318e-06	8.459e+06	-2.686e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.321e-06	8.378e+06	-2.66e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.324e-06	8.299e+06	-2.635e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.327e-06	8.22e+06	-2.611e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.33e-06	8.142e+06	-2.586e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.333e-06	8.065e+06	-2.562e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.336e-06	7.989e+06	-2.538e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.339e-06	7.913e+06	-2.514e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.342e-06	7.838e+06	-2.49e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.345e-06	7.763e+06	-2.467e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.348e-06	7.69e+06	-2.444e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.351e-06	7.617e+06	-2.421e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.354e-06	7.545e+06	-2.398e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.357e-06	7.473e+06	-2.375e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.36e-06	7.402e+06	-2.353e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.363e-06	7.332e+06	-2.331e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.366e-06	7.262e+06	-2.309e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.369e-06	7.193e+06	-2.287e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.372e-06	7.125e+06	-2.266e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.375e-06	7.057e+06	-2.245e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.378e-06	6.99e+06	-2.224e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.381e-06	6.924e+06	-2.203e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.384e-06	6.858e+06	-2.182e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.387e-06	6.793e+06	-2.161e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.39e-06	6.728e+06	-2.141e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.393e-06	6.664e+06	-2.121e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.396e-06	6.601e+06	-2.101e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.399e-06	6.538e+06	-2.082e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.402e-06	6.476e+06	-2.062e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.405e-06	6.415e+06	-2.043e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.408e-06	6.354e+06	-2.023e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.411e-06	6.293e+06	-2.005e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.414e-06	6.233e+06	-1.986e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.417e-06	6.174e+06	-1.967e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.42e-06	6.115e+06	-1.949e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.423e-06	6.057e+06	-1.93e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.426e-06	6e+06	-1.912e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.429e-06	5.942e+06	-1.894e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.432e-06	5.886e+06	-1.877e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.435e-06	5.83e+06	-1.859e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.438e-06	5.774e+06	-1.842e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.441e-06	5.719e+06	-1.824e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.444e-06	5.665e+06	-1.807e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.447e-06	5.611e+06	-1.79e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.45e-06	5.557e+06	-1.774e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.453e-06	5.504e+06	-1.757e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.456e-06	5.452e+06	-1.741e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.459e-06	5.4e+06	-1.724e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.462e-06	5.349e+06	-1.708e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.465e-06	5.298e+06	-1.692e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.468e-06	5.247e+06	-1.677e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.471e-06	5.197e+06	-1.661e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.474e-06	5.147e+06	-1.645e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.477e-06	5.098e+06	-1.63e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.48e-06	5.05e+06	-1.615e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.483e-06	5.001e+06	-1.6e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.486e-06	4.954e+06	-1.585e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.489e-06	4.906e+06	-1.57e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.492e-06	4.859e+06	-1.555e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.495e-06	4.813e+06	-1.541e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.498e-06	4.767e+06	-1.526e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.501e-06	4.721e+06	-1.512e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.504e-06	4.676e+06	-1.498e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.507e-06	4.631e+06	-1.484e+13	8.075e+24	2.126e+07	0	-1.5	0
  5.51e-06	4.587e+06	-1.47e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.513e-06	4.543e+06	-1.457e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.516e-06	4.5e+06	-1.443e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.519e-06	4.457e+06	-1.43e+13	8.075e+24	2.126e+07	0	-1.5	0
 5.522e-06	4.414e+06	-1.416e+13	8.075e+24	2.126e+07	0	-1.5	0
